annotation,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,estimate,std.error,p.value.orig,fdr_significant
TEGLU20,0.0016023801760538053,0.0015311677923288691,2.200222561967641,22.501425907080797,1.0602862752336692e-6,2,-30952.52360560298,61911.04721120596,61933.69235961726,67870.53009712414,14020,0.5535663725677049,0.11669834048489242,2.1205725504673384e-6,TRUE
TEINH13,0.0015925895191054584,0.0015213764370454186,2.200233350039986,22.363721285986784,1.138963534598965e-6,2,-30952.59235772932,61911.18471545864,61933.82986386994,67871.19566068708,14020,0.524960628159995,0.11100810709805073,2.27792706919793e-6,TRUE
TEGLU19,0.0015834297153780482,0.0015122159799796364,2.2002434429435467,22.23489199830858,1.2178662712165077e-6,2,-30952.656679256455,61911.31335851291,61933.95850692421,67871.81833918933,14020,0.562882643832415,0.1193714159837921,2.4357325424330154e-6,TRUE
SCINH3,0.0015772031364016349,0.0015059889568820317,2.2002503037913197,22.147318793014147,1.2746103905236292e-6,2,-30952.700402898856,61911.40080579771,61934.04595420901,67872.24161865978,14020,0.7038214904489116,0.14955534703202902,2.5492207810472585e-6,TRUE
TEGLU3,0.0015651918661359141,0.001493976829892385,2.200263538525969,21.97839036104939,1.3916739341687155e-6,2,-30952.784746435045,61911.56949287009,61934.21464128139,67873.05813831477,14020,0.4421234267679283,0.09430735968374487,2.783347868337431e-6,TRUE
TEGLU9,0.001499551225490349,0.0014283315073181369,2.2003358638963277,21.05528165478317,2.2504543714787405e-6,2,-30953.245659256467,61912.49131851293,61935.13646692423,67877.52035355654,14020,0.5028033438366393,0.10957655175834992,4.500908742957481e-6,TRUE
SCINH6,0.0014666945696823104,0.0013954725079540209,2.200372065724529,20.593261892335526,2.863382212695341e-6,2,-30953.47635942706,61912.95271885412,61935.59786726542,67879.75393124406,14020,0.574336632747756,0.12656217985715673,5.726764425390682e-6,TRUE
SCINH8,0.0014434807015075283,0.001372256984011222,2.200397642663187,20.266854248122982,3.3950144101622e-6,2,-30953.639349020985,61913.27869804197,61935.92384645327,67881.33199744468,14020,0.6258698025611955,0.1390243348091369,6.7900288203244e-6,TRUE
SCGLU3,0.0014422843902230018,0.0013710605873976656,2.2003989607456846,20.25003345808457,3.424951773539031e-6,2,-30953.647748478834,61913.29549695767,61935.940645368966,67881.41332203864,14020,0.6480600652743889,0.1440132288657949,6.849903547078062e-6,TRUE
TEINH17,0.0014350524942643328,0.0013638281756119808,2.2004069287515846,20.148349909378712,3.61165547690677e-6,2,-30953.698524351046,61913.39704870209,61936.04219711339,67881.9049424137,14020,0.48174425060972764,0.10732398700531602,7.22331095381354e-6,TRUE
HBINH2,0.0014141258303775532,0.0013429000190958718,2.200429985306434,19.854120366342766,4.211495331925114e-6,2,-30953.84545050096,61913.69090100192,61936.33604941322,67883.32752570412,14020,0.5670194360560272,0.12725434516623713,8.422990663850227e-6,TRUE
HBGLU2,0.0014122916128408958,0.0013410656707304458,2.2004320061969342,19.82833179872533,4.2686155484736e-6,2,-30953.858328399274,61913.71665679855,61936.361805209846,67883.45221482002,14020,0.46456714745548505,0.10432908679964582,8.5372310969472e-6,TRUE
TEINH10,0.0014060798582047295,0.0013348534730305284,2.2004388501237844,19.74099703033554,4.467898568954672e-6,2,-30953.901940468524,61913.80388093705,61936.44902934835,67883.87448653985,14020,0.4678309167133242,0.10529418254597604,8.935797137909344e-6,TRUE
SCINH10,0.0013827293407764176,0.0013115012900873912,2.20046457684028,19.41270787845283,5.304271407362168e-6,2,-30954.065879543632,61914.131759087264,61936.77690749856,67885.4618420828,14020,0.7048766885292533,0.15998161928649118,1.0608542814724336e-5,TRUE
MEGLU9,0.0013733504938103413,0.0013021217741594482,2.2004749100142953,19.28085329261148,5.68292921704057e-6,2,-30954.131725377894,61914.26345075579,61936.90859916709,67886.09941102593,14020,0.5102994965562787,0.11621495404622008,1.136585843408114e-5,TRUE
MBCHO1,0.0013502467491568468,0.001279016381592557,2.2005003644303263,18.95605477451512,6.7356236064597574e-6,2,-30954.29392661709,61914.58785323418,61937.23300164548,67887.66999108915,14020,0.5289552557076588,0.12149123845108258,1.3471247212919515e-5,TRUE
TEGLU17,0.0012902585780508093,0.0012190239317295681,2.2005664546735093,18.112795453979324,1.0477540781304126e-5,2,-30954.7150596869,61915.4301193738,61938.0752677851,67891.74795450941,14020,0.39793369822542707,0.09350137052396715,2.0955081562608252e-5,TRUE
SCGLU4,0.0012743224919342492,0.0012030867089450892,2.2005840114646267,17.888797433841773,1.1784101706876978e-5,2,-30954.826931038235,61915.65386207647,61938.29901048777,67892.83128102275,14020,0.5357100250614629,0.12665991741137528,2.3568203413753955e-5,TRUE
TEINH15,0.0012728780088839967,0.0012016421228645546,2.2005856028451367,17.86849409774252,1.1910334580847948e-5,2,-30954.837071223454,61915.67414244691,61938.319290858206,67892.92947619909,14020,0.4183873872102027,0.09897707316481857,2.3820669161695895e-5,TRUE
HYPEP3,0.0012625637845269052,0.0011913271628282152,2.200596965946491,17.723521335239372,1.2852061416290534e-5,2,-30954.909476039513,61915.818952079026,61938.464100490324,67893.63063159125,14020,0.5782323048820255,0.13734958297230723,2.5704122832581068e-5,TRUE
TEGLU14,0.001262022982509902,0.0011907863222375692,2.200597561742279,17.715920113127904,1.2903453284366432e-5,2,-30954.913272394566,61915.82654478913,61938.47169320043,67893.6673950198,14020,0.5079505522652368,0.12068118895936195,2.5806906568732864e-5,TRUE
HBCHO2,0.001258497324142528,0.0011872604123966957,2.2006014459183785,17.666365558260637,1.324359150055749e-5,2,-30954.938021976297,61915.876043952594,61938.52119236389,67893.90706736836,14020,0.5170146297848971,0.12300682985791812,2.648718300111498e-5,TRUE
TEINH4,0.0012236513935281056,0.0011524119963378654,2.200639834899033,17.17661072090877,1.713025004806592e-5,2,-30955.182630373067,61916.36526074613,61939.01040915743,67896.27587488109,14020,0.5130064056193625,0.12378101835154749,3.426050009613184e-5,TRUE
ENT9,0.001221294523167347,0.0011500549578693509,2.200642431386099,17.143486460928933,1.7431218215009464e-5,2,-30955.19917461605,61916.3983492321,61939.0434976434,67896.43609365323,14020,0.3861086508229817,0.09325238709182483,3.486243643001893e-5,TRUE
TEGLU15,0.0012196788654507964,0.0011484391849133635,2.200644211301644,17.120779546593187,1.7640599519036703e-5,2,-30955.210515834115,61916.42103166823,61939.06618007953,67896.54592519079,14020,0.4170488582919758,0.10079179254251734,3.528119903807341e-5,TRUE
MSN1,0.0012176861940644617,0.0011464463713963813,2.2006464065584344,17.09277407579411,1.7902324606159974e-5,2,-30955.22450349973,61916.44900699946,61939.094155410756,67896.68138591366,14020,0.3680855593827472,0.08903125667758731,3.580464921231995e-5,TRUE
SCINH5,0.001188503154418783,0.0011172612502214907,2.2006785562477766,16.682641597113545,2.2214480408926085e-5,2,-30955.429352243125,61916.85870448625,61939.50385289755,67898.66523316177,14020,0.5633159041447567,0.13791757203706945,4.442896081785217e-5,TRUE
DEINH2,0.001182644407156403,0.001111402085074209,2.200685010518978,16.600306848384093,2.319878468293416e-5,2,-30955.47047667624,61916.94095335248,61939.58610176378,67899.06350763128,14020,0.5025987770863599,0.1233568780569248,4.639756936586832e-5,TRUE
HBINH4,0.0011772633847093466,0.0011060206788165994,2.200690938489405,16.52468656205835,2.4141418051582004e-5,2,-30955.50824759255,61917.0164951851,61939.661643596395,67899.42930662628,14020,0.5238793113460598,0.12887379947933048,4.828283610316401e-5,TRUE
HBSER3,0.0011628525107939087,0.0010916087770215244,2.200706814061761,16.322172480581255,2.6859959547926276e-5,2,-30955.60940058443,61917.21880116886,61939.86394958016,67900.40895003927,14020,0.5013563206070142,0.12409592284523498,5.371991909585255e-5,TRUE
DEGLU1,0.0011466546177658753,0.0010754097286514996,2.2007246581463202,16.094552634176427,3.0284948240323196e-5,2,-30955.72309530184,61917.44619060368,61940.09133901498,67901.51007404481,14020,0.3512759351367765,0.08756064334405202,6.056989648064639e-5,TRUE
MEINH10,0.0011392229124324946,0.0010679774932393915,2.200732845087293,15.990121545140378,3.20001618169817e-5,2,-30955.775258607402,61917.550517214804,61940.1956656261,67902.01527735309,14020,0.40359953554184114,0.10093104628316578,6.40003236339634e-5,TRUE
MEINH12,0.0011139515553061695,0.0010427043335911046,2.200760684379403,15.635017457406413,3.859811332291794e-5,2,-30955.952635923237,61917.905271846474,61940.55042025777,67903.7332105396,14020,0.6189953711598762,0.15654464501980028,7.719622664583589e-5,TRUE
HBINH3,0.001113637372622312,0.0010423901284976056,2.2007610304853706,15.630602787585682,3.868822471657064e-5,2,-30955.954841114166,61917.90968222833,61940.55483063963,67903.75456850849,14020,0.5214848135383999,0.13190273546088566,7.737644943314128e-5,TRUE
TEINH3,0.001092419808774236,0.001021171051271308,2.2007844037846094,15.332475218661196,4.52900976245967e-5,2,-30956.103761717997,61918.207523435995,61940.85267184729,67905.19692702092,14020,0.536691859819619,0.1370625705414873,9.05801952491934e-5,TRUE
HBGLU6,0.0010907207350406656,0.0010194718563484306,2.2007862754759735,15.308602115021474,4.586542317015357e-5,2,-30956.11568694116,61918.23137388232,61940.87652229362,67905.31242913418,14020,0.37326558399605503,0.09540039678721744,9.173084634030714e-5,TRUE
MEGLU7,0.001083446622643175,0.0010121972251125877,2.200794288584831,15.206396968895834,4.8412832464024224e-5,2,-30956.166741243476,61918.33348248695,61940.97863089825,67905.80691935992,14020,0.4693810313220967,0.12036836821084218,9.682566492804845e-5,TRUE
CBGRC,0.0010734724414802209,0.0010022223325245605,2.2008052760222037,15.066256841067847,5.2138921256842874e-5,2,-30956.236745724607,61918.473491449215,61941.11863986051,67906.4849587997,14020,0.5320357989566528,0.1370686616020464,1.0427784251368575e-4,TRUE
HBSER1,0.0010721353171384213,0.001000885112810157,2.2008067489780423,15.047470070376699,5.265990481409848e-5,2,-30956.246130371248,61918.492260742496,61941.137409153795,67906.57585578912,14020,0.4611168689630075,0.11887191691446651,1.0531980962819696e-4,TRUE
TEGLU7,0.0010703108155838666,9.990604811198622e-4,2.2008087588196146,15.021835667670839,5.3379246708491864e-5,2,-30956.258935668986,61918.51787133797,61941.16301974927,67906.6998844178,14020,0.3399065176135782,0.08769967597993228,1.0675849341698373e-4,TRUE
DEINH5,0.0010476874572358339,9.764355091228527e-4,2.2008336801948847,14.703983329351958,6.316533711376547e-5,2,-30956.4177161828,61918.8354323656,61941.4805807769,67908.23780807985,14020,0.5040608533552831,0.13145147677798852,1.2633067422753095e-4,TRUE
MEGLU5,0.001040900079355607,9.696476471215965e-4,2.200841156960431,14.608625231728594,6.643968139807927e-5,2,-30956.465352235147,61918.930704470295,61941.57585288159,67908.69921035641,14020,0.4152473704378193,0.1086431169692979,1.3287936279615854e-4,TRUE
DEINH1,0.0010353196209704567,9.640667907009348e-4,2.200847304201763,14.530224512540743,6.925942673134767e-5,2,-30956.504517486723,61919.009034973446,61941.654183384744,67909.07856689859,14020,0.4370257162867393,0.11464914779133083,1.3851885346269534e-4,TRUE
SCGLU1,0.001031916295528839,9.606632225113154e-4,2.200851053179776,14.482411099326264,7.103792086444136e-5,2,-30956.52840288977,61919.05680577954,61941.70195419084,67909.30992312104,14020,0.6450553503313335,0.1695026710055084,1.4207584172888272e-4,TRUE
MEGLU8,0.0010289877400863794,9.577344581848113e-4,2.200854279163524,14.44126800373819,7.260507764380497e-5,2,-30956.548956171155,61919.09791234231,61941.74306075361,67909.50900473577,14020,0.45181327152400286,0.11889300935289256,1.4521015528760995e-4,TRUE
HBSER2,0.0010120950663502144,9.408405795503505e-4,2.200872887389214,14.203948576506981,8.234911816920293e-5,2,-30956.667511697535,61919.33502339507,61941.98017180637,67910.657359558,14020,0.42044087344612613,0.1115579137683306,1.6469823633840586e-4,TRUE
TEGLU5,0.0010027520245785787,9.314968713706184e-4,2.2008831792051313,14.072694807801474,8.829348644133763e-5,2,-30956.733081820283,61919.466163640565,61942.111312051864,67911.29249448338,14020,0.40151179505391454,0.10703102221850615,1.7658697288267525e-4,TRUE
MEGLU14,9.518035071594846e-4,8.805447199631278e-4,2.2009393006336873,13.356998408306124,1.2920003451296057e-4,2,-30957.09063130115,61920.1812626023,61942.8264110136,67914.75594713615,14020,0.4985396163767241,0.13640969505461653,2.5840006902592115e-4,TRUE
DEGLU4,9.413266004464457e-4,8.700670659671506e-4,2.200950841105589,13.209833706114209,1.3973997399555727e-4,2,-30957.164154488597,61920.328308977194,61942.97345738849,67915.46816158685,14020,0.44260156037891735,0.12177671806452783,2.7947994799111455e-4,TRUE
OBNBL2,9.295252721670133e-4,8.5826489593821e-4,2.2009638403754965,13.044069107668996,1.5265444091323562e-4,2,-30957.246971069933,61920.49394213987,61943.139090551165,67916.27040949918,14020,0.4574569683606005,0.1266612302542349,3.0530888182647123e-4,TRUE
OBINH5,9.246700352140609e-4,8.534093126773001e-4,2.2009691884406517,12.975872293992154,1.5831099802089528e-4,2,-30957.281042723967,61920.562085447935,61943.20723385923,67916.60046588072,14020,0.5318651108431821,0.14764992176728953,3.1662199604179055e-4,TRUE
SCINH9,9.17311896423103e-4,8.460506490547415e-4,2.2009772934385725,12.872520904414479,1.6728905781352615e-4,2,-30957.33267819083,61920.66535638166,61943.31050479296,67917.10066817523,14020,0.5353957481583855,0.14922552484345514,3.345781156270523e-4,TRUE
HBGLU9,8.81037465259742e-4,8.097736305567871e-4,2.2010172493279057,12.363037562218311,2.1965049708993706e-4,2,-30957.587227111686,61921.17445422337,61943.81960263467,67919.56658438251,14020,0.37352983577324367,0.10623379657191999,4.393009941798741e-4,FALSE
MEINH6,8.80359118097538e-4,8.090952350103819e-4,2.2010179965129795,12.353510361214491,2.2077325174058179e-4,2,-30957.59198719584,61921.18397439168,61943.82912280298,67919.61269805563,14020,0.475652812500216,0.13533024782711267,4.4154650348116357e-4,FALSE
MEGLU4,8.798642075727458e-4,8.086002891852795e-4,2.2010185416463113,12.346559485948251,2.2159604600651965e-4,2,-30957.59546007005,61921.1909201401,61943.8360685514,67919.64634180539,14020,0.42577699998617063,0.12117393768795354,4.431920920130393e-4,FALSE
DGGRC1,8.791533144405906e-4,8.078893453473679e-4,2.2010193246796175,12.336575209441305,2.227833304944211e-4,2,-30957.600448529185,61921.20089705837,61943.84604546967,67919.69466793594,14020,0.3691288322762347,0.10509466337348175,4.455666609888422e-4,FALSE
TEINH14,8.638135252934346e-4,7.925484620641132e-4,2.201036221055501,12.121136025855007,2.5002653118932336e-4,2,-30957.70808959831,61921.41617919662,61944.06132760792,67920.73745850386,14020,0.4027646088553425,0.11568568949914886,5.000530623786467e-4,FALSE
TEINH5,8.615487564344423e-4,7.902835316666579e-4,2.201038715628079,12.089329111673171,2.5432428571480983e-4,2,-30957.723981602514,61921.44796320503,61944.09311161633,67920.89141626573,14020,0.4250213284776696,0.12223895374561969,5.086485714296197e-4,FALSE
HBCHO3,8.480352614181478e-4,7.767690727776833e-4,2.2010536002644905,11.89954559934553,2.8156402374337683e-4,2,-30957.81880577101,61921.63761154202,61944.28275995332,67921.81005634661,14020,0.36504615411228913,0.10582361386818874,5.631280474867537e-4,FALSE
HBINH7,8.453472118976529e-4,7.740808315275238e-4,2.2010565610438837,11.861795246344693,2.8732418005879707e-4,2,-30957.837667656393,61921.675335312786,61944.320483724085,67921.99278849887,14020,0.4498718836749272,0.13062119110710046,5.746483601175941e-4,FALSE
MEINH7,8.387477053701207e-4,7.674808542791345e-4,2.201063830120355,11.769114146773939,3.0197590319880807e-4,2,-30957.883975790308,61921.767951580616,61944.413099991914,67922.4414193825,14020,0.47246709347187255,0.13772084494239129,6.039518063976161e-4,FALSE
TEGLU13,7.831738336273485e-4,7.119030186368835e-4,2.201125041430272,10.988703212276778,4.595074667426541e-4,2,-30958.273920434996,61922.54784086999,61945.19298928129,67926.21930112004,14020,0.35379603917284036,0.10672833752667928,9.190149334853082e-4,FALSE
MSN2,7.67035519282962e-4,6.957635532001127e-4,2.2011428165034443,10.762092887853935,5.192652415289511e-4,2,-30958.387153924687,61922.77430784937,61945.41945626067,67927.31637499892,14020,0.3014448648129217,0.09188815296155976,0.0010385304830579022,FALSE
TECHO,7.352983037757937e-4,6.640240739829162e-4,2.201177772110255,10.316467900284664,6.607301523220651e-4,2,-30958.609830810132,61923.219661620264,61945.86481003156,67929.47385374036,14020,0.4151796132895705,0.12926189082889453,0.0013214603046441302,FALSE
OBNBL1,6.827529420150905e-4,6.114749643362227e-4,2.201235644744848,9.57873615734378,9.861576600853844e-4,2,-30958.978487728713,61923.956975457426,61946.602123868724,67933.04585900763,14020,0.3787304739778129,0.1223703341395117,0.001972315320170769,FALSE
TEGLU22,6.806407567186652e-4,6.093626283846243e-4,2.201237971040686,9.549082904209577,0.0010022054509978473,2,-30958.993306361644,61923.98661272329,61946.63176113459,67933.18944422145,14020,0.29208248721539565,0.09452021182580181,0.0020044109019956946,FALSE
HBNOR,6.797868106075943e-4,6.08508621364301e-4,2.201238911549937,9.537094275618559,0.001008768414592305,2,-30958.999297453058,61923.998594906116,61946.643743317414,67933.24749501614,14020,0.42602851492142213,0.1379528351641246,0.00201753682918461,FALSE
TEINH7,6.749786747253183e-4,6.037001425337474e-4,2.201244207071295,9.469592792842462,0.0010465430390228564,2,-30959.033030143673,61924.06606028735,61946.711208698645,67933.57434949238,14020,0.429435140198138,0.1395506704566615,0.0020930860780457128,FALSE
SCINH1,6.618748416791997e-4,5.905953748348569e-4,2.201258639133642,9.285631206026759,0.0011569399878011346,2,-30959.124962567254,61924.24992513451,61946.895073545806,67934.46514097413,14020,0.46975057017716476,0.1541564144491731,0.002313879975602269,FALSE
HBSER5,6.560221521428361e-4,5.847422678455505e-4,2.201265085032291,9.20346825209248,0.0012099958784988264,2,-30959.166022830188,61924.332045660376,61946.977194071675,67934.86300364272,14020,0.3510485620860729,0.1157154741451625,0.0024199917569976527,FALSE
