annotation,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,estimate,std.error,p.value.orig,fdr_significant
DEGLU3,6.540031422766572e-4,5.827231139701183e-4,2.2012673086778918,9.175124615047753,0.0012288658973761979,2,-30959.18018738632,61924.36037477264,61947.005523183936,67935.0002548412,14020,0.28299437876677297,0.093426875163625,0.0024577317947523957,FALSE
ENT8,6.444117530108166e-4,5.731310405823198e-4,2.2012778721669353,9.040478567853615,0.0013226715828746336,2,-30959.247476300923,61924.494952601846,61947.140101013145,67935.65227229489,14020,0.33131872555682457,0.11019205227456735,0.0026453431657492673,FALSE
HBCHO4,6.416122397372015e-4,5.70331327628737e-4,2.2012809554049633,9.001178867649113,0.0013513985188744232,2,-30959.267116317253,61924.534232634505,61947.179381045804,67935.84258169279,14020,0.3686440001145525,0.12287328633823075,0.0027027970377488464,FALSE
HYPEP1,6.397703048514881e-4,5.684892613639914e-4,2.2012829840137016,8.975321818393757,0.0013706440525769398,2,-30959.28003840181,61924.56007680362,61947.205225214915,67935.9677954299,14020,0.3845870841542746,0.12837181458499378,0.0027412881051538797,FALSE
MEINH9,6.174445983368628e-4,5.461619624308467e-4,2.201307572206189,8.661921525339855,0.0016273045910513905,2,-30959.436662385197,61924.87332477039,61947.51847318169,67937.48548488133,14020,0.33220961443755664,0.11287690028754978,0.003254609182102781,FALSE
HBGLU7,6.162399989973563e-4,5.449572771712985e-4,2.2013088988717557,8.64501218824515,0.0016424672270826772,2,-30959.44511304389,61924.89022608778,61947.53537449908,67937.56737289278,14020,0.28443052961699133,0.09673717598133483,0.0032849344541653544,FALSE
TEINH8,6.034637430914699e-4,5.321801099775758e-4,2.2013229697407546,8.465670403291757,0.0018124033991970658,2,-30959.534742034455,61925.06948406891,61947.71463248021,67938.43589585775,14020,0.43212089777369933,0.14851646095542398,0.0036248067983941316,FALSE
TEINH21,6.012432563793133e-4,5.299594648854322e-4,2.2013254152193564,8.434501641670947,0.0018437128870204442,2,-30959.550319249778,61925.100638499556,61947.745786910855,67938.58684334323,14020,0.3409974674707112,0.117414420782683,0.0036874257740408885,FALSE
DEGLU2,5.802877519949749e-4,5.090024658145342e-4,2.201348493916557,8.140358033032971,0.0021677055020899085,2,-30959.69732513703,61925.39465027406,61948.03979868536,67940.01138719507,14020,0.2908806943919736,0.10195138851261805,0.004335411004179817,FALSE
SCGLU5,5.761044591325665e-4,5.048188745718774e-4,2.20135310102791,8.081640386102123,0.002239027995882465,2,-30959.726671171054,61925.45334234211,61948.09849075341,67940.29576518085,14020,0.3506501267523066,0.12334576404634622,0.00447805599176493,FALSE
TEGLU12,5.741200141219425e-4,5.028342880173398e-4,2.2013552865179853,8.053786437973137,0.0022736925507859675,2,-30959.740592121125,61925.48118424225,61948.12633265355,67940.43066667915,14020,0.2905935927408827,0.10239670451418904,0.004547385101571935,FALSE
SCGLU7,5.629882331199743e-4,4.917017130223744e-4,2.2013675460247746,7.89754125113701,0.0024785323388532184,2,-30959.818681435732,61925.637362871465,61948.28251128276,67941.18739912976,14020,0.4559204069550622,0.16223444973917306,0.004957064677706437,FALSE
SCINH4,5.562788569870675e-4,4.8499185833206226e-4,2.201374935073765,7.803370424939318,0.002610979981712577,2,-30959.8657472114,61925.7314944228,61948.3766428341,67941.64349888974,14020,0.44436654835063266,0.15907438263301032,0.005221959963425154,FALSE
SCGLU10,5.186508446217891e-4,4.473611620856577e-4,2.201416374417418,7.275258160387209,0.0034997216942252328,2,-30960.129699070963,61926.25939814193,61948.904546553225,67944.20143081488,14020,0.4184125814199284,0.15512454857034638,0.0069994433884504655,FALSE
MBDOP1,5.096792029357063e-4,4.3838888048219893e-4,2.20142625467912,7.149346298281421,0.003753910944704369,2,-30960.19263160853,61926.38526321706,61949.03041162836,67944.81131816335,14020,0.3948323443816776,0.1476656752304452,0.007507821889408738,FALSE
HYPEP2,4.889120928398186e-4,4.1762028913749916e-4,2.201449124847533,6.85790045207677,0.0044172562877847574,2,-30960.338302550284,61926.67660510057,61949.32175351187,67946.2230550734,14020,0.40230116586895254,0.15362280930806427,0.008834512575569515,FALSE
TEGLU1,4.69661782031332e-4,3.983686052682067e-4,2.2014703244001677,6.58775219951688,0.005139279422302243,2,-30960.473331196834,61926.94666239367,61949.59181080497,67947.5316807884,14020,0.2899726858776621,0.11297659044759302,0.010278558844604485,FALSE
DECHO1,4.587438591958295e-4,3.874499036936596e-4,2.201482347755824,6.434540711963888,0.005601480616727453,2,-30960.549912303002,61927.099824606004,61949.7449730173,67948.27387527653,14020,0.2780737285069249,0.10962287392688456,0.011202961233454906,FALSE
HBSER4,4.3532240765438126e-4,3.6402678157787527e-4,2.201508140393077,6.105878180904981,0.00674254836393171,2,-30960.714193538926,61927.42838707785,61950.07353548915,67949.86605288213,14020,0.2685828102534647,0.10869364326312732,0.01348509672786342,FALSE
TEINH6,4.140211448688603e-4,3.427239994441278e-4,2.2015315979314627,5.806980663844097,0.00798773812025155,2,-30960.86360014108,61927.72720028216,61950.37234869346,67951.31410120304,14020,0.3423468339800818,0.14206631836684938,0.0159754762405031,FALSE
SEPNBL,4.089364032907721e-4,3.376388951882303e-4,2.2015371973522493,5.735633883627588,0.008318555048733496,2,-30960.899263939184,61927.79852787837,61950.443676289666,67951.65975918485,14020,0.3996506931544243,0.166874454753396,0.016637110097466993,FALSE
MEINH5,3.912951868505916e-4,3.1999642045865695e-4,2.2015566241079787,5.488105989103756,0.009580091124045877,2,-30961.022996014806,61928.04599202961,61950.69114044091,67952.85899953516,14020,0.29693865146670667,0.12675219440580274,0.019160182248091753,FALSE
MEINH8,3.8373027573147567e-4,3.1243096975963613e-4,2.2015649546420146,5.3819636881653254,0.010180125652076965,2,-30961.07605416737,61928.15210833474,61950.79725674604,67953.37325810069,14020,0.3472091132150151,0.1496651667773288,0.02036025130415393,FALSE
TEINH2,3.8283861339269074e-4,3.1153924382154585e-4,2.20156593654486,5.369452993704312,0.010253367146356494,2,-30961.08230800903,61928.16461601806,61950.80976442936,67953.43387282413,14020,0.2424834971556067,0.10464468247323146,0.020506734292712988,FALSE
OBDOP1,3.750634513733271e-4,3.0376352722572e-4,2.201574498572018,5.260362557990522,0.01091559853012174,2,-30961.136840335035,61928.27368067007,61950.91882908137,67953.9624241321,14020,0.3034958604952739,0.1323259233092792,0.02183119706024348,FALSE
OBNBL5,3.722855569489003e-4,3.009854346633922e-4,2.201577557587981,5.221387355523278,0.01116280453080035,2,-30961.156323433177,61928.312646866354,61950.95779527765,67954.15126389233,14020,0.3067155340840106,0.13422790612273972,0.0223256090616007,FALSE
DGGRC2,3.534128899606964e-4,2.82111421550546e-4,2.2015983400469823,4.956600443736164,0.013003542392697704,2,-30961.28868772972,61928.57737545944,61951.22252387074,67955.43421758473,14020,0.2228400938933487,0.10009246320527083,0.026007084785395408,FALSE
HBGLU10,3.366245723937232e-4,2.65321906528615e-4,2.2016168270689866,4.721065731693172,0.014905981313751954,2,-30961.406431247906,61928.81286249581,61951.45801090711,67956.57547833104,14020,0.29530834497752384,0.13591134053351248,0.029811962627503907,FALSE
TEGLU6,3.0661199131586727e-4,2.3530718475317514e-4,2.201649876047878,4.300018555500456,0.019065086085225825,2,-30961.61691714997,61929.23383429994,61951.87898271124,67958.61571735695,14020,0.21860684017243318,0.10542135209192481,0.03813017217045165,FALSE
DEINH4,2.912722241284888e-4,2.199663234311311e-4,2.201666767560504,4.0848263787459285,0.021644431844821857,2,-30961.7244964177,61929.4489928354,61952.0941412467,67959.65850643207,14020,0.28107734314395455,0.13907178815175844,0.043288863689643714,FALSE
SCGLU8,2.889170263596752e-4,2.1761095767391936e-4,2.2016693609947016,4.0517873399123365,0.022071841841761926,2,-30961.74101350077,61929.48202700154,61952.12717541284,67959.8186115023,14020,0.33548043632957253,0.16666479698425052,0.04414368368352385,FALSE
CBINH2,2.834260565193977e-4,2.1211959618105958e-4,2.201675407383336,3.974759862915514,0.0231031895033273,2,-30961.77952171028,61929.55904342056,61952.20419183186,67960.19188466162,14020,0.3097905422272641,0.15538629334936027,0.0462063790066546,FALSE
MBDOP2,2.818220535282327e-4,2.1051547878159216e-4,2.2016771736301974,3.952259024220103,0.023413953057779352,2,-30961.79077055444,61929.58154110888,61952.226689520176,67960.30092391725,14020,0.2646878549337336,0.13314084670319462,0.046827906115558704,FALSE
MEINH14,2.7846910743988625e-4,2.0716229353878735e-4,2.2016808657200486,3.9052243706520526,0.024077885407125296,2,-30961.81428464684,61929.62856929368,61952.27371770498,67960.5288553785,14020,0.3540696382251824,0.17917016423958376,0.04815577081425059,FALSE
HBCHO1,2.534101469867642e-4,1.8210154571329795e-4,2.2017084591479734,3.5537108071324184,0.029716552335768563,2,-30961.990019753513,61929.98003950703,61952.625187918326,67962.23234995408,14020,0.26443654850940435,0.14027505204269525,0.059433104671537125,FALSE
MEINH11,2.463758030650208e-4,1.75066700055182e-4,2.201716204884459,3.45503999722553,0.031540074313526074,2,-30962.03934986599,61930.07869973198,61952.72384814328,67962.71054084855,14020,0.28882689882970264,0.15538571750874916,0.06308014862705215,FALSE
TEGLU16,2.2046602430259122e-4,1.4915507323443045e-4,2.2017447347186034,3.0916152568466786,0.03935923494413771,2,-30962.22104573653,61930.44209147306,61953.08723988436,67964.47187359253,14020,0.20143891851527698,0.1145646572695621,0.07871846988827542,FALSE
PSNF2,2.141124496810468e-4,1.4280104543351602e-4,2.2017517307246073,3.0024994170336226,0.04157907986122978,2,-30962.26560032943,61930.53120065886,61953.176349070156,67964.90378615823,14020,0.19791399372440444,0.11421812767022303,0.08315815972245956,FALSE
HBGLU8,2.084617112779508e-4,1.3714990398205895e-4,2.201757952809573,2.9232425762667993,0.043667187313678635,2,-30962.305226028766,61930.61045205753,61953.25560046883,67965.28792029803,14020,0.22064023367500016,0.12904829799843304,0.08733437462735727,FALSE
HBGLU4,2.0362995262046543e-4,1.3231780069122845e-4,2.201763273093747,2.8554733956511904,0.045542830765857766,2,-30962.339108470056,61930.67821694011,61953.32336535141,67965.61638063774,14020,0.2376353400089075,0.1406280543773277,0.09108566153171553,FALSE
CBINH1,1.9141166804032965e-4,1.2009864462148023e-4,2.201776726677329,2.6841053550086205,0.05068828719190974,2,-30962.424787786687,61930.849575573375,61953.49472398467,67966.44697301384,14020,0.1967059595561952,0.12006536309718738,0.10137657438381947,FALSE
PSPEP3,1.7294087659464456e-4,1.0162653571565983e-4,2.2017970647557243,2.425050480212751,0.05971598332131201,2,-30962.55431010142,61931.10862020284,61953.75376861414,67967.70260742426,14020,0.1633245852651986,0.10487963623150835,0.11943196664262402,FALSE
MSN3,1.720991827924782e-4,1.0078478187824924e-4,2.2017979915352788,2.413245860390995,0.06016762194017329,2,-30962.5602122349,61931.1204244698,61953.7655728811,67967.7598253136,14020,0.154655268764526,0.09955519677609873,0.12033524388034658,FALSE
DEINH6,1.6550929366455845e-4,9.419442271541012e-5,2.201805247574406,2.3208244151867867,0.06383745481984694,2,-30962.60642174793,61931.21284349586,61953.857991907156,67968.2078024116,14020,0.26148241652309145,0.1716411231002634,0.12767490963969388,FALSE
SCGLU6,1.6308167956579828e-4,9.176663546306418e-5,2.2018079205819223,2.2867780791224295,0.06525153585213887,2,-30962.623444547156,61931.24688909431,61953.89203750561,67968.3728303048,14020,0.20432433040180523,0.13511640268172379,0.13050307170427775,FALSE
OBINH2,1.611103751717487e-4,8.979519046237172e-5,2.201810091151647,2.2591314294200733,0.066425532610446,2,-30962.637267602924,61931.27453520585,61953.91968361715,67968.5068385111,14020,0.15825142604901765,0.10528751691302633,0.132851065220892,FALSE
PSPEP8,1.5997936904776493e-4,8.866410366747957e-5,2.201811336482279,2.2432696309098215,0.0671097323123382,2,-30962.6451983601,61931.2903967202,61953.9355451315,67968.58372369556,14020,0.19041857247697477,0.12713600678396675,0.1342194646246764,FALSE
HBGLU1,1.5130962724054214e-4,7.999374347633648e-5,2.2018208825566616,2.121682004825674,0.07262468469912121,2,-30962.70599138201,61931.41198276402,61954.057131175316,67969.17308805359,14020,0.17457104631751244,0.11984835253125396,0.14524936939824243,FALSE
PSNF3,1.2892471558709478e-4,5.7607235181666994e-5,2.2018455299310813,1.8077575771625545,0.08939960805900755,2,-30962.86295399077,61931.72590798154,61954.37105639284,67970.69480223833,14020,0.15651803147788426,0.11641107021071548,0.1787992161180151,FALSE
NFOL1,1.275946822846901e-4,5.627710701239241e-5,2.2018469943833394,1.7891057260080383,0.09052842833919689,2,-30962.87228005042,61931.74456010084,61954.389708512135,67970.78521718273,14020,0.1183586745909799,0.08848753362087405,0.18105685667839377,FALSE
OBINH3,1.1830025569963791e-4,4.6982017486651984e-5,2.2018572281179507,1.6587658173292597,0.09889565001916245,2,-30962.937451287846,61931.87490257569,61954.52005098699,67971.41704727402,14020,0.15467350164040042,0.12009457208076134,0.1977913000383249,FALSE
HBADR,1.142474857696134e-4,4.292895848612144e-5,2.2018616904517065,1.6019327672810137,0.1028252783366139,2,-30962.965868562005,61931.93173712401,61954.57688553531,67971.69255238144,14020,0.1608443695853795,0.12708190616995493,0.2056505566732278,FALSE
MSN4,1.1194212232322526e-4,4.062343060584617e-5,2.2018642287859698,1.5696042598036681,0.10514269472146738,2,-30962.982033293283,61931.964066586566,61954.609214997865,67971.84926974142,14020,0.12101014315306056,0.09658878217388304,0.21028538944293476,FALSE
DEINH8,1.020439432087238e-4,3.072454548702641e-5,2.2018751272022543,1.430802088473367,0.11582690527537699,2,-30963.051436852744,61932.10287370549,61954.748022116786,67972.52214260305,14020,0.19715769800339172,0.16482533079793688,0.23165381055075399,FALSE
MEINH1,9.670742098118908e-5,2.538764262316473e-5,2.2018810029717812,1.3559691744380609,0.12212854814802543,2,-30963.088854928526,61932.17770985705,61954.82285826835,67972.8849164972,14020,0.17886520597737882,0.1536034458927483,0.24425709629605086,FALSE
HYPEP5,9.550832480594003e-5,2.4188460920449018e-5,2.201882323232609,1.339154614193137,0.12360141203284934,2,-30963.097262599855,61932.19452519971,61954.83967361101,67972.96643040652,14020,0.1568029719833981,0.1354998856952749,0.24720282406569868,FALSE
OBINH4,9.166766978323479e-5,2.0347531956455e-5,2.2018865519676303,1.2852985506840686,0.1284677821079764,2,-30963.12419195249,61932.24838390498,61954.89353231628,67973.2275160573,14020,0.14896779150297984,0.13139848875842153,0.2569355642159528,FALSE
DECHO2,8.937964502124571e-5,1.80593439972343e-5,2.2018890711825967,1.2532146350770834,0.131479282299182,2,-30963.140234746348,61932.280469492696,61954.925617903995,67973.38305474288,14020,0.14229576663684046,0.12710986306251867,0.262958564598364,FALSE
MSN5,8.546804281695544e-5,1.4147462791380683e-5,2.201893378020401,1.1983643821520393,0.13683381840979922,2,-30963.167661387146,61932.33532277429,61954.98047118559,67973.64896334469,14020,0.12539515735000145,0.11454768552282762,0.27366763681959844,FALSE
HYPEP7,8.328188452322146e-5,1.196114856627517e-5,2.201895785068546,1.1677092700441496,0.13994550599883598,2,-30963.182989836274,61932.36597967255,61955.01112808385,67973.79757720286,14020,0.18671322865970374,0.1727856714029965,0.27989101199767197,FALSE
PSNF1,8.234025456753831e-5,1.1019451447324968e-5,2.2018968218401618,1.1545054313080008,0.1413132393970194,2,-30963.18959215064,61932.37918430128,61955.02433271258,67973.86158869787,14020,0.12142832908279476,0.11301134111251122,0.2826264787940388,FALSE
SCGLU9,7.978889717613654e-5,8.46791207609332e-6,2.2018996309825414,1.1187296006105054,0.14510519592754562,2,-30963.207481167476,61932.41496233495,61955.06011074625,67974.03502859313,14020,0.1487784106371039,0.14066218207739103,0.29021039185509123,FALSE
DGNBL2,7.73313529975725e-5,6.0101926090405655e-6,2.201902336829585,1.0842694170470006,0.14888118672353676,2,-30963.224712363393,61932.44942472679,61955.094573138085,67974.20209111694,14020,0.11191170523369363,0.10747486522136945,0.2977623734470735,FALSE
SCINH11,7.395023306773053e-5,2.6288315151390407e-6,2.2019060595622597,1.0368589435701174,0.1542853481595942,2,-30963.24841918843,61932.49683837686,61955.141986788156,67974.4319378207,14020,0.14905913792602596,0.14638573786339296,0.3085706963191884,FALSE
DGNBL1,6.441381686079927e-5,-6.908264892580007e-6,2.201916559460013,0.9031398870756914,0.17097878330530758,2,-30963.31528362828,61932.63056725656,61955.275715667856,67975.08021823558,14020,0.12134737832818465,0.1276888237524562,0.34195756661061516,FALSE
OBINH1,5.8033451583729413e-5,-1.3289085259993172e-5,2.2019235844172913,0.8136762116429197,0.18352555050271335,2,-30963.36001910811,61932.72003821622,61955.36518662752,67975.51395201556,14020,0.12061291383219414,0.1337112657123981,0.3670511010054267,FALSE
MFOL2,5.733813816982895e-5,-1.3984448268278271e-5,2.2019243499750885,0.8039267928065262,0.18496865263809226,2,-30963.364894231665,61932.72978846333,61955.37493687463,67975.5612190453,14020,0.07917803987369246,0.08830727730390564,0.3699373052761845,FALSE
PSNP1,5.550509836874379e-5,-1.581761881408461e-5,2.201926368197371,0.7782246745669027,0.18884988608866593,2,-30963.37774639885,61932.7554927977,61955.400641209,67975.68582809936,14020,0.08215345016597132,0.09312650594791083,0.37769977217733186,FALSE
PSPEP7,4.893147333376196e-5,-2.2391712723779378e-5,2.2019336059063557,0.6860528257148897,0.20376215706344758,2,-30963.423836490725,61932.84767298145,61955.49282139275,67976.13269957314,14020,0.10254263294333756,0.12380143700569321,0.40752431412689516,FALSE
PSPEP1,3.7965205208617975e-5,-3.335876303633967e-5,2.201945679961214,0.5322923856144748,0.23282843650684382,2,-30963.500724337206,61933.00144867441,61955.64659708571,67976.87818054792,14020,0.08233664908855269,0.1128542870286919,0.46565687301368763,FALSE
CBNBL2,3.5755886969893466e-5,-3.5568238858418866e-5,2.2019481124515954,0.501315460296841,0.2394672302113504,2,-30963.516214438336,61933.03242887667,61955.67757728797,67977.02836880661,14020,0.10831333108648282,0.15297707871960822,0.4789344604227008,FALSE
DEINH7,3.510570255212338e-5,-3.621846965162767e-5,2.201948828313251,0.49219922878049177,0.2414797803764997,2,-30963.520773042812,61933.041546085624,61955.68669449692,67977.0725679916,14020,0.11282361330278415,0.16081610527316445,0.4829595607529994,FALSE
CBNBL1,3.245756901689549e-5,-3.886679206943633e-5,2.2019517439409437,0.45506988807917464,0.2499741248938882,2,-30963.539339734245,61933.07867946849,61955.72382787979,67977.25258667678,14020,0.09760083077216532,0.1446819870683047,0.4999482497877764,FALSE
NFOL2,2.144783580121969e-5,-4.987731057282119e-5,2.2019638657516514,0.3007051074068684,0.2917247252008064,2,-30963.61653105433,61933.23306210866,61955.87821051996,67978.00102238491,14020,0.05394590420739158,0.09837575412751103,0.5834494504016128,FALSE
HYPEP6,1.7248624562250196e-5,-5.407682132774205e-5,2.201968489101665,0.24182988759568683,0.311447642615878,2,-30963.64597229397,61933.29194458794,61955.93709299924,67978.2864824933,14020,0.06822948092344219,0.13874491661752228,0.622895285231756,FALSE
HYPEP4,1.0466969665077541e-5,-6.0858959937570845e-5,2.2019759557129888,0.14674845071596918,0.35083401630543465,2,-30963.69351913534,61933.38703827068,61956.03218668198,67978.74749572457,14020,0.05893340678305267,0.15384195307097914,0.7016680326108693,FALSE
ENT5,7.2888033092001925e-6,-6.403735298166069e-5,2.2019794548697837,0.10218976723610029,0.37461112463231805,2,-30963.71580145748,61933.43160291496,61956.07675132626,67978.96354575417,14020,0.03252216382425422,0.1017362506337773,0.7492222492646361,FALSE
PSNP6,4.1526528760108105e-6,-6.71737271060735e-5,2.201982907761654,0.058220435090928786,0.4046672891725198,2,-30963.73778913395,61933.4755782679,61956.1207266792,67979.17673956406,14020,0.022711969564273606,0.09412761922580322,0.8093345783450396,FALSE
OBDOP2,1.5686045168365517e-6,-6.97579597768172e-5,2.2019857527867908,0.021991869822594795,0.44105543123401764,2,-30963.755905948827,61933.51181189765,61956.15696030895,67979.35240177365,14020,0.019323424589425212,0.13030258111858525,0.8821108624680353,FALSE
HYPEP8,1.3989623599417573e-6,-6.992761403368242e-5,2.2019859395618817,0.019613479724903318,0.4443119858891462,2,-30963.75709531175,61933.5141906235,61956.1593390348,67979.3639339557,14020,0.021251744672698275,0.15174600422283588,0.8886239717782924,FALSE
PSNP5,6.488897087606836e-7,-7.067774018509887e-5,2.201986765387598,0.00909743962005973,0.4620069840123565,2,-30963.7623540765,61933.524708153,61956.1698565643,67979.41492348876,14020,0.009680710618105217,0.10149570093819026,0.924013968024713,FALSE
MFOL1,4.374086221604173e-7,-7.088923635589772e-5,2.2019869982270137,0.006132471565084989,0.46879125102776864,2,-30963.7638367712,61933.5276735424,61956.172821953696,67979.42929985862,14020,0.00656336049728203,0.08381244057488006,0.9375825020555373,FALSE
CR,1.525272168877083e-7,-7.117413808077622e-5,2.2019873118797038,0.0021384319069347375,0.4815585417087123,2,-30963.76583407532,61933.53166815064,61956.176816561936,67979.44866594244,14020,0.006501021293623746,0.14058334599333613,0.9631170834174246,FALSE
PSPEP4,2.0244317476131815e-8,-7.130643041541873e-5,2.201987457522354,2.838253367612182e-4,0.4932794106794194,2,-30963.76676151081,61933.53352302162,61956.17867143292,67979.45765846239,14020,0.0017706075181885348,0.1050985496962323,0.9865588213588388,FALSE
PSPEP2,1.3266270504330638e-10,-7.132654350483492e-5,2.2019874796651604,1.8599311249538989e-6,0.5005440647866221,2,-30963.766902513624,61933.53380502725,61956.178953438546,67979.4590256418,14020,-1.3952541616099316e-4,0.10230689296953564,0.9989118704267559,FALSE
ENT1,4.501977083311179e-8,-7.128165319492119e-5,2.201987430244735,6.311772154956809e-4,0.510021489844976,2,-30963.7665878101,61933.5331756202,61956.1783240315,67979.45597424047,14020,-0.003534510818935991,0.14068689954889696,0.9799570203100482,FALSE
OBNBL4,6.746920007394152e-7,-7.065193605271247e-5,2.2019867369794266,0.009459188232405236,0.5387386926085314,2,-30963.762173176507,61933.52434635301,61956.16949476431,67979.4131694629,14020,-0.01529328276091122,0.15724389193787866,0.9225226147829372,FALSE
HBINH1,1.2247359083606282e-6,-7.010185291234095e-5,2.20198613138424,0.017170818464933957,0.5521262267260456,2,-30963.758316815012,61933.516633630024,61956.16178204132,67979.37577777563,14020,-0.020670081909031305,0.15774176620337202,0.8957475465479088,FALSE
PSPEP6,1.3392900349181218e-6,-6.99872906149146e-5,2.201986005260783,0.01877687143722887,0.5544949711339586,2,-30963.757513675002,61933.515027350004,61956.1601757613,67979.36799044808,14020,-0.017308588411079552,0.12631357716089514,0.8910100577320827,FALSE
COP2,2.031613483990114e-6,-6.929491778473462e-5,2.2019852430163573,0.0284832789125549,0.5670099649153463,2,-30963.75265978711,61933.50531957422,61956.15046798552,67979.32092667453,14020,-0.017142870182215796,0.10157540090068656,0.8659800701693074,FALSE
MOL1,3.494278162167143e-6,-6.783214877947863e-5,2.2019836326294784,0.04898995101809936,0.5875832645590751,2,-30963.742405016725,61933.48481003345,61956.12995844475,67979.22149552095,14020,-0.021474477917305942,0.09702175172707975,0.8248334708818499,FALSE
ENT6,4.670662042689099e-6,-6.665568099140096e-5,2.2019823374355463,0.06548298768740621,0.6009827208546074,2,-30963.73415735567,61933.46831471134,61956.11346312264,67979.14152558114,14020,-0.02741194090943229,0.10712122832126171,0.7980345582907853,FALSE
PSNP2,1.500924071953289e-5,-5.6316364898112425e-5,2.201970954669141,0.21043271332310065,0.6767822150094261,2,-30963.661672867318,61933.323345734636,61955.968494145935,67978.43871459551,14020,-0.04867384029605444,0.10610576607804945,0.6464355699811477,FALSE
PSPEP5,1.903322626220474e-5,-5.2292092338035445e-5,2.201966524248543,0.26685091122988214,0.6972698894437711,2,-30963.63346022446,61933.26692044892,61955.91206886022,67978.16516623515,14020,-0.06647386954885927,0.12868164835980495,0.6054602211124578,FALSE
PSNP3,2.3516913549021187e-5,-4.780808524462721e-5,2.201961587684395,0.329714881833649,0.7170818818445257,2,-30963.602024424104,61933.20404884821,61955.84919725951,67977.86036759891,14020,-0.05310409941224669,0.09248233221713036,0.5658362363109485,FALSE
MSN6,2.357563754262393e-5,-4.774935706253203e-5,2.201961523028885,0.33053823099711543,0.717324222294397,2,-30963.601612700488,61933.203225400975,61955.848373812274,67977.8563755736,14020,-0.07776725720749258,0.1352651544519393,0.5653515554112061,FALSE
ENT4,4.333785988616392e-5,-2.79857251452853e-5,2.201939764581811,0.6076231286900329,0.782151345949962,2,-30963.463055123942,61932.926110247885,61955.57125865918,67976.51295038935,14020,-0.074709570340619,0.09584271118341947,0.4356973081000759,FALSE
CBPC,5.04946335733032e-5,-2.082844098927339e-5,2.2019318848339373,0.7079705114092651,0.7999336358930067,2,-30963.412876629434,61932.82575325887,61955.47090167017,67976.02643678567,14020,-0.11255670262019024,0.13377155562095602,0.4001327282139867,FALSE
OBNBL3,5.168872203024033e-5,-1.9634267361956503e-5,2.2019305701164353,0.7247133423704748,0.80269163716876335,2,-30963.404504447517,61932.809008895034,61955.45415730633,67975.94526329833,14020,-0.09614330372254537,0.11293691309470294,0.3946167256624733,FALSE
SZNBL,5.913368149436627e-5,-1.2188776873589546e-5,2.2019223730355635,0.8291032424780816,0.818726190915133,2,-30963.35230494427,61932.70460988854,61955.34975829984,67975.43915898142,14020,-0.08573894081332298,0.0941615951953101,0.362547618169734,FALSE
ENT2,6.341414361425483e-5,-7.908009442614272e-6,2.2019176601291743,0.8891226764249462,0.8271342935794325,2,-30963.322292785386,61932.64458557077,61955.28973398207,67975.1481754821,14020,-0.09589682817931051,0.10170057294550103,0.34573141284113507,FALSE
MOL2,7.676148096668578e-5,5.4402799311015215e-6,2.2019029642792955,1.0762785798906598,0.8502252753339911,2,-30963.228708044062,61932.457416088124,61955.10256449942,67974.24083070933,14020,-0.09540696418441838,0.09196397367694988,0.29954944933201794,FALSE
SYNOR1,1.0182522857123622e-4,3.0505815249437518e-5,2.201875368017975,1.4277350840200014,0.8839226788101859,2,-30963.05297041739,61932.10594083478,61954.75108924608,67972.53701070578,14020,-0.13251245484354118,0.11090034155189411,0.2321546423796282,FALSE
ACNT2,1.1157513522198102e-4,4.025641732863239e-5,2.2018646328590505,1.564457950419541,0.8944827222534399,2,-30962.984606527432,61931.969213054865,61954.61436146616,67971.87421732603,14020,-0.11907824266285261,0.09520296394628062,0.2110345554931201,FALSE
SYCHO2,1.1217892644221798e-4,4.086025161520457e-5,2.2018639680515077,1.5729249977575184,0.8950981745742981,2,-30962.98037287354,61931.96074574708,61954.605894158376,67971.83317192551,14020,-0.14318811849569837,0.11417025608781314,0.20980365085140384,FALSE
ENT7,1.1219615754219055e-4,4.087748394432378e-5,2.2018639490791103,1.5731666319927946,0.8951156759564272,2,-30962.980252052734,61931.96050410547,61954.605652516766,67971.83200056465,14020,-0.15545317749429138,0.1239402136534543,0.20976864808714565,FALSE
ENT3,1.1749586815057504e-4,4.61775725634217e-5,2.2018581137958178,1.6474856442270962,0.9003386459751613,2,-30962.94309151392,61931.88618302784,61954.53133143914,67971.47172910445,14020,-0.12606080371176412,0.09821306220420398,0.19932270804967733,FALSE
ACNT1,1.2101061903175409e-4,4.969257414011441e-5,2.2018542438463413,1.6967742065222808,0.9036341113256312,2,-30962.918446656513,61931.836893313026,61954.482041724325,67971.2327982409,14020,-0.12947801786052388,0.099399457810799,0.19273177734873767,FALSE
PSNP4,1.2658472398963775e-4,5.5267076680354243e-5,2.2018481064117656,1.7749425109425665,0.908603380137663,2,-30962.879361768042,61931.758723536084,61954.40387194738,67970.85387360127,14020,-0.15120259291482396,0.11349248183691626,0.18279323972467404,FALSE
DETPH,1.429748391085419e-4,7.165836085165633e-5,2.2018300597814218,2.0047938793841085,0.9215875895556623,2,-30962.764435181154,61931.52887036231,61954.17401877361,67969.73968244197,14020,-0.21570056722679065,0.15234086713122724,0.15682482088867536,FALSE
