annotation,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,estimate,std.error,p.value.orig,fdr_significant
Lung.stromal cell,3.167043548557884e-4,2.412907085337368e-4,2.2115711790869086,4.199562947842404,0.9797729806372683,2,-29334.20407237282,58674.40814474564,58696.885214014044,64835.720094705146,13256,-0.2056204154685786,0.10033770993649749,0.04045403872546351,FALSE
Fat.mesenchymal stem cell of adipose,3.2690942076653447e-4,2.5149654428946455e-4,2.211559890868257,4.3349284106169605,0.981321440270531,2,-29334.13640121385,58674.2728024277,58696.749871696105,64835.05823229351,13256,-0.20107134619817102,0.096573777834113,0.03735711945893786,FALSE
Thymus.DN1 thymic pro-T cell,3.271432526467422e-4,2.5173039380943507e-4,2.2115596322170825,4.338030114366908,0.9813554287773995,2,-29334.134850635244,58674.26970127049,58696.74677053889,64835.0430668322,13256,-0.3372212244533924,0.16190811616869566,0.03728914244520104,FALSE
Marrow.immature natural killer cell,3.3001666974001907e-4,2.546040276661943e-4,2.211556453808379,4.376145174930623,0.9817678447759438,2,-29334.115796492526,58674.23159298505,58696.708662253455,64834.85670774509,13256,-0.3981601343205619,0.19033204497168218,0.0364643104481124,FALSE
Pancreas.endothelial cell,3.40157280561725e-4,2.6474540347065645e-4,2.2115452368114923,4.510659244708447,0.9831486398983709,2,-29334.048551850577,58674.097103701155,58696.57417296956,64834.199025649476,13256,-0.29668005949408616,0.13969097465533006,0.033702720203258194,FALSE
Kidney.epithelial cell of proximal tubule,3.8103803774968233e-4,3.0562924460231233e-4,2.211500016145267,5.052965600507023,0.9876999021335774,2,-29333.777455554453,58673.554911108906,58696.03198037731,64831.5476526178,13256,-0.26588537405892637,0.11828271302624371,0.02460019573284525,FALSE
Liver.natural killer cell,3.857294278374781e-4,3.103209885969571e-4,2.2114948266571606,5.115202379500727,0.988133385707154,2,-29333.746344402054,58673.49268880411,58695.96975807251,64831.24338660084,13256,-0.35722983829924393,0.15794879482795188,0.023733228585691903,FALSE
Trachea.mesenchymal cell,3.886269014833694e-4,3.132186808211257e-4,2.2114916215445435,5.153641049616014,0.9883931687352763,2,-29333.727129609702,58673.454259219405,58695.93132848781,64831.055467295686,13256,-0.20977894030960934,0.09240698570767648,0.02321366252944746,FALSE
Fat.endothelial cell,3.904580399442432e-4,3.150499574184895e-4,2.2114895959827465,5.17793354328316,0.9885542990170962,2,-29333.7149862625,58673.429972525,58695.907041793405,64830.93670650293,13256,-0.26420920342866994,0.11611002154070728,0.022891401965807492,FALSE
Marrow.immature T cell,4.0121167504632944e-4,3.258044037484087e-4,2.211477700530018,5.320596649908299,0.9894549315827775,2,-29333.643672186816,58673.28734437363,58695.764413642035,64830.23926594498,13256,-0.35686506341725927,0.154711951729369,0.021090136834444932,FALSE
Kidney.kidney collecting duct epithelial cell,4.2946547105247136e-4,3.540603311513735e-4,2.211446446449841,5.6954402792139245,0.991488506576784,2,-29333.45629995015,58672.9125999003,58695.389669168704,64828.4068303952,13256,-0.31349041370819214,0.1313592359823972,0.0170229868464319,FALSE
Lung.leukocyte,4.729664630606193e-4,3.975646047672532e-4,2.2113983252029943,6.27261016857716,0.9938631262592214,2,-29333.167801699066,58672.33560339813,58694.812672666536,64825.58551873182,13256,-0.38731715574816905,0.154647386552435,0.012273747481557334,FALSE
Thymus.leukocyte,4.7906413321083946e-4,4.036627349106592e-4,2.2113915798135895,6.353517892384843,0.994136742246001,2,-29333.127360993243,58672.25472198649,58694.73179125489,64825.190046649004,13256,-0.44689858363619583,0.17729718882329823,0.01172651550799807,FALSE
Brain_Myeloid.macrophage,4.964015406421153e-4,4.210014502332715e-4,2.211372400644003,6.583566915511662,0.9948483324571598,2,-29333.01237523706,58672.02475047412,58694.50181974252,64824.065607238765,13256,-0.3907332633876555,0.15228241569850673,0.010303335085680421,FALSE
Fat.T cell,5.343261490503202e-4,4.5892891958065896e-4,2.2113304467040575,7.086814101899147,0.9961126568390613,2,-29332.760843377462,58671.521686754924,58693.99875602333,64821.60595896199,13256,-0.3560980607656955,0.1337654910760773,0.007774686321877446,FALSE
Heart.fibroblast,5.421512183998643e-4,4.6675457923406327e-4,2.2113217901546522,7.190654973463557,0.9963312510701096,2,-29332.708943057987,58671.417886115974,58693.89495538438,64821.09845422696,13256,-0.2629727411288212,0.0980678170040556,0.007337497859780806,FALSE
