annotation,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,estimate,std.error,p.value.orig,fdr_significant
SCINH9,5.278305071003478e-4,4.565414793190614e-4,2.201406265021325,7.404091815084249,0.0032577992750228726,2,-30960.065306764656,61926.13061352931,61948.77576194061,67943.57740232546,14020,0.3977685454720957,0.1461822154247356,0.006515598550045745,FALSE
HBINH5,5.06931526707723e-4,4.3564100827164776e-4,2.201429280622596,7.110784685378926,0.0038354750116629203,2,-30960.211905363525,61926.42381072705,61949.06895913835,67944.99810370694,14020,0.2478604646719479,0.0929498076427225,0.0076709500233258406,FALSE
MEGLU6,4.947090123539034e-4,4.2341762212649847e-4,2.201442740905399,6.939253264330595,0.0042208477777133605,2,-30960.29764034947,61926.59528069894,61949.240429110236,67945.82898362074,14020,0.30042087341952156,0.1140443397475482,0.008441695555426721,FALSE
MEINH4,4.914898302473966e-4,4.2019821040639727e-4,2.201446286078915,6.894075788207359,0.004328788930506269,2,-30960.320221169815,61926.64044233963,61949.28559075093,67946.04782187888,14020,0.34964729489533714,0.13316562933949094,0.008657577861012539,FALSE
SCGLU4,4.907338981232689e-4,4.19442224364186e-4,2.2014471185598974,6.883467202381059,0.004354542806940356,2,-30960.325523614025,61926.65104722805,61949.29619563935,67946.09920973575,14020,0.3293182403792841,0.1255197780027825,0.008709085613880712,FALSE
MEGLU11,4.898668249766191e-4,4.1857508937215293e-4,2.2014480734361204,6.871298907551507,0.00438427632300684,2,-30960.331605645883,61926.663211291765,61949.30835970306,67946.15815289921,14020,0.2930414070941923,0.11179170256938828,0.00876855264601368,FALSE
TEINH16,4.6853472963110954e-4,3.9724147247921504e-4,2.201471565568954,6.571936089727108,0.005185125694932752,2,-30960.48123666966,61926.96247333932,61949.60762175062,67947.60829720086,14020,0.2630823541383578,0.10262308208459152,0.010370251389865503,FALSE
HBINH9,4.657144303672192e-4,3.94420972052667e-4,2.201474671426284,6.532358527378945,0.005301696412790718,2,-30960.50101902863,61927.00203805726,61949.64718646856,67947.80001961914,14020,0.3182948029956272,0.12453589356183616,0.010603392825581436,FALSE
HBINH6,4.6372352074091933e-4,3.924299204213222e-4,2.2014768639148237,6.504420013336652,0.005385601464142048,2,-30960.514983785702,61927.029967571405,61949.6751159827,67947.93536057851,14020,0.2996546147205152,0.11749426844771073,0.010771202928284096,FALSE
OBINH5,4.562816721474873e-4,3.84987541025672e-4,2.201485059228688,6.399989241300519,0.005711482321255433,2,-30960.567182597773,61927.13436519555,61949.779513606845,67948.44125342011,14020,0.36069235383498005,0.14257629142949732,0.011422964642510866,FALSE
TEINH4,4.4891469907200663e-4,3.7762004248853565e-4,2.2014931720560598,6.296610722097017,0.006054044118999687,2,-30960.618855833225,61927.23771166645,61949.88286007775,67948.94205626451,14020,0.30545451011882696,0.1217287380374406,0.012108088237999373,FALSE
TEGLU23,4.4814618840481997e-4,3.768514770059461e-4,2.2014940183713136,6.285826530636254,0.006090974304824161,2,-30960.624246279283,61927.24849255857,61949.893640969865,67948.99429920393,14020,0.2323023497084537,0.09265575661993829,0.012181948609648321,FALSE
SCINH5,4.3295067354269897e-4,3.61654878298201e-4,2.201510752224494,6.07259757828031,0.006870698969017271,2,-30960.730828988835,61927.46165797767,61950.10680638897,67950.027282084,14020,0.3555091624084261,0.14426585271999343,0.013741397938034541,FALSE
MBCHO1,4.265358280788784e-4,3.5523957528482697e-4,2.2015178164472564,5.9825840961273675,0.007230012065318116,2,-30960.77582280617,61927.55164561234,61950.196794023635,67950.46335980843,14020,0.30041943277978794,0.12282410713445775,0.014460024130636231,FALSE
SCGLU1,4.1609551863657716e-4,3.4479852116986454e-4,2.201529313584812,5.836087541157058,0.007856700237092711,2,-30960.84905066772,61927.69810133544,61950.34324974674,67951.17308639648,14020,0.3936452409180932,0.16294615104800464,0.015713400474185422,FALSE
HBINH3,4.1272791249717043e-4,3.414306748303897e-4,2.201533022066589,5.7888345468086255,0.008070569206635642,2,-30960.872670742796,61927.74534148559,61950.39048989689,67951.40201444007,14020,0.30865233140305837,0.1282844431189081,0.016141138413271285,FALSE
HBGLU2,4.034867510887784e-4,3.321888542807683e-4,2.2015431986042207,5.659167649433409,0.0086888348626626,2,-30960.937486977415,61927.87497395483,61950.52012236613,67952.03022359347,14020,0.2413923756402144,0.1014722449926721,0.0173776697253252,FALSE
TEGLU21,3.908245957915176e-4,3.1952579583394147e-4,2.2015571423271263,5.4815031392458025,0.00961632887650937,2,-30961.02629661946,61928.05259323892,61950.69774165022,67952.89099006078,14020,0.2725789223457087,0.11642397862819373,0.01923265775301874,FALSE
MSN1,3.8470201578544484e-4,3.1340277912461634e-4,2.2015638845567067,5.395597958723026,0.010100922456610033,2,-30961.06923867924,61928.13847735848,61950.78362576978,67953.30719973751,14020,0.2063021869361629,0.0888145338983924,0.020201844913220066,FALSE
MEGLU7,3.8054999523210885e-4,3.0925046242147314e-4,2.2015684567801532,5.337342058649137,0.010443860972654066,2,-30961.098359637766,61928.19671927553,61950.84186768683,67953.58945184862,14020,0.2737689667648897,0.11850091358230183,0.020887721945308132,FALSE
TEGLU3,3.8036340510150794e-4,3.0906385898199495e-4,2.2015686622538095,5.334724073336953,0.010459552429948093,2,-30961.099668319068,61928.199336638136,61950.844485049434,67953.60213614475,14020,0.2173784187019027,0.0941153462796722,0.020919104859896186,FALSE
TEINH10,3.800252986834361e-4,3.087257284478673e-4,2.2015690345776435,5.329980214864905,0.010488047964091493,2,-30961.10203968475,61928.2040793695,61950.849227780796,67953.62512043615,14020,0.24704961637885417,0.10700926606104753,0.020976095928182985,FALSE
SCGLU7,3.7874591174189855e-4,3.074462502520303e-4,2.201570443441934,5.3120295921124825,0.010596603618603605,2,-30961.111012870893,61928.22202574179,61950.867174153085,67953.71209246834,14020,0.3576409916334067,0.155173318345984,0.02119320723720721,FALSE
HBGLU5,3.7855134117052025e-4,3.072516658024771e-4,2.201570657703484,5.3092996457122545,0.010613214474334123,2,-30961.1123775219,61928.2247550438,61950.869903455095,67953.72531927052,14020,0.250124311844394,0.1085518647728975,0.021226428948668247,FALSE
TEINH19,3.773194629297272e-4,3.0601969969590304e-4,2.201572014250083,5.292015650777943,0.01071900964667445,2,-30961.121017485588,61928.242034971176,61950.887183382474,67953.80906168693,14020,0.22866800415832256,0.09940193559750528,0.0214380192933489,FALSE
TEGLU20,3.76100948079513e-4,3.0480109793307175e-4,2.2015733560800697,5.274919194184747,0.010824731511687571,2,-30961.129563712657,61928.259127425314,61950.90427583661,67953.89189566727,14020,0.27492484550854757,0.11970328920837076,0.021649463023375143,FALSE
HBINH4,3.627397237493474e-4,2.914389205912471e-4,2.2015880694223693,5.087456349476646,0.012057432806084118,2,-30961.22327387487,61928.44654774974,61951.09169616104,67954.80018446928,14020,0.28589850526602445,0.12675396014817095,0.024114865612168235,FALSE
HBINH7,3.4803287732005896e-4,2.7673102517156156e-4,2.2016042644462224,4.881119730171462,0.013584052497954406,2,-30961.326420232,61928.652840464,61951.297988875296,67955.79994793364,14020,0.28571208020972305,0.12932094599340724,0.027168104995908812,FALSE
DEINH5,3.400384845932152e-4,2.687360622311008e-4,2.2016130677370227,4.768961184331081,0.014496910707396067,2,-30961.38248820879,61928.76497641758,61951.41012482888,67956.34340242653,14020,0.2792306970764145,0.1278648774399213,0.028993821414792134,FALSE
MEINH12,3.388185293769875e-4,2.6751601999963626e-4,2.2016144111280904,4.751845795269544,0.014641732036494508,2,-30961.391044218966,61928.78208843793,61951.42723684923,67956.42633432217,14020,0.33718175270406886,0.154679548062697,0.029283464072989016,FALSE
TEGLU19,3.319064469309171e-4,2.6060344453771034e-4,2.2016220225639955,4.654873368452095,0.015491224951378278,2,-30961.43952108631,61928.87904217262,61951.52419058392,67956.89621394766,14020,0.2661145417030231,0.12334304665033237,0.030982449902756556,FALSE
HBINH2,3.3170121169312337e-4,2.6039819466106007e-4,2.2016222485642043,4.651994060004082,0.015517219909084421,2,-30961.440960468153,61928.88192093631,61951.527069347605,67956.9101657281,14020,0.2798074102580006,0.1297297664251047,0.031034439818168842,FALSE
TEINH20,3.279352638134482e-4,2.566319781689419e-4,2.201626395533174,4.5991606256176265,0.016002375138142143,2,-30961.467372239822,61928.934744479644,61951.57989289094,67957.16617282771,14020,0.25702759967807054,0.11985067151132568,0.032004750276284286,FALSE
TEGLU2,3.266304586249759e-4,2.5532707991304804e-4,2.2016278323506606,4.580855276782112,0.016174138481767294,2,-30961.47652322397,61928.95304644794,61951.59819485924,67957.25487277858,14020,0.2218145083760764,0.10363743679523822,0.03234827696353459,FALSE
TEINH18,3.261417730060099e-4,2.548383594377368e-4,2.2016283704782933,4.573999429828031,0.016238962905903816,2,-30961.47995051746,61928.95990103492,61951.60504944622,67957.28809336259,14020,0.21697438998808372,0.10145195560384784,0.03247792581180763,FALSE
TEINH1,3.257860194087172e-4,0.00025448258046567585,2.20162876222463,4.569008511205726,0.01628632435504686,2,-30961.482445519207,61928.96489103841,61951.61003944971,67957.31227729967,14020,0.24781277683510217,0.11593450461302095,0.03257264871009372,FALSE
HBNOR,3.200978403395986e-4,2.4879399567767635e-4,2.2016350258856576,4.489208707573301,0.017063499235797266,2,-30961.522338225688,61929.044676451376,61951.689824862675,67957.6989566357,14020,0.29528815216663995,0.1393673761828038,0.03412699847159453,FALSE
DEINH2,3.142363208497174e-4,2.4293205810510532e-4,2.201641480405584,4.406978050881813,0.017905012968650418,2,-30961.56344637699,61929.12689275398,61951.77204116528,67958.09741955974,14020,0.2620428781537219,0.12482509841104765,0.035810025937300836,FALSE
TEINH13,3.1252703599895897e-4,2.412226513367477e-4,2.2016433626124523,4.382998850344889,0.018158499111316045,2,-30961.575433929753,61929.150867859506,61951.796016270804,67958.21361581923,14020,0.2397016165514143,0.11449467391767891,0.03631699822263209,FALSE
MEGLU3,3.0923118067606236e-4,2.3792656093135633e-4,2.2016469918927077,4.3367622151785055,0.01865793588018973,2,-30961.59854835722,61929.19709671444,61951.842245125736,67958.43766628113,14020,0.29823817115581147,0.14321233387005913,0.03731587176037946,FALSE
DGGRC1,3.067943796699709e-4,2.354895861164108e-4,2.2016496752086403,4.302577209478956,0.019036434685652193,2,-30961.615638032912,61929.231276065824,61951.87642447712,67958.6033186953,14020,0.2157504928416089,0.10401296108337603,0.038072869371304385,FALSE
MEGLU9,3.0548165341291793e-4,2.341767662269456e-4,2.2016511207333136,4.284161513591769,0.01924366188298377,2,-30961.624844375106,61929.24968875021,61951.89483716151,67958.69255711611,14020,0.23841447519495929,0.11518600133829712,0.03848732376596754,FALSE
TEINH5,3.011602927080439e-4,2.2985509729378517e-4,2.2016558792461307,4.223539266088414,0.019942703124780647,2,-30961.65515062754,61929.31030125508,61951.95544966638,67958.98632087912,14020,0.2506494131410591,0.12196309143767513,0.039885406249561293,FALSE
OBNBL2,2.841940790268358e-4,2.1288767346894222e-4,2.2016745616753446,3.985533653022188,0.02295593271839816,2,-30961.77413557583,61929.54827115166,61952.19341956296,67960.13967490704,14020,0.25784414226132707,0.1291558343174984,0.04591186543679632,FALSE
HYPEP3,2.7713515286338826e-4,2.0582824381576437e-4,2.2016823345997296,3.886511932223146,0.02434752487429956,2,-30961.8236396012,61929.6472792024,61952.2924276137,67960.61953688899,14020,0.2752086961961786,0.13959894949357962,0.04869504974859912,FALSE
TEINH15,2.680836351428123e-4,1.9677608048052075e-4,2.2016923016227214,3.7595404359687685,0.02626352410708377,2,-30961.8871170965,61929.774234193,61952.4193826043,67961.23485416708,14020,0.18884476443918488,0.09739520336440553,0.05252704821416754,FALSE
TEGLU5,2.524503889989962e-4,1.8114171926919553e-4,2.2017095159691693,3.5402481907988466,0.029958599280609018,2,-30961.996750319126,61929.99350063825,61952.63864904955,67962.2975937829,14020,0.20549555607883427,0.10921582727678521,0.059917198561218035,FALSE
SCINH4,2.47675129740432e-4,1.7636611940730074e-4,2.2017147741571987,3.4732655604591667,0.031194480815354527,2,-30962.03023803582,61930.06047607164,61952.70562448294,67962.62221332404,14020,0.29682586019576473,0.15926954523894643,0.062388961630709054,FALSE
TEGLU9,2.4007940663604269e-4,1.687698545251859e-4,2.201723138020727,3.366721561552125,0.03327359648305129,2,-30962.083504641014,61930.16700928203,61952.812157693326,67963.13856647165,14020,0.2075413510517285,0.11311000963941202,0.06654719296610258,FALSE
TEINH3,2.354331248451612e-4,1.6412324133052714e-4,2.2017282541561256,3.3015497044929205,0.034617947865051256,2,-30962.116087469425,61930.23217493885,61952.87732335015,67963.45441819432,14020,0.25093588043295467,0.13810323251799309,0.06923589573010251,FALSE
TEINH17,2.2556023948411318e-4,1.542496517693559e-4,2.2017391253940675,3.1630680199473504,0.037671585170655435,2,-30962.18532222707,61930.37064445414,61953.01579286544,67964.12557160028,14020,0.19493337953008427,0.10960539878268565,0.07534317034131087,FALSE
MEGLU14,2.2272487811931372e-4,1.5141408816765622e-4,2.201742247459094,3.123298427494372,0.03860107951621258,2,-30962.20520540227,61930.41041080454,61953.05555921584,67964.31831793202,14020,0.25140180434899634,0.14225307042572477,0.07720215903242517,FALSE
MEGLU4,2.2220758520001562e-4,1.508967583515597e-4,2.2017428170587214,3.1160427528397077,0.03877330420347989,2,-30962.208832949927,61930.417665899855,61953.06281431115,67964.35348322484,14020,0.21456880475594864,0.12155277502971261,0.07754660840695977,FALSE
HBSER3,2.218849935137369e-4,1.505741436558239e-4,2.2017431722695875,3.1115180082156617,0.038881124525244344,2,-30962.211095142553,61930.422190285106,61953.067338696404,67964.37541283316,14020,0.22872099456390824,0.1296641362624259,0.07776224905048869,FALSE
MEINH7,2.1963890429464315e-4,1.4832789423069315e-4,2.2017456454727666,3.0800139290954958,0.039640843678377814,2,-30962.22684595124,61930.45369190248,61953.09884031378,67964.52810076321,14020,0.23647652978625255,0.13474470358143714,0.07928168735675563,FALSE
HBGLU9,2.1226745593501178e-4,1.409559200902244e-4,2.201753762267736,2.9766215720972555,0.042248734564891574,2,-30962.278538338836,61930.55707667767,61953.20222508897,67965.02920783502,14020,0.18376299791475043,0.10651143967452195,0.08449746912978315,FALSE
DEGLU4,2.0783004564460932e-4,1.3651819329407733e-4,2.2017586483418707,2.9143829362760947,0.043907565267342075,2,-30962.309655558518,61930.619311117036,61953.264459528335,67965.33086058607,14020,0.21004303885445383,0.12303678808576315,0.08781513053468415,FALSE
SCGLU10,2.055940155491425e-4,1.3428200370990684e-4,2.201761110451495,2.883020829828294,0.04477006691860044,2,-30962.32533560677,61930.65067121354,61953.29581962484,67965.48286470234,14020,0.25549952983268426,0.15047564556642695,0.08954013383720089,FALSE
HBCHO2,2.0451577357401214e-4,1.3320368482749867e-4,2.201762297710893,2.8678976758193513,0.045192526018023704,2,-30962.3328967117,61930.6657934234,61953.3109418347,67965.55616300853,14020,0.21188069135167184,0.1251150504391507,0.09038505203604741,FALSE
TEINH14,1.9812519699715923e-4,1.2681265243197348e-4,2.201769334404049,2.7782657063405516,0.0477869616512912,2,-30962.377710065917,61930.755420131834,61953.40056854313,67965.99059094713,14020,0.18912452437751917,0.113464749779473,0.0955739233025824,FALSE
MEINH9,1.9227271816907258e-4,1.2095975616599475e-4,2.2017757785755805,2.696181910955095,0.05030565084650111,2,-30962.418749805896,61930.83749961179,61953.48264802309,67966.38843929188,14020,0.17935764700693207,0.10923084729734803,0.10061130169300223,FALSE
DEINH1,1.9160393943508407e-4,1.2029092973031563e-4,2.201776514967454,2.686802032733833,0.05060256998669965,2,-30962.42343951374,61930.84687902748,61953.49202743878,67966.43390250843,14020,0.19273569989347814,0.11758294439448445,0.1012051399733993,FALSE
OBNBL5,1.9141242993334404e-4,1.200994065688743e-4,2.201776725838409,2.6841160408390836,0.050687947216599694,2,-30962.424782444043,61930.849564888085,61953.494713299384,67966.44692122075,14020,0.21597303682389768,0.13182533730415363,0.10137589443319939,FALSE
ENT9,1.8973154247935197e-4,1.1841839922277497e-4,2.2017785766613396,2.660541014110952,0.05144410110842567,2,-30962.436569392245,61930.87313878449,61953.51828719579,67966.56118704058,14020,0.1562928411481625,0.0958195455737861,0.10288820221685134,FALSE
MEGLU5,1.859858255864004e-4,1.1467241516016635e-4,2.2017827010596105,2.608006326931182,0.05317392968941849,2,-30962.462835547703,61930.92567109541,61953.570819506705,67966.81581884866,14020,0.1758231658321814,0.1088733973903504,0.10634785937883698,FALSE
TEINH8,1.8040407156122797e-4,1.0909026300709446e-4,2.2017888470988374,2.5297214553388754,0.05587124142113901,2,-30962.50197639558,61931.00395279116,61953.649101202456,67967.19526346776,14020,0.23201167334425724,0.14587251955465994,0.11174248284227802,FALSE
HYPEP2,1.8010030691334786e-4,1.087864766927682e-4,2.201789181571959,2.5254611392514135,0.05602228830019442,2,-30962.50410647348,61931.00821294696,61953.65336135826,67967.2159132242,14020,0.2376003789246831,0.14951225228534437,0.11204457660038884,FALSE
SCGLU5,1.771012002765081e-4,1.0578715613951406e-4,2.2017924838645007,2.483398640756687,0.05753798015220164,2,-30962.525136966167,61931.050273932335,61953.69542234363,67967.41979087095,14020,0.19216105562764593,0.12193886724183219,0.11507596030440329,FALSE
MEINH6,1.7679613420356038e-4,1.0548206830718332e-4,2.201792819770058,2.479120100383891,0.057694670659667456,2,-30962.52727616294,61931.05455232588,61953.699700737176,67967.44052909757,14020,0.21109703262102186,0.13407053586573384,0.11538934131933491,FALSE
TEGLU18,1.7302770617077753e-4,1.017133714850127e-4,2.2017969691486345,2.4262682521445242,0.05966960594776158,2,-30962.553701233937,61931.107402467875,61953.75255087917,67967.69670479663,14020,0.1485570554552594,0.09537265547681886,0.11933921189552316,FALSE
SCINH1,1.7186660001311185e-4,1.005521825094835e-4,2.2017982476294855,2.4099839279276076,0.060293087806574414,2,-30962.561843153257,61931.12368630651,61953.76883471781,67967.77563616511,14020,0.23944920188292826,0.1542433043974716,0.12058617561314883,FALSE
MEINH10,1.7108341311183124e-4,9.976893974605883e-5,2.201799109987301,2.3989998809155564,0.06071771038136884,2,-30962.56733501834,61931.13467003668,61953.779818447976,67967.828876787,14020,0.1553489853710764,0.10029823899776606,0.12143542076273768,FALSE
TEINH7,1.6770934902168318e-4,9.63946349951117e-5,2.2018028251254207,2.351679471917341,0.06258533867243021,2,-30962.59099458952,61931.18198917904,61953.827137590335,67968.05824383859,14020,0.21458093282471452,0.13992717455384054,0.12517067734486043,FALSE
DEGLU1,1.613432495061254e-4,9.0028081406901e-5,2.2018098347377917,2.262397380620942,0.06628562533663225,2,-30962.635634657683,61931.271269315366,61953.916417726665,67968.49100783981,14020,0.12941631011694793,0.08604082550948887,0.1325712506732645,FALSE
TEGLU14,1.571048957214507e-4,8.57894253144531e-5,2.2018145015103223,2.202956733302603,0.06888439136443006,2,-30962.66535448818,61931.33070897636,61953.97585738766,67968.7791288373,14020,0.18226288354890333,0.12279911958110852,0.13776878272886012,FALSE
OBDOP1,1.443283392106541e-4,7.301195749442879e-5,2.2018285694792366,2.0237754038763476,0.07743797893706507,2,-30962.754944428576,61931.50988885715,61954.15503726845,67969.64767223723,14020,0.18527461089077762,0.13023711078891637,0.15487595787413014,FALSE
TEGLU7,1.4398222344246933e-4,7.266581703901931e-5,2.201828950578,2.0189214614643975,0.0776858448141609,2,-30962.757371396092,61931.514742792184,61954.15989120348,67969.67120099992,14020,0.12034741778598408,0.08469876229163348,0.1553716896283218,FALSE
HYPEP1,1.3993138414878671e-4,6.861468881236288e-5,2.2018334108432973,1.9621125668933306,0.08065484767902571,2,-30962.785775862576,61931.57155172515,61954.21670013645,67969.94657486373,14020,0.17677951309658896,0.12620308571746092,0.16130969535805142,FALSE
HBGLU6,1.393812623523052e-4,6.806452777763372e-5,2.2018340165662496,1.9543977045985241,0.08106792969592604,2,-30962.78963330521,61931.57926661042,61954.224415021716,67969.98397184585,14020,0.1319515592926457,0.09438610286847747,0.16213585939185207,FALSE
MBDOP1,1.390723759887791e-4,6.775561938210384e-5,2.201834356671879,1.9500659116623524,0.08130092763922135,2,-30962.791799209062,61931.583598418125,61954.22874682942,67970.00496977376,14020,0.2031312631910248,0.14546286058993857,0.1626018552784427,FALSE
CBINH2,1.325906825917097e-4,6.127346366746611e-5,2.20184149346045,1.8591678782738028,0.08637138150130408,2,-30962.837248534914,61931.67449706983,61954.319645481126,67970.44559178452,14020,0.20702012706196404,0.1518284880317012,0.17274276300260816,FALSE
MEINH8,1.3066162120618368e-4,5.934426468845455e-5,2.201843617484753,1.8321153164681818,0.08794985998297433,2,-30962.85077496473,61931.70154992946,61954.346698340756,67970.57672833395,14020,0.19152875600688896,0.14150037316562689,0.17589971996594866,FALSE
MSN2,1.2706599536067904e-4,5.574838237887292e-5,2.201847576501395,1.7816916473793198,0.09098170703014935,2,-30962.87598714646,61931.75197429292,61954.39712270422,67970.82115703382,14020,0.1224308078851673,0.09172219584717724,0.1819634140602987,FALSE
HBSER1,1.2477578413122608e-4,5.345800779632537e-5,2.201850098168392,1.749574798087117,0.09297588479139178,2,-30962.892045839515,61931.78409167903,61954.42924009033,67970.97684435427,14020,0.16650924012119656,0.12588444854717148,0.18595176958278356,FALSE
TEGLU15,1.1643841926093089e-4,4.512004824941407e-5,2.201859278108521,1.6326567420084863,0.10067856675915005,2,-30962.950506155357,61931.901012310715,61954.54616072201,67971.54361390792,14020,0.1279905151232796,0.10016830938813243,0.2013571335183001,FALSE
MEGLU8,1.0216365779022677e-4,3.0844268607443937e-5,2.2018749953905203,1.4324808297002558,0.11569011484884861,2,-30963.050597448106,61932.10119489621,61954.74634330751,67972.51400447056,14020,0.13979015192565547,0.11679712901504877,0.23138022969769723,FALSE
SCGLU8,9.929510928025407e-5,2.797551549349464e-5,2.201878153803549,1.392255676288685,0.1190222795595472,2,-30963.07071086773,61932.14142173546,61954.78657014676,67972.70900684647,14020,0.1921438138643778,0.1628421801625845,0.2380445591190944,FALSE
TEGLU13,9.160403252581119e-5,2.0283890160066598e-5,2.2018866220350626,1.2844061927985342,0.12855038124861606,2,-30963.12463815419,61932.24927630838,61954.89442471968,67973.23184208364,14020,0.12253909457459047,0.10812434052788401,0.2571007624972321,FALSE
TEINH6,8.769889576822274e-5,1.6378474862022152e-5,2.201890921758929,1.2296463572982033,0.13374742263870468,2,-30963.152019522775,61932.30403904555,61954.94918745685,67973.49731116788,14020,0.15536215422904087,0.14010547946362376,0.26749484527740935,FALSE
MEINH14,7.779670812032128e-5,6.475580924036883e-6,2.201901824456637,1.0907947080844282,0.14815660071836717,2,-30963.22144950556,61932.44289901112,61955.08804742242,67974.17045652744,14020,0.1798831291075256,0.1722340137198984,0.29631320143673434,FALSE
SEPNBL,7.34676428692359e-5,2.146206895092817e-6,2.2019065909106303,1.0300920314601771,0.15507728377640564,2,-30963.25180287772,61932.50360575544,61955.14875416674,67974.46474404134,14020,0.17006968291029403,0.16756715192622998,0.3101545675528113,FALSE
ENT8,7.237122086661273e-5,1.0497066882386719e-6,2.2019077981084063,1.0147179529269992,0.1568962976319876,2,-30963.259490452954,61932.51898090591,61955.16412931721,67974.53927821595,14020,0.11397284286728078,0.11314326551006686,0.3137925952639752,FALSE
DEINH6,6.972485245450244e-5,-1.5968504805119466e-6,2.201910711846971,0.9776105951666303,0.16140324390025002,2,-30963.278045460185,61932.55609092037,61955.20123933167,67974.71917690901,14020,0.16147647887465583,0.1633150923575706,0.32280648780050003,FALSE
HBSER2,6.554225200550314e-5,-5.779749260526046e-6,2.2019153170196164,0.9189626039957287,0.16888201836107147,2,-30963.307371655377,61932.614743310754,61955.25989172205,67975.00350782489,14020,0.11024473433571326,0.11500293810969643,0.33776403672214295,FALSE
DEINH7,6.451686052935934e-5,-6.805213874416793e-6,2.201916446005922,0.9045847455894862,0.17078586755269104,2,-30963.314561142546,61932.62912228509,61955.27427069639,67975.07321338274,14020,0.14623181068383173,0.15375074460014398,0.3415717351053821,FALSE
TEINH21,6.169125050404611e-5,-9.63102544093708e-6,2.2019195570830337,0.8649646928202683,0.17618454485936902,2,-30963.334372744615,61932.66874548923,61955.31389390053,67975.26529682371,14020,0.11079641757439775,0.11913147755880721,0.35236908971873804,FALSE
HBGLU4,6.160082267458653e-5,-9.721459720335446e-6,2.201919656646577,0.8636967383273254,0.17636112483039074,2,-30963.335006773217,61932.670013546434,61955.31516195773,67975.27144405863,14020,0.12737070392226993,0.13705311449399774,0.3527222496607815,FALSE
DGGRC2,5.8099178556402574e-5,-1.3223353599212118e-5,2.2019235120502048,0.8145978108244268,0.18338994709437262,2,-30963.35955826954,61932.71911653908,61955.36426495038,67975.50948393151,14020,0.08780445770700844,0.09728478997913821,0.36677989418874524,FALSE
NFOL1,5.645417063690774e-5,-1.4868478851681743e-5,2.2019253232454967,0.7915321576209375,0.18682625086258386,2,-30963.37109208068,61932.74218416136,61955.38733257266,67975.62131067998,14020,0.08106375357127991,0.09111553458835515,0.37365250172516773,FALSE
OBNBL1,5.371106760942293e-5,-1.7611777535675444e-5,2.20192834346794,0.7530696160571722,0.1927604810165393,2,-30963.3903250354,61932.7806500708,61955.4257984821,67975.80778533987,14020,0.10908307223142526,0.12570130839909,0.3855209620330786,FALSE
TEGLU17,5.203867077250961e-5,-1.9284293659049823e-5,2.201930184815069,0.7296201326924588,0.19651047024154644,2,-30963.402050829634,61932.80410165927,61955.44925007057,67975.92147397214,14020,0.07842486922081235,0.0918132579884975,0.3930209404830929,FALSE
TEGLU22,5.039752205817068e-5,-2.092555943100649e-5,2.2019319917558042,0.7066088705916951,0.20029311197927374,2,-30963.413557512617,61932.82711502523,61955.47226343653,67976.03303837393,14020,0.07793887867776526,0.09271811862795275,0.4005862239585475,FALSE
CBINH1,4.3286318338718374e-5,-2.8037270368930223e-5,2.2019398213299612,0.6069004535950658,0.2179851927279619,2,-30963.46341649739,61932.92683299478,61955.57198140608,67976.51645415588,14020,0.09063828308085337,0.1163463971598834,0.4359703854559238,FALSE
DEINH8,4.215274921653336e-5,-2.9170920345045204e-5,2.2019410694091275,0.5910064565627465,0.221021570786257,2,-30963.47136429002,61932.94272858004,61955.58787699134,67976.59351357157,14020,0.12184596837685173,0.15849481203873356,0.442043141572514,FALSE
SCGLU6,4.093293972008273e-5,-3.0390816846415092e-5,2.2019424124396436,0.5739033064250069,0.22436236708541923,2,-30963.4799167297,61932.9598334594,61955.604981870696,67976.67643556127,14020,0.09888763679571046,0.13053369595339323,0.44872473417083847,FALSE
HBCHO1,3.872952563018e-5,-3.259438809832815e-5,2.201944838433079,0.5430089798153247,0.2306003533037786,2,-30963.495365481223,61932.99073096245,61955.635879373745,67976.82622245913,14020,0.10353532620284836,0.14050282303192216,0.4612007066075572,FALSE
HBCHO3,3.8287228121970235e-5,-3.3036717154377726e-5,2.201945325409243,0.5368074911408937,0.23188553705329806,2,-30963.498466548477,61932.996933096954,61955.64208150825,67976.85628960448,14020,0.07749393980893773,0.10576901434125335,0.4637710741065961,FALSE
OBINH2,3.784324883698688e-5,-3.348072810682723e-5,2.2019458142369603,0.5305824276573944,0.23318713181124318,2,-30963.501579405736,61933.00315881147,61955.64830722277,67976.88647107608,14020,0.07480344585116362,0.10269402430353393,0.46637426362248635,FALSE
MEINH1,3.7210135427357043e-5,-3.411388667440285e-5,2.2019465113039405,0.521705511424279,0.23506355593454475,2,-30963.50601833043,61933.01203666086,61955.65718507216,67976.92950978318,14020,0.10360220909469363,0.14343538502650907,0.4701271118690895,FALSE
TEGLU6,3.4888743004494006e-5,-3.64354446742432e-5,2.201949067188535,0.4891572430043459,0.24215754154244473,2,-30963.522294199436,61933.04458839887,61955.68973681017,67977.0873167843,14020,0.07242613141543179,0.10355499309560212,0.48431508308488946,FALSE
