gwas,specificity_id,annotation,tau,se,pvalue
BMI_UKBB_Loh2018,mousebrain190306,MGL2,-7.654837708263601e-09,5.280354627365041e-09,0.9264264612897772
BMI_UKBB_Loh2018,mousebrain190306,VSMCA,-6.200715843165944e-09,4.212831751359428e-09,0.9294712110547226
BMI_UKBB_Loh2018,mousebrain190306,ACOB,-5.448612583386591e-09,3.395207934436617e-09,0.9457305323118148
BMI_UKBB_Loh2018,mousebrain190306,SYNOR3,-7.2040931522590785e-09,4.0103052819186e-09,0.9637841565105238
BMI_UKBB_Loh2018,mousebrain190306,ACMB,-7.3453002075454815e-09,3.8026738339388694e-09,0.9732964523254768
BMI_UKBB_Loh2018,mousebrain190306,SYNOR4,-8.89906600427615e-09,4.478727589752312e-09,0.9765367513437321
BMI_UKBB_Loh2018,mousebrain190306,OEC,-7.996136016869313e-09,3.9518837031705086e-09,0.9784826632066648
BMI_UKBB_Loh2018,mousebrain190306,ACTE2,-7.3671317376389865e-09,3.640688728451148e-09,0.9784919901361478
BMI_UKBB_Loh2018,mousebrain190306,MGL3,-1.0535207075665228e-08,5.167109525166461e-09,0.9792698744546048
BMI_UKBB_Loh2018,mousebrain190306,EPEN,-7.0432762657339275e-09,3.395358106207514e-09,0.9809781653528556
BMI_UKBB_Loh2018,mousebrain190306,ACTE1,-7.784883648010351e-09,3.6499965102825897e-09,0.9835313552058572
BMI_UKBB_Loh2018,mousebrain190306,ACBG,-9.645388054204784e-09,4.331952458126165e-09,0.9870119304910364
BMI_UKBB_Loh2018,mousebrain190306,EPSC,-8.35443120447734e-09,3.6821048430650495e-09,0.98836365119026
BMI_UKBB_Loh2018,mousebrain190306,PVM2,-1.25585244852671e-08,5.469270843202008e-09,0.9891676961771544
BMI_UKBB_Loh2018,mousebrain190306,PVM1,-1.2125832151109857e-08,5.1389620548291375e-09,0.9908523744335498
BMI_UKBB_Loh2018,mousebrain190306,RGDG,-1.1234612555392778e-08,4.33309983152313e-09,0.9952393000014164
BMI_UKBB_Loh2018,mousebrain190306,ENTG1,-9.909171572387417e-09,3.783343214598881e-09,0.9955926374147368
BMI_UKBB_Loh2018,mousebrain190306,HYPEN,-1.0010549416518729e-08,3.8215228277322346e-09,0.9955972990652826
BMI_UKBB_Loh2018,mousebrain190306,SCHW,-1.4836082044295892e-08,5.636735314965778e-09,0.9957562383226602
BMI_UKBB_Loh2018,mousebrain190306,ENTG2,-1.1159886434587848e-08,3.9159083486762156e-09,0.9978132444839458
BMI_UKBB_Loh2018,mousebrain190306,VECA,-1.1228113115876418e-08,3.85053459892955e-09,0.9982271799487468
BMI_UKBB_Loh2018,mousebrain190306,VLMC1,-1.389266748320589e-08,4.708369824340669e-09,0.9984143783584594
BMI_UKBB_Loh2018,mousebrain190306,ABC,-1.2200853857744627e-08,4.075599135891775e-09,0.9986216197839874
BMI_UKBB_Loh2018,mousebrain190306,ENTG4,-1.1256149757186508e-08,3.73905507092974e-09,0.99869559378321
BMI_UKBB_Loh2018,mousebrain190306,ENTG3,-1.2778352676601622e-08,4.0888662366408435e-09,0.9991114518384364
BMI_UKBB_Loh2018,mousebrain190306,VECV,-1.3753184858643201e-08,4.222156508658232e-09,0.9994377788763606
BMI_UKBB_Loh2018,mousebrain190306,ENTG5,-1.2912833545913053e-08,3.8863835846619934e-09,0.9995540599568784
BMI_UKBB_Loh2018,mousebrain190306,EPMB,-1.3019708504073816e-08,3.871553910443385e-09,0.9996143801101186
BMI_UKBB_Loh2018,mousebrain190306,ENTG6,-1.3380061092109207e-08,3.907256897802231e-09,0.999691935392946
BMI_UKBB_Loh2018,mousebrain190306,ENTG7,-1.322985791758396e-08,3.692238518152449e-09,0.9998302646056058
BMI_UKBB_Loh2018,mousebrain190306,VECC,-1.4424546574790782e-08,3.9980194075885426e-09,0.9998456710306612
BMI_UKBB_Loh2018,mousebrain190306,SATG2,-1.5728929975433813e-08,4.172643858494066e-09,0.9999182242416641
BMI_UKBB_Loh2018,mousebrain190306,VLMC2,-1.6153124739199332e-08,3.825860110703087e-09,0.9999878976153876
BMI_UKBB_Loh2018,mousebrain190306,CHOR,-1.3826027709574816e-08,3.263515295260696e-09,0.9999886507014091
BMI_UKBB_Loh2018,mousebrain190306,PER2,-1.604137121782821e-08,3.6863352121743674e-09,0.9999932419056003
BMI_UKBB_Loh2018,mousebrain190306,SATG1,-2.096079069256022e-08,4.631624434743425e-09,0.999996988507057
BMI_UKBB_Loh2018,mousebrain190306,PER1,-1.6614717563532875e-08,3.42924510549761e-09,0.9999993669648762
BMI_UKBB_Loh2018,mousebrain190306,PER3,-2.0910476201009802e-08,4.0877790393642215e-09,0.9999998434314384
BMI_UKBB_Loh2018,mousebrain190306,ENMFB,-2.2291949260602963e-08,4.0501814003146e-09,0.9999999814300402
