gwas,specificity_id,annotation,q,h2g,h2g_se,prop_h2g,prop_h2g_se,enr,enr_se,enr_pval
BMI_UKBB_Loh2018,mousebrain,HBINH8,5,0.0054142450025321705,0.000359552129836118,0.0214503659271296,0.00148895764970056,1.8094846446636599,0.125603731555929,1.9320573479034896e-11
LIPIDS_LDL_Teslovich2010,mousebrain,HBINH8,0,0.0562467191777965,0.0069499311276087,0.5633995801831141,0.0390049768505904,0.739597339708309,0.0512034054138003,2.02309739721829e-06
LIPIDS_LDL_Teslovich2010,mousebrain,HBINH8,1,0.0134838134847516,0.00119602433493736,0.135061652797259,0.00590865271424389,1.5736849774875599,0.0688452852532059,6.096043231848339e-17
LIPIDS_LDL_Teslovich2010,mousebrain,HBINH8,2,0.0149239891643046,0.0018637915275751898,0.149487283040425,0.0132597633796769,1.7509936958427301,0.15531596811417003,5.25718375819544e-06
LIPIDS_LDL_Teslovich2010,mousebrain,HBINH8,3,0.00820954518152675,0.00131393888015651,0.0822315394813695,0.0106044284838389,2.02890359371547,0.261643685571933,0.000215071874987033
LIPIDS_LDL_Teslovich2010,mousebrain,HBINH8,4,0.00348695749683583,0.000651882290749741,0.0349273774284275,0.0055977770456132605,2.38373862618201,0.382039487268314,0.000609773643637098
LIPIDS_LDL_Teslovich2010,mousebrain,HBINH8,5,0.00348348222181392,0.000720447503639322,0.0348925670694059,0.006386307483208921,2.94342597881431,0.538728587019191,0.0006434801953837901
WHRadjBMI_UKBB_Loh2018,mousebrain,TEGLU19,0,0.0964281550485533,0.0049674719577846105,0.594126196167467,0.0147439155108398,0.9002101835657591,0.0223397368675358,1.5768798980550698e-05
WHRadjBMI_UKBB_Loh2018,mousebrain,TEGLU19,1,0.0169910850772995,0.000824574430505637,0.10468777236950001,0.0026826128781375397,1.22674850052465,0.0314352980415708,1.15391399726727e-13
WHRadjBMI_UKBB_Loh2018,mousebrain,TEGLU19,2,0.0230467720169281,0.00130652277251068,0.141998890111107,0.0038405874046957204,1.1415304887278002,0.030874520312473997,9.6736198700091e-06
WHRadjBMI_UKBB_Loh2018,mousebrain,TEGLU19,3,0.0146934788390778,0.0011252294828415698,0.090531449935269,0.00496241016086654,1.21427770192237,0.0665596763383524,0.0016313160214527
WHRadjBMI_UKBB_Loh2018,mousebrain,TEGLU19,4,0.006955560858947911,0.0007580168548016,0.042855542691418995,0.0039440466219066,1.24927847904249,0.11497258593985198,0.0320759834631578
WHRadjBMI_UKBB_Loh2018,mousebrain,TEGLU19,5,0.0041874281215026,0.000604949056113176,0.0258001487252384,0.00339096164771368,1.20432863846203,0.158287158254753,0.19686726021488501
HEIGHT_UKBB_Loh2018,mousebrain,TEGLU19,0,0.33866489241202696,0.0143993741140563,0.542232905060557,0.0110594460249359,0.821582327372031,0.0167570896561459,4.941140351118589e-24
HEIGHT_UKBB_Loh2018,mousebrain,TEGLU19,1,0.0751630368344193,0.0029377849165466803,0.12034277165734801,0.00220841470705963,1.4101963518582201,0.0258785660359633,7.413110922250231e-47
