Annotation,Coefficient p-value,Coefficient,Coefficient std error,FDR < 0.05,annotation,"AD (Jansen, 2019)","ADHD (Demontis, 2017)","AN (Duncan, 2017)","ASD (Grove, 2018)","BIP (PGC, 2018)","CAD (Schunkert, 2011)","CVD (Loh, 2018)","CELIAC (Dubois, 2010)","CROHNS (Jostins, 2012)","DEP (Nagel, 2018)","BP_DIA (Loh, 2018)","EA3 (Lee, 2018)","FG_F (Lagou, 2018)","FI_F (Lagou, 2018)","HBA1C (Wheeler, 2017)","HEIGHT (Loh, 2018)","IBD (Jostins, 2012)","INS (Jansen, 2018)","INT (Savage, 2018)","HDL (Teslovich, 2010)","LDL (Teslovich, 2010)","TG (Teslovich, 2010)","SLE (Bentham, 2015)","MDD (Howard, 2019)","MS (Patsopoulos, 2011)","NEU (Nagel, 2018)","PBC (Cordell, 2015)","RA (Okada, 2014)","RT (Linner, 2019)","SCZ (Pardinas, 2018)","SWB (Okbay, 2016)","BP_SYS (Loh, 2018)","T1D (Bradfield, 2011)","T2D (Loh, 2018)","UC (Jostins, 2012)","WHR (Pulit, 2019)","WHRadjBMI (Loh, 2018)","WORRY (Nagel, 2018)"
ARCME-NEURO30,6.298285498632831e-4,1.7587845418608548e-8,5.453568734713524e-9,FALSE,n30.Nr5a1-Nfib,0.6534528410313717,0.147762633500234,0.5598948560520176,0.4001273193439776,1.1700029420375454e-5,0.6611742960921514,0.6876515529477529,0.9505579314253072,0.053662401746442184,2.3044251840589463e-4,0.8557720892398009,1.51912367273077e-5,0.2463753950478163,0.8707273850121937,0.4744865290852381,0.9508555204046154,0.20664348079892494,0.013765032832628523,1.496629020734652e-5,0.8558657800743176,0.6956984997075164,0.9220852321197264,0.9341253646830309,7.152868650731617e-4,0.3291093737061296,2.2170703418920263e-4,0.2834548868741875,0.9670953012639212,9.90653469983486e-4,3.3215327558663263e-4,0.06343478014324054,0.9013751704217704,0.9553785584690532,0.7236817581825348,0.36049679052359707,0.4604042782791696,0.9994110074262718,9.261424037863872e-6
ARCME-OTHER2,6.361857249787666e-4,1.697819988355297e-8,5.26923169849523e-9,FALSE,n34.unassigned(2),0.2933442519856553,0.18000397430545018,0.01033448891024821,0.03468514894856112,1.4121599009755094e-6,0.09152119421633624,0.10666035362602566,0.6027289378446417,0.4896417938622593,0.001803966116698598,0.4500547652987742,7.416953549461221e-5,0.27459290973980754,0.8167219561721673,0.13128441503342742,0.9999824025425712,0.226229675554822,4.1642493811179705e-4,1.972995524529749e-6,0.7806459942884487,0.23589062095203944,0.8094695511032828,0.8173895402327017,0.01169248197747725,0.06579727670561566,6.18061669791901e-4,0.21943610872929453,0.8219345421852869,0.13519525920726205,6.532563751845903e-5,0.6797825635460856,0.2946733136180776,0.2537944866495073,0.21480731748688991,0.19348551568757968,0.2292836148581803,0.9907246167676086,1.1015546939216628e-4
HYPC-NEURO26,7.272609452066166e-4,2.9040616358425898e-8,9.1219216264164e-9,FALSE,Glu2,0.20236036722202785,0.4901830956614739,0.2953197704494088,0.2659670515773406,0.015412115149958982,0.7781899394191176,0.5806932839179895,0.9537506456900394,0.5358637472320986,0.017817125677712032,0.5534010231460416,0.025400339669076108,0.9188741539719736,0.6243372183238965,0.3372002523869514,0.9978657786603596,0.6199322522981334,0.12528365381860962,0.14870967491183867,0.9375557437640084,0.5547276429096649,0.6718316195360706,0.5861773086995267,0.0390131072098792,0.6130082417175529,0.0067721860616512435,0.26980257056499457,0.9569133117310646,0.038052807343286484,0.1334229099201259,0.08901835890260024,0.6769193092919514,0.0466418710978016,0.2698998867436738,0.5720576122195662,0.19611261864482726,0.8014266518640525,0.06475063736723753
LHA-NEURO27,7.294236902516273e-4,1.6754130436791886e-8,5.264046254586844e-9,FALSE,Glut_12,0.8483793600887092,0.2880705833946945,0.6647360845066221,0.02368305561660288,2.3250721729395563e-6,0.16823651962350056,0.013190798606874846,0.574228825225936,0.32161279171000456,0.05325292534238065,0.2834832261161796,0.01425052460146197,0.29994515496903684,0.4491076056773406,0.010801013895169229,0.40398426833121853,0.3149982518977646,0.0029094832929311464,0.013874103418821013,0.6072316519055841,0.25753635913235995,0.35948113939528026,0.3771448526275589,0.03018067723211677,0.07606568942865079,0.011897700845375135,0.06058955724579836,0.09393304363520992,2.33352496948419e-4,5.674179677210981e-4,0.24593703766481784,0.15169186413128194,0.11588118465954216,0.3367031672135985,0.5697495436001734,0.0701791305224474,0.3778084852013617,0.001685171856089537
HYPR-NEURO44,8.637261074608514e-4,3.564774355307323e-8,1.137639785758136e-8,FALSE,Vglut2_12_Mgat4b,0.5635056357345347,0.028062752741011037,0.2113476475564433,0.12878183806062404,0.027284626651000395,0.6551910890828496,0.4354713404077839,0.3636000978078818,0.12694531565633926,5.755770512635108e-4,0.27818783266763736,6.699053071873031e-4,0.29005426144152396,0.3496804582783025,0.34744919079098896,0.9861413722461738,0.09302347623664586,0.02525526027097664,9.616313002415224e-4,0.9430641056541867,0.9913014214888056,0.3355456533199846,0.4100189369196727,0.007907323651420299,0.7212164284400864,3.3809590601649637e-4,0.16284370065051826,0.3582513477860396,0.017094963770994696,0.16329337976835245,0.306837978116165,0.3882730439628889,0.5303231618183606,0.06218696955349525,0.1936800427503325,0.01405812373678712,0.1581038212320658,0.008273486155705721
POA-NEURO62,0.001033735969788588,1.2378300183379485e-8,4.018452675886134e-9,FALSE,i5_Gaba_Pou3f3,0.2756490700822666,0.0691339873601194,0.33251674160166805,0.6439935474065779,3.610441104538928e-5,0.04929669746931711,0.4641172227866569,0.3511769894127131,0.9034794081601524,0.002291542128639351,0.6517049576697127,1.9811962402857674e-6,0.12520427060099054,0.947956055221346,0.2727492582099498,0.9171034516700428,0.7463908719420089,0.05440306242333335,2.7952086226375753e-6,0.5352079516972961,0.34143907710511257,0.7708535445446791,0.30562937381421085,0.033976051009088945,0.16944173024245685,2.280457329901716e-4,0.09272102236365663,0.10061848149761897,0.028062191002928723,9.441559848924943e-5,0.1198781913824411,0.4193802914396169,0.029011140608468405,0.29516743135673273,0.5122450475237588,0.452346545260232,0.9775973914064884,4.1594167370998905e-5
LHA-NEURO17,0.0012181669788580178,2.2052325751711263e-8,7.275261466197996e-9,FALSE,Glut_2,0.6802001062900719,0.19190281075035134,0.03789929747111982,0.3664073639495753,8.597309518646575e-4,0.20465739707301328,0.19382836484076604,0.4787449093937846,0.2695834661729309,0.019299371471602773,0.9393748528323204,1.7894783436765133e-5,0.029722996115395164,0.8779826730891971,0.2619845421852955,0.851684445927251,0.2614516914924198,0.049585219914729015,9.388398444698183e-6,0.5017748069001537,0.5346264869832305,0.2900085637172194,0.3795860464044776,0.002674775972418971,0.1361420316185451,2.6047546664034494e-4,0.2909639977993449,0.24690562020286574,0.03715041859065212,1.5394028970260469e-4,0.017644257474743567,0.6816734175972452,0.30643637038923,0.17469388307730202,0.5915134556501837,0.1184863110774162,0.6229402308070249,6.435246555258133e-5
POA-NEURO20,0.0013405490201295715,1.6881525353915918e-8,5.623208485980408e-9,FALSE,e7_Reln_C1ql1,0.7836930916410896,0.13321179969080138,0.5165638176059483,0.015287006824801438,0.02705291914792581,0.20459034701716186,0.07435417801604746,0.8096178508621656,0.6322159217864554,0.01500662013847529,0.33738175563599393,0.006667770987798148,0.2015467677148186,0.5031565144181774,0.7206899491511998,0.9341854871038741,0.503001200643527,0.0020095443779581798,0.00491664394206731,0.9137669119657594,0.5924496368043277,0.0651512040981115,0.10184768969016184,0.0032962971942740627,0.04970165799838292,0.004621469145737715,0.2980556422522451,0.9759731111312248,0.12964493791186074,0.052482210913915577,0.24044542283524545,0.26978881930125065,0.16288680256988586,0.0599482535716039,0.7373624766156368,0.09899741399382772,0.3061381394777063,0.006429151915930935
ARCME-NEURO9,0.0016218911804820465,2.295374507559132e-8,7.797744872406399e-9,FALSE,n09.Th-Slc6a3,0.8109328876935465,0.1992269227569772,0.1324843167419955,0.3497630496584283,0.10280526994217393,0.4229526302320184,0.04587091136770488,0.4928595265543098,0.13106737336796453,0.02174078908935561,0.3584286512120778,1.2846132901284094e-4,0.6814363907496167,0.5818941125233392,0.6501261096218047,0.9527041340176741,0.26750071201050857,0.1618675270407401,0.0011214063495039405,0.5976134573120432,0.997633838125448,0.8145540779451196,0.6312043106640531,0.06874530720020264,0.5672070767417329,0.0768209526962959,0.7541156024038463,0.9759926104953249,0.01943116853818453,0.005179558482252386,0.4296719322204678,0.10568539209172896,0.23648230752265426,0.1810702202701317,0.9267109270255486,0.04727892154656806,0.4548522791751277,0.004427821392279883
ARCME-NEURO26,0.0016978032435101698,1.6916482644805656e-8,5.774624311022844e-9,FALSE,n26.Htr3b,0.2373674555292243,0.0057986056921194825,0.17311138883401178,0.3052745595110601,8.22814001011766e-4,0.9262373968467345,0.7495843656559008,0.4905867233686914,0.7182133168681859,0.2423802671419899,0.9796598091433396,2.120834915684304e-6,0.5506848846738374,0.4400189778683413,0.26360108540285865,0.9906521344737844,0.56393658246332945,0.04401069525493695,9.531018967689314e-6,0.4553521156606534,0.4845722225780094,0.7166330383676313,0.3426483175922266,0.05125113884474192,0.3188460815664712,0.034353910546151466,0.34561932642835924,0.3832337481794613,0.010593273698797236,1.7747865275149696e-5,0.24658558993759755,0.9308022195956523,0.4379949509917869,0.23081256581890425,0.30012906089437463,0.65064896065631594,0.9937323709530228,0.003399094079959736
