Annotation,Coefficient p-value,Coefficient,Coefficient std error,FDR < 0.05,annotation,"AD (Jansen, 2019)","ADHD (Demontis, 2017)","AN (Duncan, 2017)","ASD (Grove, 2018)","BIP (PGC, 2018)","CAD (Schunkert, 2011)","CVD (Loh, 2018)","CELIAC (Dubois, 2010)","CROHNS (Jostins, 2012)","DEP (Nagel, 2018)","BP_DIA (Loh, 2018)","EA3 (Lee, 2018)","FG_F (Lagou, 2018)","FI_F (Lagou, 2018)","HBA1C (Wheeler, 2017)","HEIGHT (Loh, 2018)","IBD (Jostins, 2012)","INS (Jansen, 2018)","INT (Savage, 2018)","HDL (Teslovich, 2010)","LDL (Teslovich, 2010)","TG (Teslovich, 2010)","SLE (Bentham, 2015)","MDD (Howard, 2019)","MS (Patsopoulos, 2011)","NEU (Nagel, 2018)","PBC (Cordell, 2015)","RA (Okada, 2014)","RT (Linner, 2019)","SCZ (Pardinas, 2018)","SWB (Okbay, 2016)","BP_SYS (Loh, 2018)","T1D (Bradfield, 2011)","T2D (Loh, 2018)","UC (Jostins, 2012)","WHR (Pulit, 2019)","WHRadjBMI (Loh, 2018)","WORRY (Nagel, 2018)"
Brain - microglial cell,0.7118832585240433,-2.634781936748416e-9,4.7142712569577095e-9,FALSE,Brain_Myeloid.microglial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fat - B cell,0.7146190368407455,-3.581559854938176e-9,6.3174670206353095e-9,FALSE,Fat.B_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marrow - late pro-B cell,0.7390385008675431,-2.7754316104453984e-9,4.334011651216025e-9,FALSE,Marrow.late_pro-B_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachea - mesenchymal cell,0.7400398041208409,-2.6858062146034e-9,4.173953788622175e-9,FALSE,Trachea.mesenchymal_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lung - epithelial cell of lung,0.7590263915720996,-3.63117228961529e-9,5.16397283363133e-9,FALSE,Lung.epithelial_cell_of_lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lung - B cell,0.7611058911785723,-5.591505860292164e-9,7.876864541198546e-9,FALSE,Lung.B_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachea - blood cell,0.7627489661102228,-3.707547793557666e-9,5.184126217192398e-9,FALSE,Trachea.blood_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kidney - kidney collecting duct epithelial cell,0.7656406409838156,-5.152917472057067e-9,7.111735911810017e-9,FALSE,Kidney.kidney_collecting_duct_epithelial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tongue - keratinocyte,0.7671541813727245,-3.2456939227862047e-9,4.449161262579202e-9,FALSE,Tongue.keratinocyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limb Muscle - B cell,0.7813260026308999,-5.6292647095281184e-9,7.247862295064083e-9,FALSE,Limb_Muscle.B_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marrow - monocyte,0.7858693191903254,-4.23929308671629e-9,5.351491824948834e-9,FALSE,Marrow.monocyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Large Intestine - large intestine goblet cell,0.7965757040782425,-3.043528378652758e-9,3.669323552962148e-9,FALSE,Large_Intestine.large_intestine_goblet_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammary Gland - basal cell,0.8002735131952385,-4.088789827760207e-9,4.8525950807881865e-9,FALSE,Mammary_Gland.basal_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lung - stromal cell,0.8040386832223503,-3.5829870841722383e-9,4.1850683261112855e-9,FALSE,Lung.stromal_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachea - endothelial cell,0.8152677304084068,-4.7388028412986955e-9,5.2801395616522226e-9,FALSE,Trachea.endothelial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liver - Kupffer cell,0.8277400581088886,-6.911927084898353e-9,7.312101700136942e-9,FALSE,Liver.Kupffer_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brain - endothelial cell,0.832223288951343,-4.633769965288975e-9,4.811865551067399e-9,FALSE,Brain_Non-Myeloid.endothelial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heart - erythrocyte,0.8398564354711839,-4.931244353208659e-9,4.961669246281036e-9,FALSE,Heart.erythrocyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skin - stem cell of epidermis,0.8489129300317753,-5.101411730408255e-9,4.944271690348391e-9,FALSE,Skin.stem_cell_of_epidermis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limb Muscle - lymphocyte,0.859950471382856,-8.310704280630491e-9,7.694406597647728e-9,FALSE,Limb_Muscle.lymphocyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liver - endothelial cell of hepatic sinusoid,0.8621868149249006,-5.5708567470805485e-9,5.109954160298764e-9,FALSE,Liver.endothelial_cell_of_hepatic_sinusoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreas - endothelial cell,0.8623715573514434,-6.294556696452219e-9,5.769337253820996e-9,FALSE,Pancreas.endothelial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limb Muscle - T cell,0.8641110983146172,-6.40649690404808e-9,5.829505952477068e-9,FALSE,Limb_Muscle.T_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heart - leukocyte,0.8644339148510243,-6.10948104070908e-9,5.551756916896887e-9,FALSE,Heart.leukocyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marrow - regulatory T cell,0.8764248494522844,-7.763542382686488e-9,6.708330070716449e-9,FALSE,Marrow.regulatory_T_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lung - myeloid cell,0.8791157692600687,-7.308701896733552e-9,6.243669501996268e-9,FALSE,Lung.myeloid_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marrow - precursor B cell,0.8818548888333652,-5.225522602846893e-9,4.412291491744896e-9,FALSE,Marrow.precursor_B_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thymus - DN1 thymic pro-T cell,0.891294615889626,-8.126984814867429e-9,6.588864678569057e-9,FALSE,Thymus.DN1_thymic_pro-T_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fat - myeloid cell,0.908078460556864,-7.29606530188015e-9,5.489829883380566e-9,FALSE,Fat.myeloid_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limb Muscle - endothelial cell,0.9092667942805428,-7.330719084291728e-9,5.486024005545637e-9,FALSE,Limb_Muscle.endothelial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lung - lung endothelial cell,0.9104990388542328,-6.004562141925965e-9,4.46823050346067e-9,FALSE,Lung.lung_endothelial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kidney - epithelial cell of proximal tubule,0.9135991552465188,-7.332298382999992e-9,5.378517130131892e-9,FALSE,Kidney.epithelial_cell_of_proximal_tubule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skin - leukocyte,0.9159462230282088,-1.0288203844969368e-8,7.46436055942979e-9,FALSE,Skin.leukocyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heart - cardiac muscle cell,0.9226360686164768,-6.072006694476284e-9,4.266960388402583e-9,FALSE,Heart.cardiac_muscle_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammary Gland - endothelial cell,0.9273747744485292,-9.73383834353269e-9,6.682967118215885e-9,FALSE,Mammary_Gland.endothelial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tongue - basal cell of epidermis,0.9528140275298408,-6.541689174318152e-9,3.9106849758040025e-9,FALSE,Tongue.basal_cell_of_epidermis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lung - ciliated columnar cell of tracheobronchial tree,0.96958261422897,-8.373696464228993e-9,4.466699352607333e-9,FALSE,Lung.ciliated_columnar_cell_of_tracheobronchial_tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Large Intestine - enterocyte of epithelium of large intestine,0.9748218759163172,-8.111591249725179e-9,4.145069375591496e-9,FALSE,Large_Intestine.enterocyte_of_epithelium_of_large_intestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skin - epidermal cell,0.9776782178858316,-8.544882118582672e-9,4.255424817394296e-9,FALSE,Skin.epidermal_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liver - hepatocyte,0.979411127038594,-1.0620359409232276e-8,5.2016325656304615e-9,FALSE,Liver.hepatocyte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heart - fibroblast,0.9815719860388332,-8.697292690618952e-9,4.166656544667723e-9,FALSE,Heart.fibroblast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heart - professional antigen presenting cell,0.9834264146577616,-9.221412663761844e-9,4.328699855233184e-9,FALSE,Heart.professional_antigen_presenting_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Large Intestine - Brush cell of epithelium proper of large intestine,0.9844731967697716,-1.0968834579487184e-8,5.08667701959925e-9,FALSE,Large_Intestine.Brush_cell_of_epithelium_proper_of_large_intestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Large Intestine - epithelial cell of large intestine,0.986046833922486,-9.113022146298698e-9,4.144919283063369e-9,FALSE,Large_Intestine.epithelial_cell_of_large_intestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fat - endothelial cell,0.9901331310060374,-1.0617573351404768e-8,4.554216180103307e-9,FALSE,Fat.endothelial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skin - basal cell of epidermis,0.9912557595776288,-9.184449917945616e-9,3.865063845718374e-9,FALSE,Skin.basal_cell_of_epidermis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limb Muscle - macrophage,0.9925448545721258,-1.6506140148791664e-8,6.779953338479631e-9,FALSE,Limb_Muscle.macrophage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heart - endocardial cell,0.9969352933433808,-1.1512685512924761e-8,4.200519209045663e-9,FALSE,Heart.endocardial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limb Muscle - mesenchymal stem cell,0.9975780100631396,-1.0805859962528335e-8,3.835632637277439e-9,FALSE,Limb_Muscle.mesenchymal_stem_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammary Gland - stromal cell,0.9982958038410416,-1.1951745259058208e-8,4.081485181269762e-9,FALSE,Mammary_Gland.stromal_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bladder - bladder urothelial cell,0.9989714629080296,-1.2242312495506915e-8,3.9723701505060414e-9,FALSE,Bladder.bladder_urothelial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heart - endothelial cell,0.9992461503926622,-1.4570313499399116e-8,4.591681883810383e-9,FALSE,Heart.endothelial_cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
