Annotation,Coefficient p-value,Coefficient,Coefficient std error,FDR < 0.05,annotation,Annotation size,h2g prop.,h2g enrichment,h2g enrichment P-value,"AD (Jansen, 2019)","ADHD (Demontis, 2017)","AN (Duncan, 2017)","ASD (Grove, 2018)","BIP (PGC, 2018)","CAD (Schunkert, 2011)","CVD (Loh, 2018)","CELIAC (Dubois, 2010)","CROHNS (Jostins, 2012)","DEP (Nagel, 2018)","BP_DIA (Loh, 2018)","EA3 (Lee, 2018)","FG_F (Lagou, 2018)","FI_F (Lagou, 2018)","HBA1C (Wheeler, 2017)","HEIGHT (Loh, 2018)","IBD (Jostins, 2012)","INS (Jansen, 2018)","INT (Savage, 2018)","HDL (Teslovich, 2010)","LDL (Teslovich, 2010)","TG (Teslovich, 2010)","SLE (Bentham, 2015)","MDD (Howard, 2019)","MS (Patsopoulos, 2011)","NEU (Nagel, 2018)","PBC (Cordell, 2015)","RA (Okada, 2014)","RT (Linner, 2019)","SCZ (Pardinas, 2018)","SWB (Okbay, 2016)","BP_SYS (Loh, 2018)","T1D (Bradfield, 2011)","T2D (Loh, 2018)","UC (Jostins, 2012)","WHR (Pulit, 2019)","WHRadjBMI (Loh, 2018)","WORRY (Nagel, 2018)"
TEGLU11,0.00854556502423154,1.0673569364781345e-8,4.4757764091166046e-9,FALSE,TEGLU11,0.2233858140250755,0.27879918888041066,1.2480612974336631,3.254042474105893e-11,0.5728384784150604,0.0013858040387804272,0.4937778141378134,0.04404263157048379,3.9188116462418464e-8,0.2939004844597516,0.043548622427647773,0.8121560643649288,0.4365670002146731,6.512292562094058e-5,0.4514035370904974,1.1156409801532632e-11,0.06919546577265083,0.9854719305083576,0.30070402679268515,0.9994251022716182,0.0928243467913733,0.001995959287332307,2.736356503081048e-14,0.21344705692727906,0.16470053672003376,0.3283685456063821,0.7066813890950709,0.002116151112101499,0.05618367275463047,7.770207881775966e-7,0.1830393921636802,0.78940763065342745,0.004023715482817928,1.1517825339305218e-9,0.052958643575050576,0.4656896163927321,0.7093594222413442,0.7037976553259521,0.02024712596131216,0.8651466146538891,0.9997477731519446,6.071875795550702e-9
DEGLU3,0.008847376892807237,9.904884162327599e-9,4.175850079812223e-9,FALSE,DEGLU3,0.20900443522055945,0.2569689522369897,1.2294904266783333,8.715174045410808e-11,0.2505415794276177,0.011733635301552327,0.8413378979552579,0.3181949749845789,0.0051968797486042495,0.6918522557794483,0.6832737873658457,0.7853591679583857,0.6507312884062594,0.04909044809290032,0.9550901103861054,7.879196923720996e-4,0.0963900861509166,0.5019815111573401,0.03530385617744843,0.9402127686213808,0.5716631033537428,0.011670584979851349,8.987200903438668e-4,0.6519487969781157,0.4192054371705709,0.3195907195658878,0.04913058891518714,0.002656615839617968,0.06969202266594783,0.001202384936867665,0.01537522277499446,0.37656242322092537,0.022219774783407614,0.0038380985374828437,0.07184999312309423,0.7809220901767955,0.19847083377275934,0.115646157697552,0.4351120502014085,0.874652048818348,0.9919438820578979,8.834228070131117e-5
HYPEP3,0.008893853369233727,1.389452525311106e-8,5.8626494208197555e-9,FALSE,HYPEP3,0.09400074383086987,0.12251545579381355,1.3033455992034335,2.6552357759900167e-10,0.7758781091591841,0.4592235192086658,0.5617359256477724,0.05900990669141488,0.008679492415847355,0.1143177315308634,0.17289653783673392,0.5735992605564444,0.7782782523554088,0.001218311357742945,0.6398080827414734,0.01701280439519208,0.7460005268368609,0.7409212112131185,0.14621697472219802,0.9068037768340786,0.5945718773835033,0.008495342626000374,0.004361287594077061,0.14645866647059447,0.6763641633324257,0.10111306915888152,0.6083823728396431,0.0013482414328441607,0.031797719128895466,8.197042969818961e-6,0.37954375728526624,0.7165391600358654,0.010881665326536704,0.09546885445228463,0.1880837933524881,0.3374134047822739,0.8959741748116199,0.20731188616144405,0.8054189510436455,0.18646223886366486,0.7566747746652631,7.0199548724142376e-6
MSN5,0.009239934155666141,1.0741616975486784e-8,4.5595306241905455e-9,FALSE,MSN5,0.1075876273261017,0.141264305968072,1.3130162777908945,1.6881733724296213e-9,0.906355163202844,0.08398773376547307,0.052053910560434236,0.20679082844114405,0.00305659670642319,0.17026161965509867,0.17920536904809925,0.23057786786680634,0.1228756172834778,0.002909842932513467,0.21110369978857468,3.127199448401457e-7,0.10103351245911367,0.5993257608651736,0.08921373975449931,0.9414919626090876,0.2735160656039524,0.2336816279715484,5.006202786726614e-7,0.09924741964539684,0.7629831586958242,0.6307501959913948,0.4693681075549505,0.002843164076412461,0.3734938138855867,1.2090774097502617e-4,0.22935065969272145,0.2390090209221688,0.00623580549469288,5.801358900020203e-5,0.025485358559124253,0.3146522764839478,0.10979985884506538,0.5777399801434835,0.768408140310243,0.6600208024627671,0.9963025873482384,5.011460670324476e-6
MEGLU6,0.009250435520162636,1.2857532915673951e-8,5.458658424490963e-9,FALSE,MEGLU6,0.16402173653632562,0.20635991850201085,1.2581254342244368,6.331811074495139e-10,0.8412503178448477,0.3320821326118786,0.15711895869050624,0.05305576029024653,7.3094684165243564e-6,0.17113964257163594,0.20726341834262085,0.37731627171287496,0.22988311017641305,0.004652179663494099,0.6311232256844752,8.275616237410394e-5,0.7194544914172869,0.4225894072723621,0.23310525457345346,0.9883280292092512,0.15630859244866485,0.004228108698004361,2.4176846645465787e-7,0.21123857115648956,0.06870724925078875,0.4242086467414361,0.10077007457738396,0.0015458122567657453,0.12390061522693464,1.3525362826907617e-4,0.044673768266470834,0.01645465792757316,1.447145167963832e-4,7.915073337289478e-4,0.22830966618436102,0.36973318370702013,0.08326519423138101,0.058040834066040124,0.4976184902674731,0.36221465168305744,0.9647762756177402,4.220384300666632e-8
HBGLU1,0.009284680612208666,1.4972837902791795e-8,6.360418082009878e-9,FALSE,HBGLU1,0.13195895494952942,0.1689036071450981,1.2799707849285331,5.3470415271907534e-8,0.1087496342036554,0.8514244377985025,0.8060714028197205,0.5423803775750139,0.004411734897215789,0.5547630418300414,0.7500677419165636,0.8631855695557076,0.5902844913078924,0.26959356791817435,0.9523465188187036,0.08656019255455172,0.6432848238640922,0.9232562513699968,0.5884907820720648,0.6644807916919699,0.5100520095884892,0.07847200991479188,2.451593403028855e-4,0.2515413151578437,0.10319154894509897,0.3876575660259313,0.11143166417648692,0.30458542942036915,0.4692445545509143,0.1864673888419076,0.30574498180067877,0.4625775982523352,0.001958043864776798,0.14316134751385126,0.5589296376497692,0.9131724666042692,0.09623015921856376,0.9078495671688324,0.4009952897094123,0.6356422233633907,0.9987911751100752,0.02927311383363508
TEGLU2,0.009293414578092029,1.0993244750833168e-8,4.670591926393793e-9,FALSE,TEGLU2,0.1657733965905245,0.21067228309295036,1.2708449451230717,3.132610265551639e-11,0.3225800743304061,0.09616109903035636,0.17374629448749124,2.574528572756024e-5,1.1282909462851128e-6,0.7053763453585904,0.09287811005044357,0.853132806174202,0.7979828527825674,0.0012848169287725795,0.2643694249696651,1.0382495056828526e-8,0.2750099389329026,0.8893175554508729,0.1250508783009307,0.967046211345042,0.4996137823085315,0.005051677280162043,1.1681154585739017e-7,0.18790830852632465,0.12165846783543245,0.3379541177029154,0.3493890682342985,0.0010200810571092266,0.0321034835789408,9.448236459778256e-5,0.29066772451719763,0.9293156705980034,0.010830140404475486,8.02218746116951e-11,0.11506648867707005,0.3330436689146403,0.044381058572079836,0.5618437513238036,0.3234659278956805,0.2513913663606477,0.8360868568986151,5.4443507418044746e-8
HBGLU7,0.009562101748850804,1.1150257205497035e-8,4.758760736933125e-9,FALSE,HBGLU7,0.1958622050700201,0.2467102904222712,1.2596115229789897,8.074657631232963e-10,0.4683051584457612,0.08279039078641481,0.9544728383932974,0.4880887302167046,0.013282241499781655,0.12127663421949507,0.19938288082930045,0.8498966878896523,0.64716930483339985,0.283022924259736,0.2822733395564729,0.012505877869884493,0.7433049594717662,0.8726717009461495,0.04906193891877085,0.998388036607404,0.3893026524405576,0.16826623256019194,0.002802477954791901,0.5337817532927832,0.6284375575754539,0.4847238502138067,0.26834096531353546,0.16923323766980386,0.09872274506132922,0.048323071293806086,0.013627134044814523,0.6746455914649635,0.014530700633479703,2.1675689508906112e-5,0.1511600641658596,0.4408443030050132,0.34675560640710656,0.3495921092076256,0.2666985718180921,0.6361956891524828,0.9914691840780128,0.0042557760391235405
MEGLU14,0.009702688380517929,1.4075593973087835e-8,6.021256345529404e-9,FALSE,MEGLU14,0.08854960964615471,0.11802025756207775,1.332815108205311,3.488125619660431e-9,0.1978764886379078,0.10398832452053193,0.9249708425947774,0.4552185111216736,0.053628109464264,0.2686334573362839,0.30385723686190913,0.376908118787076,0.4841418153720696,0.0069676624292419114,0.7773152081583727,0.02526670329114343,0.13790112607881838,0.272254491022323,0.4256696802119388,0.3174082140981167,0.20645282108557145,0.003388405735154424,0.009270736430743262,0.16469481593602664,0.03817317285122684,0.2868541471536037,0.19646729888144174,0.01548556521989292,0.5309245140787091,0.002242379416131568,0.3263599728123242,0.17182322940899336,0.2716661187964989,0.11092860038549768,0.032095741680799594,0.7260718680467575,0.5327603673974773,0.1530057336021412,0.1880653762060576,0.060602226890276424,0.4325732172607071,0.0020846077737057367
TEINH5,0.009902517010730907,1.2491696181898032e-8,5.361194362773222e-9,FALSE,TEINH5,0.10686793822320878,0.13823310867522426,1.293494671774287,1.401645726960991e-7,0.1253881716890739,0.1336565989778103,0.24105758181737325,0.09881861850457756,3.2039461088249584e-4,0.34420904603920904,0.6771137945689084,0.29288569314018004,0.399922788509382,0.0017730050698352212,0.7495200109689533,0.0010894640537118144,0.1679292781966078,0.3580061218441761,0.5852428450533425,0.6782122412348721,0.38367513432065015,0.021054594960810216,0.0015369391509646461,0.5356299469784983,0.16828431161611554,0.3305841809665283,0.07097467852187846,6.482552124159689e-4,0.01152526085504213,0.0010414179813748833,0.05963608181857239,0.18665643850383465,0.5459123913814554,0.0034743977765449357,0.4026729639487993,0.724592535408088,0.005101128890665923,0.9555840619232536,0.8382107232990155,0.13392006508537108,0.9341198537856708,8.720045146289504e-4
ENT8,0.009929365531867887,1.742834570536642e-8,7.48316807025312e-9,FALSE,ENT8,0.14363276548996787,0.1881181901596195,1.3097164112791433,1.3791445394291716e-7,0.1258519762160722,0.5434176901622555,0.2628907394317582,0.39722687189315453,0.011972954522742066,0.06423347853832301,0.0755793342001324,0.1981761360185167,0.6258912864924265,0.02553190389167306,0.2988264953727664,0.2380276569299107,0.1109370537957262,0.6080306745100635,0.14254236396611236,0.4682929703408117,0.3185552879815474,0.19516214787196096,0.07758802146601093,0.4242771005373076,0.4437714473712671,0.16676365538312315,0.2832985616558015,0.3689145389125756,0.2184233562087135,0.17135598089019533,0.1286991853221029,0.5882469931970893,0.9261975696716748,0.2282641501761516,0.22153804001694574,0.08365343573007482,0.04366903335469705,0.06973002511056259,0.13809575466410812,0.0514122055906182,0.3093243851074297,0.3441486377214895
HBSER2,0.010074087284203935,1.16623765983727e-8,5.019147819783333e-9,FALSE,HBSER2,0.16339504233130778,0.2018010453576716,1.235049989757277,4.0739829389886385e-10,0.09083059892810608,0.5616506072648012,0.5371310379720778,0.4769883158809517,8.554014678503308e-6,0.5316906962113673,0.13458666058724136,0.7038574739780037,0.6950954253962706,0.0851905694538857,0.665209107990014,0.09624939432595964,0.2940588464362069,0.2522759922254212,0.5318019968629704,0.8849812181964634,0.7367253556093413,0.0562376741235605,0.005858611083808404,0.21394099213408435,0.09851651482512992,0.19708761821253845,0.7635194809211766,0.007327334147656323,0.398359178013293,0.01020946678453363,0.018823410251260244,0.043825265329800286,0.08504743743393645,0.04371764262652344,0.2777909222978857,0.33461804714353915,0.12337416181839228,0.16435130679535506,0.4785791944262997,0.20681096030032325,0.8846310153314132,0.001963310796890303
MEINH6,0.010090009638194529,1.478002208561263e-8,6.362516034955804e-9,FALSE,MEINH6,0.08634475867377425,0.11794022780796383,1.3659222588549098,9.631067546648189e-10,0.42968930498371655,0.5451309429867321,0.08945301623176782,0.112204815836649,8.11490338093893e-5,0.5925584377456314,0.2960972376665212,0.2276179563039622,0.845572657515827,0.017330238850257376,0.8678614031790264,0.07615028612951924,0.3862466334883643,0.8787323001479561,0.12506000578278836,0.9795401253854069,0.288016268653002,0.00769058406280363,0.03084135818835705,0.9578490209067809,0.9074245451953828,0.4156008416017675,0.20685478779377192,0.06645715158788927,0.0018367742725230415,0.0018865764708928922,0.15965332542343869,0.09883230534152948,0.0191123613085029,0.05245084864341571,0.1122970081881534,0.7743673617965673,0.0075019110872899045,0.2906563216928881,0.4748001784763752,0.08772701168479953,0.7735299304178259,2.558562617189533e-4
HBINH6,0.010218115952525059,1.6676466655253243e-8,7.193586566172908e-9,FALSE,HBINH6,0.13469564529683467,0.17586392265889556,1.3056392600617233,3.072709359031184e-7,0.09432394806187566,0.6445887901740583,0.14844249980395713,0.27100465721419786,3.845854067167224e-4,0.3324867628680239,0.08378023078313568,0.4102338779064948,0.6350032344189724,0.2125995666593816,0.4041377211470458,0.1358681251229663,0.10949331647253092,0.1944967791380108,0.10424153449398,0.9905235718366888,0.08550119240794103,0.016906234546745114,0.07908171642276253,0.34608490163397776,0.2804830667919258,0.1382716715209663,0.1913152349965183,0.18375265866515408,0.2449933370977652,0.3457793423077101,0.05989032636666744,0.1267986167562919,0.258384838059029,0.06252993130231235,0.23321665982416856,0.2246925075123496,0.292245789371442,0.06346418735774369,0.12237040720755032,0.1134423638430343,0.8430648518003817,0.09320293590339723
MBCHO1,0.010977684266517929,1.5018324345318428e-8,6.554959581015774e-9,FALSE,MBCHO1,0.12535418679319915,0.1633169957004486,1.3028443634665186,6.242141845248003e-8,0.1077712838309004,0.3739539991182013,0.2102953126188836,0.3842803621899489,0.01598286612763435,0.2523015737072417,0.4579099112867935,0.5007997061783065,0.7520179299199241,0.03287515632521555,0.8168599530693657,0.05883240632760105,0.08799699712336773,0.9056862205867005,0.19794506015531554,0.6527180465725912,0.4514224321596185,0.08788513916751345,0.004033126967237372,0.653642672489314,0.3087648346094073,0.14569729648704688,0.056062752573932416,0.011760920205543843,0.035439018468570005,0.058318567564278376,0.006161875012847422,0.0917345506939976,0.2455288141026684,0.03128826856222052,0.6317190707424208,0.8550553724073746,0.30928031174809223,0.1819365338190082,0.21317454811569936,0.4402596260440504,0.9822464306475512,0.008938223559584603
HBGLU6,0.011335584985260534,1.1431920558466061e-8,5.016352309131707e-9,FALSE,HBGLU6,0.2000215339180052,0.25402916929768377,1.2700091051287403,1.7177112981674494e-10,0.4569783827847362,0.5977284768183737,0.9945529361948696,0.2771371822688501,0.03544020603219213,0.041780224592497126,0.4506852112275762,0.9570224209679626,0.7549944409970075,0.2294055178744328,0.5718706487519362,0.031958117023379286,0.8266176181552607,0.776942279456331,0.2355890904596236,0.9961159086304731,0.2785985137257878,0.2496942876577229,0.0027128624904506275,0.6096029662199122,0.48593812666860997,0.5372121345374492,0.2806283333178058,0.19429175563314494,0.05410282315515319,0.018906458148516124,0.01964721157487729,0.6211118818480296,0.01668070274958138,4.320559331144923e-5,0.27924915456868216,0.6520478879631334,0.16338377769911985,0.508884428838583,0.16023627459976747,0.6563719927552025,0.97785543818672,0.00422160760613333
OBNBL1,0.011843532299694287,1.20695795204862e-8,5.335405191411623e-9,FALSE,OBNBL1,0.09976622092482464,0.13018536535630715,1.3049042466427971,7.590344640293782e-9,0.2018956120525367,0.1483538074624723,0.08398830498509102,0.6392270061443834,0.015688990346739092,0.22110436187242666,0.09737193692958064,0.19569990677550694,0.15842487438182598,0.0023620904176297553,0.4239223680466998,0.03228773773507086,0.4963377894534382,0.7814615966485909,0.3077454031688538,0.8721238204003139,0.07392987161516681,0.04751714461716612,0.04898920033351622,0.4781488974344936,0.7492176651939029,0.0919674455623608,0.3587502379477676,0.017112182161247113,0.07217815488833647,0.023363195672192454,0.053626562574144186,0.0021393829111633327,0.07836942671411748,0.06973910277557605,0.21242569567106304,0.5104278712433271,0.017094881399483272,0.02700384012079331,0.12464029357677525,0.05317853028930144,0.28466796319188864,0.018532207788227083
ENT9,0.01249629834614415,1.0107160793873013e-8,4.5090713890871895e-9,FALSE,ENT9,0.17292881652618242,0.2205518257555515,1.2753908237275116,4.663122470635436e-12,0.16728170313186336,0.4196261762948077,0.3570160672343658,0.35173363796365337,3.5640137038703e-5,0.09485949976151103,0.3337333005478668,0.8633886492952809,0.30016627217306296,0.15071102092544725,0.13701584504295589,0.10399765105128922,0.056484514645837286,0.4028127185853952,0.4749186067325048,0.17378855326977766,0.2653109482831027,0.5078404527677916,0.01809081446120557,0.5566249807998258,0.34137891966881906,0.163701096433428,0.4492726458055715,0.06355349517344333,0.21168633185388736,0.38909726291567204,0.18881746194719226,0.39021316235246095,0.6966844800804931,0.01914256292188681,0.4924992303935128,0.14699271742622605,0.5873613222171407,0.4385854963766984,0.06805020639744043,0.25715914062020623,0.4916710104060323,0.3149646805454955
SEPNBL,0.012866247918957378,1.5192155769596624e-8,6.81193797999891e-9,FALSE,SEPNBL,0.047696632365002434,0.06758028158626056,1.416877423737107,3.870153791553005e-8,0.24059683373646804,0.5559851244795776,0.2962883035567894,0.05874377234067929,0.09792692710603153,0.21574986582300326,0.3151864520969465,0.7150700525826705,0.7771630120460916,0.1512255707768404,0.7617150730381546,0.06700131407831418,0.9994519860564162,0.94852466876232,0.15441289390291152,0.9939538367762786,0.61666286888736,0.024699328453806183,0.2683503469170589,0.9798195233246672,0.886337317550721,0.9701486850825364,0.29753315468736896,0.16266595972202785,0.7056100890521099,0.07088939621255347,0.7353384139480216,0.9474064776045672,0.03522210548399876,0.025428578002825483,0.06766147591479202,0.6752240610935277,0.10322702662544547,0.8861441028945545,0.6405016628404343,0.0857190197839896,0.6393064040208452,0.21892849278491625
TEINH18,0.01299458465043235,9.59386702129247e-9,4.309190133401017e-9,FALSE,TEINH18,0.16635658743553028,0.2108416154025563,1.2674076731963844,1.3950932525428472e-11,0.8061012587499239,0.20018676785514566,0.2519968300155861,0.15944018387074405,4.931841685813714e-4,0.04439270047796953,0.1237875118174766,0.2595543532728745,0.4747825739456961,0.02234128271762368,0.5174876854492367,2.40072567313831e-6,0.16535382785919756,0.5985842350249857,0.08594962361721803,0.7188539259969433,0.31637692590548433,0.04928805724186521,6.770563863586017e-4,0.12825343422833468,0.4444196671816271,0.3144014836575003,0.04945764194427852,0.0032149900104492717,0.028009082565355992,0.017554686935715918,0.016248679392416532,0.15274042669820825,0.1963870786758971,3.0115521558056785e-5,0.19398828246766314,0.34571462792999885,0.09206934829059732,0.3073312879171237,0.32070487578477885,0.3866905791043713,0.9635960666201548,2.4175377046434186e-5
TEINH19,0.01301119084491475,9.803169901074431e-9,4.404181944545669e-9,FALSE,TEINH19,0.18114548544829592,0.2265090332430186,1.2504260466798702,2.7848263746630355e-13,0.11635108523267275,0.18157195022181666,0.015630665782557868,0.19095665014599636,1.2484151322975173e-5,0.12371569749362432,0.4720256610497591,0.35495294958416124,0.5339106802479581,0.003073024290898828,0.7616739221837721,2.2835514753775514e-5,0.26878921684215057,0.8243973612056794,0.2481941298379996,0.9806129054729108,0.5268375639469525,0.01928260084198189,0.005447620848930314,0.5296341041969465,0.5652746300993116,0.6153727245943654,0.3689352450695872,4.798740594070207e-4,0.3703732503391836,0.002474260419712043,0.0928970053037228,0.4628279922343178,0.1831648825533172,7.280802411827889e-5,0.1880809416746748,0.8906273836805841,0.012841151157567541,0.21958252677288848,0.3478592134664608,0.7541262508722819,0.9996881109870503,4.83331377092041e-4
MSN4,0.013276377592509336,1.0380181488051675e-8,4.6799093364365975e-9,FALSE,MSN4,0.16837312287781453,0.21424063085497447,1.2724158535115204,1.3602089118758214e-9,0.7986366536588443,0.3503832684525829,0.030163818849953238,0.1957319129941979,8.548568730439959e-5,0.06710540759731093,0.5377044051288465,0.7734335303376947,0.022428386126969454,1.8153007137524906e-4,0.6786588159079499,1.21629450024823e-9,0.13698097933390355,0.8014762419705355,0.451485138373089,0.9980948479883678,0.08324401343643184,0.0038056475978542905,1.996322895351321e-8,0.14564722711658162,0.3363111191581035,0.4697019564053089,0.4838564127172778,1.6299485317791157e-5,0.1853941904720563,3.4726078882227333e-7,0.5154552111095639,0.3270316311802617,0.001886831135736554,2.242090306232288e-5,5.515934281659645e-4,0.7810306905991657,0.5731756036351388,0.8687329602318554,0.14086250510812298,0.6085099295955453,0.9721420142303044,3.811980118674366e-7
MSN2,0.013726967091014359,8.350748204315293e-9,3.787183469471481e-9,FALSE,MSN2,0.16194230876465546,0.207719204767568,1.2826740976592992,8.526598071151495e-11,0.1718139417779882,0.023667148302956482,0.036714691770284434,0.05396949271229857,1.1242732839292812e-7,0.012902673734517034,0.07337115659584169,0.6857230835293036,0.0253942583350516,0.003200014935537073,0.33954079318529473,2.8213349264397326e-11,0.0845708102478061,0.6539811769173555,0.6452949076020835,0.9944149752049564,0.14715679724473862,0.002519644330848648,5.311571917732254e-10,0.04715758362944617,0.11863485386779192,0.19554962906714407,0.3136709239532868,1.8200655264530758e-6,0.1197965441879813,1.1649614299996158e-6,0.9239642090496611,0.4771115172807349,0.002584905799177729,5.927006978018084e-9,0.002326038799765073,0.18909173025191103,0.13342780656474618,0.3841214768738048,0.42248683503053736,0.4946590001941707,0.9739661023819312,1.7964564494522682e-5
TEGLU8,0.013785925773209794,8.796040725203404e-9,3.9921667501342205e-9,FALSE,TEGLU8,0.2308431223870836,0.2835070650672358,1.228137369376957,3.866070068329545e-12,0.37511118549899897,0.003632038074297441,0.1642893236222871,0.08245427102498021,6.448416304937076e-8,0.22831067537888436,0.4605322350262334,0.8541194389028446,0.5411006029915927,0.001232438586467638,0.8400150043450998,6.30837828188717e-8,0.39844600891083576,0.9077398475046892,0.5888880798061658,0.9997437523076986,0.29833942509325384,8.47686128622106e-4,1.357456863294652e-14,0.8197269333896923,0.3017039358371756,0.14315018272226349,0.4069649575041738,0.0014801280041880605,0.0905897715820604,0.00150240052763764,0.04238088795255588,0.21454216819390887,2.0785943394674398e-4,1.0867959596139984e-7,0.3056297097762948,0.896188032538136,0.1504708488004764,0.4029719827614055,0.08953025441449569,0.8981638038310139,0.9991203622033804,3.358260005613924e-5
TEINH13,0.014082178099206763,1.2484727622796535e-8,5.687830415214105e-9,FALSE,TEINH13,0.1498531442108046,0.19049037116491985,1.2711803423820671,1.6232645246886747e-9,0.11184141520876872,0.2531471580746837,0.04757407023136426,0.2018796907140396,2.229561495748213e-7,0.3091664898993272,0.7116817890996014,0.4679671107408211,0.9405579084747532,1.7450411733719462e-4,0.9443360776182268,3.2596119437533726e-6,0.3909013724414669,0.8609416773974263,0.4114781388494175,0.9536235377966916,0.8495785373956798,0.046103732354022056,6.0031697508764283e-5,0.6473082205627638,0.17301932063601838,0.6682848061973353,0.21858719751752093,0.0016471869864169392,0.2011917831456999,0.0045098492869188635,0.2683067676402968,0.8337300281397744,0.0012156591905168644,2.8201405379262503e-6,0.10606933821812137,0.9422660078438988,0.04253271562496743,0.4414809302740635,0.6984542920230506,0.13287782087095035,0.9773658213726144,6.132079260796222e-5
SCGLU1,0.01435393003479745,1.5961493791763126e-8,7.2967659824464265e-9,FALSE,SCGLU1,0.044168341653582605,0.06106354887729761,1.382518487024622,2.0125969140120574e-7,0.9367087765756889,0.21873733745741106,0.38087753845481376,0.773718268190145,0.018193345725792738,0.8742833304961134,0.4915225589056098,0.29744510673614216,0.5858176247357467,0.7448775057632202,0.4901473374216358,0.1019585513467104,0.851546236212311,0.8573130072968509,0.1273459614988724,0.13045691175863303,0.3526431715212597,0.04433964593270635,0.06234217844741004,0.9709313188213108,0.9943254075443968,0.8137360973339288,0.5355956987767776,0.2253787862129963,0.5362940024370423,0.6892616878856654,0.24777798000091214,0.3121767063060661,0.19774091954815204,0.6482835880965935,0.35869003713844216,0.4812026208821832,0.5695029958360469,0.16775681562947115,0.4375041040951896,0.1032557164217493,0.24705756605066606,0.11178403154741767
