Annotation,Coefficient p-value,Coefficient,Coefficient std error,FDR < 0.05,"AD (Jansen, 2019)","ADHD (Demontis, 2017)","AN (Duncan, 2017)","ASD (Grove, 2018)","BIP (PGC, 2018)","CAD (Schunkert, 2011)","CVD (Loh, 2018)","CELIAC (Dubois, 2010)","CROHNS (Jostins, 2012)","DEP (Nagel, 2018)","BP_DIA (Loh, 2018)","EA3 (Lee, 2018)","FG_F (Lagou, 2018)","FI_F (Lagou, 2018)","HBA1C (Wheeler, 2017)","HEIGHT (Loh, 2018)","IBD (Jostins, 2012)","INS (Jansen, 2018)","INT (Savage, 2018)","HDL (Teslovich, 2010)","LDL (Teslovich, 2010)","TG (Teslovich, 2010)","SLE (Bentham, 2015)","MDD (Howard, 2019)","MS (Patsopoulos, 2011)","NEU (Nagel, 2018)","PBC (Cordell, 2015)","RA (Okada, 2014)","RT (Linner, 2019)","SCZ (Pardinas, 2018)","SWB (Okbay, 2016)","BP_SYS (Loh, 2018)","T1D (Bradfield, 2011)","T2D (Loh, 2018)","UC (Jostins, 2012)","WHR (Pulit, 2019)","WHRadjBMI (Loh, 2018)","WORRY (Nagel, 2018)"
n16.Rgs16-Vip,0.0449632371008312,8.994098415970326e-9,5.30379427611738e-9,FALSE,0.6025199290102783,0.5618159337567018,0.9675879964671104,0.3498619259106679,4.570950044972076e-4,0.1917296400435946,0.5640200200661927,0.043530248334653146,0.07731142244889297,0.7620864346306655,0.8421410267730419,0.003765604500837113,0.7949197021911287,0.5742554094892307,0.9937319101781804,0.7736225626733576,0.20108666193194347,0.02072407270886974,0.12463914735128527,0.7171186722308885,0.4399212880155805,0.7450895865642572,0.9221346277413044,0.4139390914960279,0.38869979662116655,0.4396113202580647,0.4860985072336417,0.5339867535283612,0.4413107832261942,0.005925533312458333,0.5586065219272154,0.4670250847169574,0.050755791257575344,0.5451691944690658,0.5631857001943722,0.17671658298450066,0.3913865474062456,0.23056752066044614
n02.Gm8773-Tac1,0.04499828138341032,9.774350755172265e-9,5.765164223051161e-9,FALSE,0.5896801399695328,0.3948966469609163,0.04775921717512843,0.2739993901397637,0.1271863256600534,0.21362123721548645,0.2583169693759698,0.7065171274609069,0.32015524033300125,0.4217403072816257,0.7874681141001632,0.04567781678710845,0.4460949363282276,0.9140935886258504,0.0651852429135912,0.8373576949222679,0.0840779131914483,0.13128012788419247,2.1441534936462813e-4,0.3854340446026985,0.7545883873548944,0.8796981808408098,0.13760825667786825,0.4394886584366928,0.012825324902003972,0.1921845522925428,0.26725492101358883,0.4432083116629808,0.26400180827465114,0.040471234976869684,0.2793155673267923,0.6257037879276875,0.8956453944328975,0.1986928983798996,0.1458790396289787,0.24323997148116416,0.6110553267495501,0.03155919100559239
n05.Nfix-Htr2c,0.04554814155252227,1.2268315304301298e-8,7.2608921778187854e-9,FALSE,0.1410469487557427,0.5688638648495122,0.09633503154322333,0.36242707576476,0.03931519253225056,0.02117274298003041,0.6648141913715947,0.9900738142421921,0.31873385520604125,0.0011875824980111152,0.7191468833356032,0.02375267349095781,0.5905504859220089,0.8416347414724326,0.19967951044669352,0.9975118468297708,0.16451922458978308,0.12561495848065451,0.0013487172288585356,0.4508692244771919,0.6419684431576629,0.6832110964724729,0.8291721162866791,0.030281035071334093,0.1877790173357758,0.011705017906125716,0.025295735364614845,0.6798509646582769,0.031221819996326988,0.010155553080417093,0.21040002052371465,0.8697560847375331,0.2726646081307759,0.0857138595139108,0.07419989321635771,0.5076962441256073,0.6350509685633013,1.2874555743034541e-4
n04.Sst-Nts,0.05419798293332803,1.0091914082261325e-8,6.286055105241055e-9,FALSE,0.14117383574221942,0.5881055361018221,0.4064118315120885,0.010517101926185362,9.339209695542797e-4,0.3015884316412466,0.05585436025711218,0.9761486966604906,0.6761552950538201,0.005774330863717574,0.3588364545661677,0.0429174065554556,0.6489859841149114,0.7829062351181121,0.4774899771712583,0.9524627010495512,0.17313945262096614,1.922250361494749e-5,6.232270685869664e-4,0.021137899965665456,0.2358142431924096,0.00922698548783858,0.6040016502364687,0.0019016265518577754,0.0053164774616091155,0.008648808102787687,0.09427179141977048,0.903940459007012,0.021659163208027826,7.300600310168422e-4,0.12330083538551173,0.1582156498143824,0.30670578027638284,0.8868400334651363,0.07477022740582377,0.3076390585207866,0.6602126339277379,0.0059790897365369616
n15.Pomc-Anxa2,0.06675628280004299,8.236973822341221e-9,5.489876599270767e-9,FALSE,0.3236519208997009,0.010558030494944687,0.07496056585220412,0.3662829637363561,0.03134075690285172,0.5482351226691871,0.4523543965004198,0.4431839899612253,0.6125554707591214,0.049144807461717815,0.92165194644011,0.046910182744456325,0.10356468232224048,0.18468094420139125,0.5107430103696887,0.9735027054638232,0.19635037728233845,0.09268974361302812,0.003199142556193968,0.301413966485368,0.7469020017867309,0.2201344188960808,0.7387850858293493,0.1223499671249248,0.1895135979616151,0.2616140470176105,0.09528333470812612,0.5752387612092345,0.2817780923161408,0.4410769442642933,0.08856017517813143,0.9486883535845758,0.3561691477466362,0.28444934458531546,0.040237606922869366,0.7986300688186292,0.9935904606464754,0.1907290360754158
n14.Pomc-Ttr,0.06724619866347663,9.405480241170648e-9,6.284484970190403e-9,FALSE,0.9351524531681472,0.06382529388727502,0.5035570516162079,0.5826842838628042,0.07268717834805953,0.4066325655508747,0.3353285252623627,0.7954480295743993,0.956068336142772,0.018130063040710517,0.6875540849101438,0.00028187399553223817,0.14012878201775547,0.16071880049811527,0.4939267914279488,0.4020085993189769,0.6516769717849432,0.002779255470886309,0.02850219004090548,0.5469549808656777,0.2878447839105444,0.4373246908824957,0.123882280201203,0.006369092600807513,0.2805716517440276,0.05231260362955889,0.12126036864181833,0.8567614639145686,0.13053995645685673,0.5602795053638915,0.10976090122022786,0.2985297071599609,0.6405209111514981,0.4582233453296946,0.5866207131870105,0.6094738863616198,0.9560256960808788,0.07783158099315715
n12.Agrp-Sst,0.08658732445946304,7.09627207785393e-9,5.209903424468607e-9,FALSE,0.17011349923753827,0.0067085963674554045,0.4908747410095855,0.0930197410780556,0.0017148087713352582,0.20665168186583985,0.15592621633074638,0.6328924064507253,0.6902253426633794,0.009106610859103028,0.293385769011112,2.2343961873299756e-4,0.09815972546475148,0.8331280427693561,0.8835681440332643,0.3377016050612752,0.6838879882827045,2.1819165167083967e-4,6.185215072043392e-4,0.20402678615377168,0.5233795454787371,0.27817883716248337,0.02177566418657427,0.0449907626274215,0.026685560919373224,0.05456672939995216,0.03034708057983467,0.5778230458567186,0.3997530233421097,0.018868136657644863,0.14264107588399344,0.2775320169087423,0.19864427677140184,0.5503782431517379,0.4977489100898743,0.8209764864277467,0.8976351636455273,0.014819323177309315
n27,0.08999389148614234,8.456969246476366e-9,6.307440036577911e-9,FALSE,0.12462436378503895,0.3724269507750217,0.27279666004577,0.2075109252204685,0.024481101344910272,0.042373699276885085,0.3186982459838801,0.7846579728717782,0.8494714458561123,0.19046906722381649,0.7541790760219549,0.0010108586619693074,0.8277276177562478,0.5882836822075042,0.7590513764353308,0.9993282744656736,0.3921307427327431,0.15309103651311318,0.03061322502335102,0.3611156567718303,0.4939217084627223,0.06900574142855302,0.5323382461193954,0.3092481374542621,0.6404529634856831,0.3700136004386675,0.834452964947258,0.5774400638181344,0.17462048152869336,0.4624112003142608,0.5342032863767961,0.6866257737251853,0.37469148155930654,0.40127810483053705,0.4503570748370936,0.3903296082502435,0.8157446742039409,0.1940497912415433
n07,0.10198320031983388,6.9150727577694985e-9,5.4435162282592205e-9,FALSE,0.8272751669160368,0.5591820864901293,0.26273929255398554,0.6229675890562933,1.3647408225515196e-8,0.655232817545166,0.7723893993779859,0.5172118039872693,0.3144263933273752,0.04508996907377594,0.7263772681611046,0.0054116216170176845,0.06716876496209673,0.8124096212944938,0.33729661414316914,0.7305488109986482,0.1498657134527016,0.3577421937441212,0.062203566751807535,0.5993385910779966,0.24540562804633206,0.4401945357841669,0.8124004841685682,0.03775853877658372,0.3572595258458381,0.1356246149743967,0.3510357241326927,0.4237973259887297,0.11568452948290214,6.9617713933223e-5,0.13741063155188146,0.8248370731152996,0.18385187878412698,0.8913144875971819,0.1894131282768604,0.7405987218695511,0.8993072077851112,0.008329897444361823
n28.Qrfp,0.12319274260961098,7.991175352343254e-9,6.893856350281596e-9,FALSE,0.15436117516578313,0.6466498565411887,0.13385216502820552,0.011041790197365238,0.32715521841347983,0.8628945180283507,0.7859786165122692,0.3514126653696253,0.16718026065502462,0.4638449883142666,0.6376738890723852,0.12583818725429258,0.9822116571672532,0.9809929855093932,0.9951640409398896,0.9534556664803016,0.28018653830838225,0.07003227607860141,0.12304046905714222,0.8456868207859155,0.7863461939566118,0.9296376994138122,0.1654051856095352,0.089159011512074,0.480900482748079,0.08113740566574762,0.2328297572245385,0.4644917421374712,0.11478503336705255,0.03742734203207057,0.49737439933841204,0.869402251795363,0.3662355472578472,0.7046894871509942,0.3657973413456761,0.11816019837901742,0.6529761866073361,0.07269961308116184
