gwas,specificity_id,conditional_annotation,annotation,tau,se,pvalue
BMI_UKBB_Loh2018,mousebrain,TEINH12,HYPEP1,1.5337715135318893e-08,6.352762294372122e-09,0.00788191657960476
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEGLU9,1.2977677492424156e-08,5.4042675936915294e-09,0.008166776035543334
BMI_UKBB_Loh2018,mousebrain,TEINH12,DGGRC2,9.44268412351515e-09,3.962817450100286e-09,0.008590276044309076
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEINH9,1.1532149251430136e-08,4.8652264722359965e-09,0.008886319900992814
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCINH10,1.3678906729250047e-08,5.7944923766332125e-09,0.009120882509968613
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU10,9.467233219485263e-09,4.1039335889018395e-09,0.010531088961290366
BMI_UKBB_Loh2018,mousebrain,TEINH12,DGGRC1,1.028536400254984e-08,4.4880521522556325e-09,0.010960869822867644
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBGLU9,1.0686273709629851e-08,4.68839545666839e-09,0.011324530674432473
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU5,9.793209379247972e-09,4.319232797175184e-09,0.011684448585774564
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU9,1.0297317649803989e-08,4.691603017806192e-09,0.014087540951962955
BMI_UKBB_Loh2018,mousebrain,TEINH12,DEINH6,1.741715467953018e-08,8.017283597936486e-09,0.01491083600866402
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU20,1.0471207403891848e-08,4.855542984432184e-09,0.015520482960382857
BMI_UKBB_Loh2018,mousebrain,TEINH12,MBDOP1,2.9044241941740753e-08,1.3521681078334844e-08,0.01585784424706331
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEGLU4,1.3054636838981707e-08,6.110124659559502e-09,0.016316971951355102
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU3,8.951400588557967e-09,4.1986737032918375e-09,0.01650510471134274
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU24,1.0348269951551429e-08,4.90415832281089e-09,0.0174248235835766
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBINH2,1.4679093162357537e-08,6.965462729487553e-09,0.017540982066984814
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBCHO4,1.4970214374039628e-08,7.109506712873724e-09,0.017616884374452666
BMI_UKBB_Loh2018,mousebrain,TEINH12,OBINH5,1.8597088433300286e-08,8.8622914441269e-09,0.017932641691731803
BMI_UKBB_Loh2018,mousebrain,TEINH12,TECHO,1.2637049896806092e-08,6.054184093960969e-09,0.01842938258818245
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEINH12,2.8246224649972577e-08,1.3753680283814662e-08,0.02000134218214624
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBCHO3,1.5591660305714955e-08,7.64428702392505e-09,0.020692662505595403
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH3,2.2593301776874352e-08,1.1301092409315782e-08,0.0227926040496236
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENT8,1.5261129545369136e-08,7.764199072851962e-09,0.024673758266200326
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBSER3,1.2305719951568919e-08,6.2921242611352185e-09,0.025248261743232064
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCGLU3,1.6651192612525016e-08,8.530125827356411e-09,0.025466409242785263
BMI_UKBB_Loh2018,mousebrain,TEINH12,SEPNBL,1.2745589264941634e-08,6.662816603446841e-09,0.02787766648424201
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU13,9.006096302591639e-09,4.718700514998941e-09,0.02815706800911392
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH15,8.453937253176683e-09,4.485954777933832e-09,0.029746345682023667
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU12,7.868890290409053e-09,4.1944189524060076e-09,0.030325015547192958
BMI_UKBB_Loh2018,mousebrain,TEINH12,OBNBL1,9.81306167158785e-09,5.3441237138643075e-09,0.033161527986309336
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU15,8.00020011871383e-09,4.385607695641566e-09,0.034061359125832774
BMI_UKBB_Loh2018,mousebrain,TEINH12,DEGLU1,6.945305099582394e-09,3.848397274078534e-09,0.035558734115753166
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENT9,8.070060223220678e-09,4.4917935764618066e-09,0.03619773513101674
BMI_UKBB_Loh2018,mousebrain,TEINH12,DEINH7,1.70577673347629e-08,9.507231740227308e-09,0.036391531111760064
BMI_UKBB_Loh2018,mousebrain,TEINH12,DEINH4,9.691035821825336e-09,5.408227873743329e-09,0.03657401464184507
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU18,8.236745661708944e-09,4.664794867126725e-09,0.03872098482231738
BMI_UKBB_Loh2018,mousebrain,TEINH12,MSN5,8.204564516982764e-09,4.6484667850476686e-09,0.03878150971405992
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBINH6,1.275506455481628e-08,7.2765819548843745e-09,0.039810246889241264
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCGLU4,1.709037352512989e-08,9.823921576994032e-09,0.040958562653346194
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCGLU1,1.2157801028717247e-08,7.04298726075712e-09,0.042153211311718966
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBGLU1,1.1327986803802291e-08,6.569916045281265e-09,0.04233398286282627
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEGLU6,9.016209078905248e-09,5.2386859562318544e-09,0.042617955648520604
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH17,1.1971546219870315e-08,7.0057178100016106e-09,0.043741678805951714
BMI_UKBB_Loh2018,mousebrain,TEINH12,MBCHO1,1.087700258794238e-08,6.397629000458444e-09,0.04455027488755351
BMI_UKBB_Loh2018,mousebrain,TEINH12,HYPEP3,9.606878398699808e-09,5.6842179283855256e-09,0.04550472073159145
BMI_UKBB_Loh2018,mousebrain,TEINH12,MSN2,6.308646611510639e-09,3.787769869182178e-09,0.04790347226828568
BMI_UKBB_Loh2018,mousebrain,TEINH12,MSN4,8.188884650802038e-09,4.953784673231808e-09,0.04915970940161992
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCGLU2,2.6233935630440714e-08,1.5888337592467986e-08,0.049354572269266116
BMI_UKBB_Loh2018,mousebrain,TEINH12,CBINH1,8.432640339109264e-09,5.110456209632948e-09,0.0494637124225638
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEINH11,1.0881915810373137e-08,6.606841236092905e-09,0.04977204991467135
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBGLU10,7.593049881677764e-09,4.618432816792991e-09,0.050080356780552816
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCINH3,2.637046263144139e-08,1.6064327603935298e-08,0.050341224678508815
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEINH6,1.0385091105729537e-08,6.3358728464943544e-09,0.050596843237214584
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBGLU7,7.509203291522284e-09,4.642383549261468e-09,0.05288176222773563
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSPEP3,8.436956480444523e-09,5.230893836852275e-09,0.05338212457505328
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU2,7.256222975819328e-09,4.511019613187356e-09,0.053856844664997496
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU11,7.066384658114356e-09,4.459389019965566e-09,0.056527683984381835
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEGLU14,9.088537386905366e-09,5.741409143273431e-09,0.05671298089282554
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEGLU5,9.502620361017657e-09,6.035627359828747e-09,0.057695039708259586
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCGLU6,8.244730971479668e-09,5.2571311072955866e-09,0.05840618349577415
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSPEP1,8.221217330287997e-09,5.268988357371172e-09,0.05934417004887844
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBGLU6,7.512720856388272e-09,4.843512236123438e-09,0.06044012143361905
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCINH9,1.0801407721441088e-08,7.125361610270652e-09,0.0647710414320344
BMI_UKBB_Loh2018,mousebrain,TEINH12,HYPEP5,9.214016231159236e-09,6.131504053197324e-09,0.06645389681429299
BMI_UKBB_Loh2018,mousebrain,TEINH12,DEGLU3,6.1688100292942584e-09,4.121650550910416e-09,0.06723770030987378
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSPEP2,6.9913519422275215e-09,4.674689541200039e-09,0.06738213364907547
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSPEP5,8.986685795920566e-09,6.040529784748216e-09,0.06841087245048286
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU8,5.75864029521437e-09,3.880102690211662e-09,0.06888504786191088
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBCHO1,1.6595921063805718e-08,1.1426808319736014e-08,0.0731997722604873
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBSER4,1.0560437760453293e-08,7.3157057863358585e-09,0.07443567187053116
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEINH10,7.962898085226419e-09,5.526753193161017e-09,0.07482182174944031
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBADR,7.550856214609447e-09,5.2891043956456464e-09,0.07669995136633409
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEINH8,1.1058060042408476e-08,7.773389589922776e-09,0.07743286311542995
BMI_UKBB_Loh2018,mousebrain,TEINH12,DECHO1,6.7041394369717075e-09,4.715126347634904e-09,0.0775368390598112
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSNF1,7.95612667882045e-09,5.6251507669590836e-09,0.07862450302286736
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU1,6.043209076494717e-09,4.278933075503057e-09,0.07892835067686094
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU16,6.51183686874808e-09,4.737657276950097e-09,0.08464564721035278
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCINH5,8.674827881120603e-09,6.3849555883366314e-09,0.08713104632693164
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEINH14,2.84965033919608e-08,2.099665710000572e-08,0.08736004285209377
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBSER2,6.6344557888996e-09,4.893687138583362e-09,0.0875945835248711
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCINH1,8.271080266196317e-09,6.2222567377277766e-09,0.0918788961091358
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH4,7.2654976736639795e-09,5.52312723331208e-09,0.09417631617419996
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENT1,1.608241011753629e-08,1.2234688247412082e-08,0.09434020278372462
BMI_UKBB_Loh2018,mousebrain,TEINH12,OBINH4,6.910359873675939e-09,5.301629904845875e-09,0.09621218486070472
BMI_UKBB_Loh2018,mousebrain,TEINH12,CBNBL1,7.831616826239301e-09,6.173678956741815e-09,0.10230090794280856
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSNP5,6.993489841108283e-09,5.549228555973972e-09,0.10378717294396617
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCINH7,6.698307985891765e-09,5.364624121041098e-09,0.10590439961829028
BMI_UKBB_Loh2018,mousebrain,TEINH12,DEINH2,1.018646730155562e-08,8.23493508963132e-09,0.10804686402748448
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCGLU10,6.7326985509026704e-09,5.537600702730502e-09,0.11202768270053937
BMI_UKBB_Loh2018,mousebrain,TEINH12,HYPEP2,7.086335449911678e-09,5.836255868613758e-09,0.11233719871059794
BMI_UKBB_Loh2018,mousebrain,TEINH12,DECHO2,5.80444771255144e-09,4.927555278681195e-09,0.11940689570441705
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH2,6.372698504958173e-09,5.417906885367056e-09,0.1197517149925671
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU7,4.9584071646697474e-09,4.319829249534213e-09,0.12552044762497766
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH5,5.863067452074804e-09,5.267763342420771e-09,0.13285230482897153
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU22,4.27773324267933e-09,3.859665220115353e-09,0.13386243088858313
BMI_UKBB_Loh2018,mousebrain,TEINH12,DEINH1,4.706463747337255e-09,4.433748555817147e-09,0.1442293352182717
BMI_UKBB_Loh2018,mousebrain,TEINH12,MSN3,3.951477483793103e-09,3.8068041776462896e-09,0.14963412576441965
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCGLU9,5.9061557386074615e-09,5.807671098039291e-09,0.15458678054322025
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH8,8.126152358162955e-09,8.202361492343313e-09,0.1609138771455766
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH11,5.990257143320737e-09,6.117452938701907e-09,0.16373867750300308
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSNP6,4.541852073522164e-09,4.6634569315452384e-09,0.16504716766294092
BMI_UKBB_Loh2018,mousebrain,TEINH12,CBINH2,6.79030540916666e-09,6.972905866077279e-09,0.16507473313742016
BMI_UKBB_Loh2018,mousebrain,TEINH12,DEINH8,7.1591473961573974e-09,7.497202889515148e-09,0.16981182925646
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBGLU8,5.244012603408747e-09,5.582469584420263e-09,0.17377003044983236
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSPEP4,4.0520199182047524e-09,4.4105908674393935e-09,0.17912565656432156
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEINH1,5.812778233667738e-09,6.501454525893825e-09,0.18564128215852727
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCINH11,5.744677510589546e-09,6.439595353219232e-09,0.18617322561360988
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH18,3.955237383248529e-09,4.590574082184829e-09,0.19445391021042965
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBGLU4,5.223402261728066e-09,6.179412509167012e-09,0.1989741706043045
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH7,5.868978523973018e-09,7.120768520703824e-09,0.20491132364359027
BMI_UKBB_Loh2018,mousebrain,TEINH12,HYPEP4,5.1138275078128995e-09,6.501468029512451e-09,0.2157682635079872
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCGLU7,6.398465448710858e-09,8.180488396922654e-09,0.2170597484701053
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCGLU8,6.377946305640696e-09,8.244968655638896e-09,0.21959665243654505
BMI_UKBB_Loh2018,mousebrain,TEINH12,HYPEP7,5.3498638596253734e-09,7.004929693642672e-09,0.22251455160977654
BMI_UKBB_Loh2018,mousebrain,TEINH12,MBDOP2,3.4491943416072442e-09,4.7622199127294656e-09,0.2344460433746789
BMI_UKBB_Loh2018,mousebrain,TEINH12,OBINH1,4.400807265597506e-09,6.1249686321649696e-09,0.2362236533106144
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSNF3,4.021946779328965e-09,5.703106514468803e-09,0.2403365591196203
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSPEP8,3.622001541691953e-09,5.538161005713399e-09,0.2565533293322194
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH16,3.034155446738206e-09,4.695918180018001e-09,0.25909883670634065
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBINH1,3.94257039154743e-09,6.303455794528424e-09,0.2658340278331863
BMI_UKBB_Loh2018,mousebrain,TEINH12,DEGLU2,2.830953546903785e-09,4.621333936547644e-09,0.2700758404744925
BMI_UKBB_Loh2018,mousebrain,TEINH12,HBSER1,3.1509453274905043e-09,5.277731937618105e-09,0.2752448756246584
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH19,2.894278313703745e-09,4.898483068193675e-09,0.2773098088734054
BMI_UKBB_Loh2018,mousebrain,TEINH12,OBDOP1,3.2232821756528324e-09,5.930092525004849e-09,0.29337672587437946
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH21,3.013741689171628e-09,5.6006162158756714e-09,0.2952509183193619
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSNF2,2.861666118941936e-09,5.364538611099223e-09,0.2968640887878494
BMI_UKBB_Loh2018,mousebrain,TEINH12,MSN6,3.24308856059356e-09,6.212329528805034e-09,0.3008210131145161
BMI_UKBB_Loh2018,mousebrain,TEINH12,OBNBL5,2.958091605212805e-09,5.739842353330006e-09,0.30315034676724817
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCINH6,2.236046775193436e-09,4.340370218919246e-09,0.3032156464465894
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEGLU14,2.5260408986741217e-09,5.122634266873943e-09,0.3109661420444492
BMI_UKBB_Loh2018,mousebrain,TEINH12,OBNBL4,3.02465491603393e-09,6.406881089701889e-09,0.3184295803933473
BMI_UKBB_Loh2018,mousebrain,TEINH12,OBINH3,2.083304417974253e-09,5.068211851122152e-09,0.3405167831662065
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENT5,1.908963754531805e-09,5.17599650055149e-09,0.35613435224208323
BMI_UKBB_Loh2018,mousebrain,TEINH12,NFOL2,1.3237847632908676e-09,4.0063427535585125e-09,0.3705404680685386
BMI_UKBB_Loh2018,mousebrain,TEINH12,MEINH5,1.3053078533705906e-09,4.8437695777213795e-09,0.3937794642895247
BMI_UKBB_Loh2018,mousebrain,TEINH12,NFOL1,7.35547033262794e-10,3.756501482966501e-09,0.4223808501495191
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH6,8.381319174351093e-10,5.5118169355595445e-09,0.4395694461354024
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH20,8.208541914219192e-10,6.467049479010016e-09,0.4494984150155705
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCGLU5,4.135572093171517e-10,4.937207932671247e-09,0.4666222832915147
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH13,4.923014654641819e-10,6.872855014140435e-09,0.4714482483782445
BMI_UKBB_Loh2018,mousebrain,TEINH12,MOL1,2.9305562634796636e-10,4.139113607778991e-09,0.4717778522452531
BMI_UKBB_Loh2018,mousebrain,TEINH12,HYPEP6,7.845910310400849e-11,5.34815530518925e-09,0.49414760248786
BMI_UKBB_Loh2018,mousebrain,TEINH12,DGNBL2,4.705601644508082e-11,4.432789954456641e-09,0.4957651316366717
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSPEP6,-3.430718519219997e-11,5.059995261971938e-09,0.5027048408399405
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH14,-1.496693169900019e-10,4.765659863633775e-09,0.5125270385040649
BMI_UKBB_Loh2018,mousebrain,TEINH12,CR,-2.261117490158932e-10,5.510216516054127e-09,0.5163660043400693
BMI_UKBB_Loh2018,mousebrain,TEINH12,OBINH2,-2.951791715397339e-10,4.218207243188779e-09,0.5278941757629075
BMI_UKBB_Loh2018,mousebrain,TEINH12,CBNBL2,-3.858130715036642e-10,5.390735350526441e-09,0.5285278052035427
BMI_UKBB_Loh2018,mousebrain,TEINH12,SYCHO2,-7.078867262866889e-10,8.605290472788678e-09,0.5327807366562343
BMI_UKBB_Loh2018,mousebrain,TEINH12,MFOL1,-3.3290754949584736e-10,3.5384372093657045e-09,0.5374784732243472
BMI_UKBB_Loh2018,mousebrain,TEINH12,SZNBL,-5.884381578439743e-10,4.591233508095438e-09,0.5509910352329057
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH9,-9.118594998648163e-10,6.803690642033286e-09,0.553308298576989
BMI_UKBB_Loh2018,mousebrain,TEINH12,MOL2,-5.834940584315941e-10,3.656273749360477e-09,0.5633968221634885
BMI_UKBB_Loh2018,mousebrain,TEINH12,MFOL2,-6.696609499043881e-10,4.130142614494931e-09,0.5644021606409398
BMI_UKBB_Loh2018,mousebrain,TEINH12,SYNOR2,-9.746052212647118e-10,5.717206861242888e-09,0.5676792535870576
BMI_UKBB_Loh2018,mousebrain,TEINH12,OPC,-6.96043070891282e-10,3.791434235280093e-09,0.5728297204189818
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSNP1,-8.618787124739172e-10,4.456064928109584e-09,0.5766837988332547
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSNP2,-1.1592889814216967e-09,4.770866571176893e-09,0.5959947361151593
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSPEP7,-1.4986129952555259e-09,4.897288331513238e-09,0.6202010015454735
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENT6,-1.2942941672188505e-09,4.186471916728544e-09,0.6214004997992806
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENT3,-1.4328829572616511e-09,3.874472139402586e-09,0.6442441623844521
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSNP4,-2.1610056584285585e-09,5.522548757193806e-09,0.6522144139007153
BMI_UKBB_Loh2018,mousebrain,TEINH12,COP2,-1.91929653624602e-09,4.114681452090621e-09,0.6795535787517433
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENT4,-3.153070834821003e-09,4.662073294199542e-09,0.7505824375588895
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENT7,-3.552216319124896e-09,5.060100393608585e-09,0.7586620107741576
BMI_UKBB_Loh2018,mousebrain,TEINH12,ACNT2,-2.693352644449113e-09,3.748266019646884e-09,0.7637938526657153
BMI_UKBB_Loh2018,mousebrain,TEINH12,DGNBL1,-3.722955632597959e-09,5.179724869734648e-09,0.7638542034226871
BMI_UKBB_Loh2018,mousebrain,TEINH12,OBNBL3,-5.357173484311449e-09,6.5443891140257064e-09,0.7934899000391129
BMI_UKBB_Loh2018,mousebrain,TEINH12,OBDOP2,-4.870377033896555e-09,5.874865239489234e-09,0.7964532744738368
BMI_UKBB_Loh2018,mousebrain,TEINH12,RGSZ,-3.9987572683054535e-09,4.4711202343029875e-09,0.8144333233697967
BMI_UKBB_Loh2018,mousebrain,TEINH12,HYPEP8,-6.55065249245928e-09,6.401113724527941e-09,0.8469314908007752
BMI_UKBB_Loh2018,mousebrain,TEINH12,ACOB,-3.7069263817480086e-09,3.4998432276480123e-09,0.8552386503240581
BMI_UKBB_Loh2018,mousebrain,TEINH12,SYNOR5,-6.049999056049042e-09,5.459294703836314e-09,0.8661126172495475
BMI_UKBB_Loh2018,mousebrain,TEINH12,CBPC,-5.275358765978757e-09,4.738213539592009e-09,0.8672240432377939
BMI_UKBB_Loh2018,mousebrain,TEINH12,MGL1,-6.13958617514332e-09,5.432665215370543e-09,0.8707880431719623
BMI_UKBB_Loh2018,mousebrain,TEINH12,ACNT1,-4.344070550146684e-09,3.79058633501236e-09,0.8741056227934128
BMI_UKBB_Loh2018,mousebrain,TEINH12,EPEN,-4.529821231196368e-09,3.9464636608783175e-09,0.8744781059344844
BMI_UKBB_Loh2018,mousebrain,TEINH12,TEINH10,-6.6796845823272635e-09,5.8077706591452215e-09,0.8749545970391435
BMI_UKBB_Loh2018,mousebrain,TEINH12,MOL3,-4.14364262432612e-09,3.599660716080631e-09,0.8751586319299295
BMI_UKBB_Loh2018,mousebrain,TEINH12,VSMCA,-5.0045865815067914e-09,4.20877835113066e-09,0.882796486687172
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENT2,-4.94612016100221e-09,4.021247753007316e-09,0.8906507689294405
BMI_UKBB_Loh2018,mousebrain,TEINH12,PSNP3,-5.406087946886968e-09,4.2025115085741905e-09,0.9008473021640068
BMI_UKBB_Loh2018,mousebrain,TEINH12,ACTE1,-4.895443468266524e-09,3.6495542349827603e-09,0.9101016421548596
BMI_UKBB_Loh2018,mousebrain,TEINH12,COP1,-5.540658622700417e-09,4.060089732431766e-09,0.9138206730014952
BMI_UKBB_Loh2018,mousebrain,TEINH12,SYNOR1,-6.838186654917964e-09,5.005772679295807e-09,0.9140399600619524
BMI_UKBB_Loh2018,mousebrain,TEINH12,MGL2,-7.4465202355923754e-09,5.348945891018322e-09,0.9180610915331682
BMI_UKBB_Loh2018,mousebrain,TEINH12,SYCHO1,-7.3359416578269764e-09,5.187789540713907e-09,0.9213305726316524
BMI_UKBB_Loh2018,mousebrain,TEINH12,DETPH,-9.533455507512772e-09,5.960734966892852e-09,0.9451314416144282
BMI_UKBB_Loh2018,mousebrain,TEINH12,ACTE2,-5.8398671057807926e-09,3.638358972281424e-09,0.9457621989115129
BMI_UKBB_Loh2018,mousebrain,TEINH12,ACMB,-6.061940881832668e-09,3.699675768570056e-09,0.9493419064997184
BMI_UKBB_Loh2018,mousebrain,TEINH12,RGDG,-8.475340118976955e-09,4.319802656094397e-09,0.9751172392316891
BMI_UKBB_Loh2018,mousebrain,TEINH12,MGL3,-1.0176680110052817e-08,5.121340693914631e-09,0.9765450343363846
BMI_UKBB_Loh2018,mousebrain,TEINH12,EPSC,-7.498172676003008e-09,3.6508271286976696e-09,0.9800038515368716
BMI_UKBB_Loh2018,mousebrain,TEINH12,ACBG,-8.831545540433548e-09,4.288624343421691e-09,0.980267038480612
BMI_UKBB_Loh2018,mousebrain,TEINH12,PVM2,-1.1695753391685561e-08,5.536852974828373e-09,0.9826716406572148
BMI_UKBB_Loh2018,mousebrain,TEINH12,PVM1,-1.1048364337100026e-08,5.2107777663495215e-09,0.9830092369188128
BMI_UKBB_Loh2018,mousebrain,TEINH12,HYPEN,-8.241555501211498e-09,3.779622219819823e-09,0.9853906647990618
BMI_UKBB_Loh2018,mousebrain,TEINH12,OEC,-9.049349855621071e-09,4.003397318543721e-09,0.9881023281538416
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENTG1,-9.110762704573424e-09,3.9598738646596256e-09,0.9892977090061108
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENTG4,-8.6665893598069e-09,3.720233318926496e-09,0.9900858783654732
BMI_UKBB_Loh2018,mousebrain,TEINH12,SYNOR3,-9.847824444626672e-09,4.167136466295072e-09,0.990941334446502
BMI_UKBB_Loh2018,mousebrain,TEINH12,VECA,-9.144422283897544e-09,3.6427614422221774e-09,0.9939685601160508
BMI_UKBB_Loh2018,mousebrain,TEINH12,VECV,-1.1103509452880152e-08,4.34671805263347e-09,0.994682339650778
BMI_UKBB_Loh2018,mousebrain,TEINH12,SYNOR4,-1.1815354351721484e-08,4.5767851419763526e-09,0.995082594354306
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENTG2,-1.0511775822740277e-08,4.009095898437303e-09,0.9956289929314396
BMI_UKBB_Loh2018,mousebrain,TEINH12,EPMB,-1.0318331825715733e-08,3.9277323383221325e-09,0.9956935100226402
BMI_UKBB_Loh2018,mousebrain,TEINH12,SCHW,-1.4131233382426319e-08,5.3015460443518455e-09,0.9961562223419668
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENTG3,-1.0770826595305744e-08,3.970348633448534e-09,0.9966642963367572
BMI_UKBB_Loh2018,mousebrain,TEINH12,ABC,-1.0994847357190033e-08,4.048559178778721e-09,0.9966936413156948
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENTG6,-1.1558203272078904e-08,3.896710420777682e-09,0.99849220249933
BMI_UKBB_Loh2018,mousebrain,TEINH12,SATG2,-1.3087755875218295e-08,4.361356576612236e-09,0.9986538429470992
BMI_UKBB_Loh2018,mousebrain,TEINH12,VLMC1,-1.3711384687626326e-08,4.4557580763582435e-09,0.9989553238074106
BMI_UKBB_Loh2018,mousebrain,TEINH12,ENTG5,-1.1952177608009714e-08,3.859775635535664e-09,0.9990212277819032
