gwas,specificity_id,conditional_annotation,annotation,tau,se,pvalue
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU1,8.660820696192056e-09,7.288359407604739e-09,0.11735591099702575
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH1,6.859437340278959e-09,5.805453872605501e-09,0.11869203803715245
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH8,1.0188906704060134e-08,8.668255486435524e-09,0.11991184429165325
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP5,7.16781214991518e-09,6.150131702772336e-09,0.12191380132441397
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH7,7.601440241644052e-09,6.533036016970403e-09,0.12230550276474025
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH7,8.130677719881944e-09,7.070406167029087e-09,0.1250803642383424
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH9,6.9578364153518155e-09,6.075998054994905e-09,0.12607667460823024
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP2,5.619738115621982e-09,4.967133943733831e-09,0.1289466563116176
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH3,8.568687243192359e-09,7.662217121048465e-09,0.13171861219670888
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU16,5.656984885968712e-09,5.082625224017526e-09,0.13285324250528344
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH6,7.999988718502725e-09,7.279140742753494e-09,0.135877650050578
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH4,5.883937690643026e-09,5.418007510331663e-09,0.13874025005365853
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU7,4.86724066332802e-09,4.488227716163452e-09,0.13908354528836175
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBNBL1,6.112101782594894e-09,5.691881005785207e-09,0.14144986593734116
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH7,7.2848220435868785e-09,6.888385474953072e-09,0.1451299934185608
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH16,4.896507381808421e-09,4.708314912971095e-09,0.1491768640028719
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBSER3,7.457942490557577e-09,7.194987090749608e-09,0.1499735055787546
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH11,7.350206014749558e-09,7.27798487049244e-09,0.1562660352013211
BMI_UKBB_Loh2018,mousebrain,MEINH2,CBINH1,5.338675061342197e-09,5.291138578788879e-09,0.15649111331615803
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNP5,5.623058351447228e-09,5.7311735580461124e-09,0.1632629408454661
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU1,4.3433480175885354e-09,4.4502698024466416e-09,0.16453865232060175
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBSER4,6.6039954170956595e-09,6.9155660418622165e-09,0.16980238262627673
BMI_UKBB_Loh2018,mousebrain,MEINH2,MBCHO1,6.2245108950139355e-09,6.663761169707294e-09,0.17513035170750302
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU14,5.486477471779068e-09,6.042615209956633e-09,0.1819486037445072
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBINH1,5.595749477483177e-09,6.226016091783965e-09,0.18438789106337586
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBADR,4.6101117833616835e-09,5.190416921946162e-09,0.18721744562098674
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH7,4.867688480611124e-09,5.4830290716534795e-09,0.18733127211226006
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH13,5.434358319185612e-09,6.1262249792484475e-09,0.1875220164981444
BMI_UKBB_Loh2018,mousebrain,MEINH2,MSN3,3.4046217895689257e-09,3.913378670136975e-09,0.19215143472564175
BMI_UKBB_Loh2018,mousebrain,MEINH2,CBNBL1,5.615383805134029e-09,6.467765773145425e-09,0.19263948379125656
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU22,3.441143528260253e-09,3.9886405598577e-09,0.19414133601944555
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEGLU1,3.83062534863498e-09,4.514883598221447e-09,0.19809540756739247
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU7,6.910040205111034e-09,8.242189040375408e-09,0.20091023418791612
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH8,6.373672357688535e-09,7.67989542027593e-09,0.203292981801346
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNF1,5.062692509155937e-09,6.169423422313194e-09,0.2059341346372296
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH8,6.3972244890271784e-09,7.869900910036322e-09,0.2081456374675756
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU9,4.345882602639586e-09,5.5707491172738996e-09,0.21765854837187776
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU5,4.8065234153697874e-09,6.168604622662527e-09,0.217933499919616
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH10,4.0880991994374784e-09,5.252224539681647e-09,0.21817965724757987
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU6,4.390170395506753e-09,5.697113481744599e-09,0.2204733447087443
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBNBL5,4.398729132154593e-09,5.800952485288957e-09,0.22414257197268286
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU10,3.556687687558996e-09,4.82583311847202e-09,0.2305581075517944
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU6,3.995343769552721e-09,5.618290608575052e-09,0.2385013569991427
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH5,4.4019292444330895e-09,6.262912787966594e-09,0.2410725771767147
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU9,4.229695248751686e-09,6.194897763778588e-09,0.24737584454815714
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP2,4.153519541226144e-09,6.0943828186117535e-09,0.24776732637181606
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH14,3.083778823975961e-09,4.726807349412477e-09,0.2570709198027512
BMI_UKBB_Loh2018,mousebrain,MEINH2,NFOL2,2.598229583364299e-09,3.993428512273258e-09,0.25764387713755066
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH11,4.2915513157369066e-09,6.60399053580856e-09,0.2578970991388347
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEGLU3,2.9266663573536545e-09,4.607741338118006e-09,0.26266108808210875
BMI_UKBB_Loh2018,mousebrain,MEINH2,DECHO1,3.2427344730010637e-09,5.140816373615204e-09,0.2640915346645426
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP4,2.856155734547717e-09,4.5592760024309655e-09,0.2655101067533965
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH2,3.270736540506254e-09,5.301188135955829e-09,0.2686233687625557
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU7,3.205503439964218e-09,5.294820508107634e-09,0.2724554271145798
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNP6,2.984661129690781e-09,4.938770282562974e-09,0.2728111845313219
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH6,3.4113805231606022e-09,5.721696567133419e-09,0.275514682121628
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBNBL4,3.746526578454352e-09,6.5528082839012605e-09,0.2837478262749006
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBINH3,2.9435982407010423e-09,5.196010526909686e-09,0.28552315537401285
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP3,3.44997159570375e-09,6.141324581335741e-09,0.28713860374581923
BMI_UKBB_Loh2018,mousebrain,MEINH2,DECHO2,2.8859601827062188e-09,5.155828241908391e-09,0.2878259571633556
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP7,3.82685769786379e-09,6.942628121852653e-09,0.2907442877430426
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBDOP1,3.1686672283032568e-09,5.982419007591484e-09,0.2981727315899865
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH2,4.284680347810044e-09,8.17229065182045e-09,0.3000371456462552
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU10,3.054191268581564e-09,5.8517744785426795e-09,0.3008610450510055
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH6,3.6707736216283424e-09,7.406039452350603e-09,0.31007210601847623
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBSER2,2.774260264977021e-09,5.69568082399574e-09,0.31310031879807204
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH1,3.1075490374456207e-09,6.4646965874461515e-09,0.3153665485540501
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU8,3.915841556688077e-09,8.558498060333615e-09,0.3236420520595377
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH1,2.922561636749791e-09,6.404081375230021e-09,0.3240658396015239
BMI_UKBB_Loh2018,mousebrain,MEINH2,NFOL1,1.658763443810208e-09,3.740001766379891e-09,0.3286950349850868
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH1,2.6880430748349207e-09,6.437966722824767e-09,0.3381454593671506
BMI_UKBB_Loh2018,mousebrain,MEINH2,MSN6,2.634387980810757e-09,6.339008904628483e-09,0.3388573739408708
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH18,1.6822545445558161e-09,4.4947018223445264e-09,0.354099863243187
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT5,1.6909001729177669e-09,5.307915598952184e-09,0.3750293389889248
BMI_UKBB_Loh2018,mousebrain,MEINH2,DGNBL2,1.4330189451706902e-09,4.564798408725752e-09,0.3767877861127315
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH19,1.3489644979836665e-09,4.730251049896582e-09,0.3877538090836963
BMI_UKBB_Loh2018,mousebrain,MEINH2,MOL1,1.173412342159733e-09,4.158233665205249e-09,0.3888988774377201
BMI_UKBB_Loh2018,mousebrain,MEINH2,CBINH2,1.931537803119317e-09,7.084425254790442e-09,0.3925628045601198
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH20,1.6221694879597073e-09,6.5906642201992424e-09,0.4027902539624572
BMI_UKBB_Loh2018,mousebrain,MEINH2,MOL2,8.718457997261005e-10,3.7159750061398476e-09,0.4072514515047432
BMI_UKBB_Loh2018,mousebrain,MEINH2,MFOL1,7.618177358892346e-10,3.5628518393520714e-09,0.4153427557069439
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNF3,1.3158972168458125e-09,6.209514267383903e-09,0.416086171406397
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP8,1.104526990878199e-09,5.753209548861576e-09,0.4238771780071848
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH10,9.956548247320754e-10,5.419206070628426e-09,0.4271137878528299
BMI_UKBB_Loh2018,mousebrain,MEINH2,CBNBL2,8.581189132648883e-10,5.488231510156887e-09,0.4378761378348479
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP4,9.616396192647878e-10,6.7253016055683375e-09,0.4431497004277893
BMI_UKBB_Loh2018,mousebrain,MEINH2,MFOL2,5.278641208379039e-10,4.1447656880725864e-09,0.4493290006893259
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU14,1.986210781322056e-10,5.449958783550553e-09,0.4854639618890434
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEINH21,1.7740315241735402e-10,5.8946094796163585e-09,0.4879953140407392
BMI_UKBB_Loh2018,mousebrain,MEINH2,MBDOP2,3.435389952769894e-11,5.053572759439999e-09,0.497288034008079
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBINH2,-1.4486881737147152e-11,4.351679010648993e-09,0.5013280894447752
BMI_UKBB_Loh2018,mousebrain,MEINH2,SZNBL,-8.648355498943093e-11,4.587338102657953e-09,0.5075206802254083
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU4,-2.7957965719249716e-10,6.612626786906913e-09,0.5168621228315713
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBGLU8,-8.09671025061109e-10,6.125506367860602e-09,0.552579142871574
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCINH6,-7.201649351046986e-10,4.5286684428886015e-09,0.5631748403677442
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEINH1,-8.725820651545677e-10,5.0819734768120755e-09,0.5681638655171521
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEGLU2,-9.670405661397686e-10,5.275381583781448e-09,0.5727233767614475
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYCHO2,-1.7185589413345665e-09,8.124689552277656e-09,0.583760417794628
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNF2,-1.2105523843813995e-09,5.709654034461265e-09,0.5839537061177672
BMI_UKBB_Loh2018,mousebrain,MEINH2,CR,-1.2886715841377765e-09,5.560489087950666e-09,0.5916358752814659
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCGLU5,-1.2613673712932132e-09,5.046570290280282e-09,0.5986852396227575
BMI_UKBB_Loh2018,mousebrain,MEINH2,OPC,-9.810657057190247e-10,3.783949689784658e-09,0.6022866466923887
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP6,-1.4034679710829607e-09,5.227674174541361e-09,0.6058307973158131
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBSER1,-1.7192520149761607e-09,5.831898251957049e-09,0.6159272176412464
BMI_UKBB_Loh2018,mousebrain,MEINH2,COP2,-1.2374740582112086e-09,4.059099795550888e-09,0.6197651941625768
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYNOR2,-2.185979113103592e-09,6.002057407597824e-09,0.6421475204628077
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBNBL3,-2.419822039500993e-09,6.465076487979548e-09,0.6459062069554958
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT3,-1.5742966500687916e-09,3.984526336987069e-09,0.6536164088738933
BMI_UKBB_Loh2018,mousebrain,MEINH2,DGNBL1,-2.096833497979649e-09,5.253818056269123e-09,0.6550926728768447
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT6,-1.707453826516024e-09,4.2629716899044e-09,0.6556174029213164
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNP1,-1.988286313604876e-09,4.605132446500376e-09,0.6670400468430209
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP6,-2.927773563347469e-09,5.721189771661775e-09,0.6955842348470688
BMI_UKBB_Loh2018,mousebrain,MEINH2,OBDOP2,-3.3328000019386085e-09,5.988598306775145e-09,0.7110737290289301
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT4,-2.6549922975846873e-09,4.732946987423599e-09,0.7125874786334463
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNP2,-2.860410067472423e-09,4.9048530833215054e-09,0.7201137855353283
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSPEP7,-2.9976983319897407e-09,5.125713521746958e-09,0.7206707752367285
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACNT2,-2.314624129266632e-09,3.6924057744388067e-09,0.7346247301997928
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNP4,-3.728356373692673e-09,5.720750235631542e-09,0.7427107280602756
BMI_UKBB_Loh2018,mousebrain,MEINH2,RGSZ,-3.013129846607592e-09,4.406971628658892e-09,0.7529236604995275
BMI_UKBB_Loh2018,mousebrain,MEINH2,MOL3,-3.134557132954248e-09,3.6460238731577457e-09,0.8050281064638787
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT7,-4.549931234056449e-09,5.1237683374168994e-09,0.8127309340312605
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACOB,-3.1687346344750395e-09,3.48919656737177e-09,0.8181020840739508
BMI_UKBB_Loh2018,mousebrain,MEINH2,MGL1,-5.354110194004328e-09,5.423592144857391e-09,0.8382249892425337
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACTE1,-4.1689750054418586e-09,3.62069759995415e-09,0.8752220367314483
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEP8,-7.794810927575378e-09,6.571346424695008e-09,0.8822247258636287
BMI_UKBB_Loh2018,mousebrain,MEINH2,VSMCA,-4.8245568822214886e-09,4.055593254261451e-09,0.8828992992218042
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENT2,-4.9543614864042406e-09,4.155749616576107e-09,0.8834027721357276
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACNT1,-4.4214775022395695e-09,3.698353431312705e-09,0.8840591983115951
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYNOR5,-7.0593945607364e-09,5.639901621932525e-09,0.8946581281128452
BMI_UKBB_Loh2018,mousebrain,MEINH2,EPEN,-4.974970314621509e-09,3.891071394055469e-09,0.8994740721808663
BMI_UKBB_Loh2018,mousebrain,MEINH2,MGL2,-7.189076300864601e-09,5.348222416573103e-09,0.9105580100631444
BMI_UKBB_Loh2018,mousebrain,MEINH2,COP1,-5.5136229966190005e-09,3.9847715741150096e-09,0.9167707806929526
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEINH5,-7.3871586615005836e-09,5.254179772651734e-09,0.920131774408004
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACTE2,-5.600477232814091e-09,3.6021839136393547e-09,0.9399965871692704
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYNOR1,-8.004781040284406e-09,5.127573102170274e-09,0.9407528348208972
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYCHO1,-8.444535553869403e-09,5.381162892602328e-09,0.941708303941495
BMI_UKBB_Loh2018,mousebrain,MEINH2,PSNP3,-7.0057826975008e-09,4.3851202053919184e-09,0.9449368981022396
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACMB,-5.93260941890948e-09,3.6190930191092195e-09,0.949419719498986
BMI_UKBB_Loh2018,mousebrain,MEINH2,CBPC,-8.349125099184427e-09,4.948531631145379e-09,0.9542168215690312
BMI_UKBB_Loh2018,mousebrain,MEINH2,RGDG,-7.606865704970561e-09,4.3210266928025175e-09,0.9608325501688252
BMI_UKBB_Loh2018,mousebrain,MEINH2,DETPH,-1.0536122726651189e-08,5.915447672808107e-09,0.9625535832850284
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENTG4,-6.771391802405021e-09,3.645388531413689e-09,0.9683815848290508
BMI_UKBB_Loh2018,mousebrain,MEINH2,MGL3,-9.83186341201582e-09,5.186174403243793e-09,0.97100565497755
BMI_UKBB_Loh2018,mousebrain,MEINH2,OEC,-7.668149152346078e-09,3.922037284562895e-09,0.9747169843144696
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENTG1,-7.778184757813805e-09,3.912885618911305e-09,0.9765852239902848
BMI_UKBB_Loh2018,mousebrain,MEINH2,ACBG,-8.526724558696993e-09,4.267873243661409e-09,0.9771354941232596
BMI_UKBB_Loh2018,mousebrain,MEINH2,PVM1,-1.0883428004417751e-08,5.213770015197084e-09,0.981575775006098
BMI_UKBB_Loh2018,mousebrain,MEINH2,PVM2,-1.165708496018434e-08,5.5761286567788546e-09,0.9817150585023744
BMI_UKBB_Loh2018,mousebrain,MEINH2,EPSC,-7.722442545872037e-09,3.6660585560418935e-09,0.9824182289337672
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENTG2,-8.753223364982524e-09,3.950976233108539e-09,0.986635690633102
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENTG3,-8.903921110465679e-09,3.857488690850898e-09,0.9895064659345788
BMI_UKBB_Loh2018,mousebrain,MEINH2,HYPEN,-9.001171390757564e-09,3.776765275580108e-09,0.9914209388648952
BMI_UKBB_Loh2018,mousebrain,MEINH2,VECV,-1.1131534564041571e-08,4.335468758303152e-09,0.9948790050970876
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYNOR3,-1.1208921767229448e-08,4.34770874170991e-09,0.9950330481583994
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENTG6,-1.0023861511310846e-08,3.806422794543195e-09,0.9957733544048392
BMI_UKBB_Loh2018,mousebrain,MEINH2,VECA,-9.351766995037275e-09,3.546721687003e-09,0.9958145963837648
BMI_UKBB_Loh2018,mousebrain,MEINH2,SCHW,-1.3744504332681447e-08,5.209940897295417e-09,0.995831776113284
BMI_UKBB_Loh2018,mousebrain,MEINH2,EPMB,-1.0503978047174903e-08,3.937233577812592e-09,0.996183168386288
BMI_UKBB_Loh2018,mousebrain,MEINH2,SYNOR4,-1.2950758213478407e-08,4.771364983320529e-09,0.996678868992426
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENTG5,-1.0463390998402476e-08,3.791529572577539e-09,0.9971070593316188
BMI_UKBB_Loh2018,mousebrain,MEINH2,ABC,-1.1524804910710827e-08,3.966899286432538e-09,0.99816515744418
BMI_UKBB_Loh2018,mousebrain,MEINH2,SATG2,-1.2524978872373414e-08,4.249406778543594e-09,0.9983980462725968
BMI_UKBB_Loh2018,mousebrain,MEINH2,VLMC1,-1.3677107262612456e-08,4.379723237469703e-09,0.9991043775455892
BMI_UKBB_Loh2018,mousebrain,MEINH2,VECC,-1.2481465093457412e-08,3.943552832204726e-09,0.999224666591356
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENTG7,-1.1696974066990058e-08,3.5545928580428466e-09,0.999500245553516
BMI_UKBB_Loh2018,mousebrain,MEINH2,SATG1,-1.7657970930554176e-08,4.782086297506452e-09,0.9998889805393124
BMI_UKBB_Loh2018,mousebrain,MEINH2,PER2,-1.423883142340126e-08,3.7227102447833763e-09,0.9999345757854048
BMI_UKBB_Loh2018,mousebrain,MEINH2,CHOR,-1.2566529125601961e-08,3.280635674903804e-09,0.9999360627245034
BMI_UKBB_Loh2018,mousebrain,MEINH2,VLMC2,-1.6333154495444752e-08,3.8358874182959465e-09,0.999989686151654
BMI_UKBB_Loh2018,mousebrain,MEINH2,PER1,-1.518277983546583e-08,3.447328219302556e-09,0.9999946916562116
BMI_UKBB_Loh2018,mousebrain,MEINH2,PER3,-1.973958886780129e-08,4.0529553535404205e-09,0.9999994431894524
BMI_UKBB_Loh2018,mousebrain,MEINH2,ENMFB,-2.1734229905921885e-08,3.8155617688595775e-09,0.9999999938748956
BMI_UKBB_Loh2018,mousebrain,DEINH3,MEGLU11,1.891975374113533e-08,5.632504495355188e-09,0.0003910823344882961
BMI_UKBB_Loh2018,mousebrain,DEINH3,DEGLU5,2.8379761466335852e-08,9.537883239969968e-09,0.0014626618002772436
BMI_UKBB_Loh2018,mousebrain,DEINH3,TEGLU17,1.3951530391904369e-08,4.84362296502755e-09,0.0019859081965316397
BMI_UKBB_Loh2018,mousebrain,DEINH3,TEGLU19,1.3952458757732984e-08,4.8691753975635405e-09,0.002081976943150975
BMI_UKBB_Loh2018,mousebrain,DEINH3,TEGLU4,1.5637843319831396e-08,5.457540750282175e-09,0.0020826476926056985
BMI_UKBB_Loh2018,mousebrain,DEINH3,HBNOR,2.5169290582980566e-08,8.799720225657106e-09,0.0021166186297816455
BMI_UKBB_Loh2018,mousebrain,DEINH3,TEGLU23,1.1530636634619253e-08,4.039052137493138e-09,0.0021532798504187867
BMI_UKBB_Loh2018,mousebrain,DEINH3,MEGLU10,1.5644749548682835e-08,5.50108113460349e-09,0.002227965715942466
BMI_UKBB_Loh2018,mousebrain,DEINH3,TEGLU21,1.848359690901552e-08,6.56102235694771e-09,0.002422349943080442
BMI_UKBB_Loh2018,mousebrain,DEINH3,MEGLU3,1.889963044721284e-08,7.1146099585940865e-09,0.003948367158347324
BMI_UKBB_Loh2018,mousebrain,DEINH3,HBINH3,1.8144326209827344e-08,6.857018094970699e-09,0.004071338628495178
BMI_UKBB_Loh2018,mousebrain,DEINH3,DGGRC2,1.0413738030644156e-08,3.943013643666865e-09,0.004132346593380086
BMI_UKBB_Loh2018,mousebrain,DEINH3,DGGRC1,1.1705652573271388e-08,4.5052619130962316e-09,0.004685449094540051
BMI_UKBB_Loh2018,mousebrain,DEINH3,SCINH8,1.4220151088186747e-08,5.595400482304322e-09,0.005520475387155032
BMI_UKBB_Loh2018,mousebrain,DEINH3,HBGLU2,1.702561412823754e-08,6.7281751691571576e-09,0.00569508420135346
BMI_UKBB_Loh2018,mousebrain,DEINH3,MEGLU8,1.7200246880898887e-08,6.833939992308499e-09,0.005919859022179404
BMI_UKBB_Loh2018,mousebrain,DEINH3,CBGRC,1.5049717568028654e-08,5.984983089300792e-09,0.005958716478069367
BMI_UKBB_Loh2018,mousebrain,DEINH3,MEGLU2,2.114048815146532e-08,8.424691116946565e-09,0.006047700030903931
BMI_UKBB_Loh2018,mousebrain,DEINH3,TEINH12,1.2392509395237954e-08,5.018231940359822e-09,0.006765155116960581
BMI_UKBB_Loh2018,mousebrain,DEINH3,HBINH8,1.604507358506135e-08,6.5413480317182105e-09,0.007086085616352637
BMI_UKBB_Loh2018,mousebrain,DEINH3,SCINH4,1.463376637443142e-08,6.021550348486438e-09,0.007544573340254655
BMI_UKBB_Loh2018,mousebrain,DEINH3,HBGLU3,1.643194374070055e-08,6.7628181723530546e-09,0.007554662618527526
BMI_UKBB_Loh2018,mousebrain,DEINH3,MEGLU7,1.3257001293622244e-08,5.47422426807891e-09,0.007723767859894462
BMI_UKBB_Loh2018,mousebrain,DEINH3,MSN1,8.812633123031054e-09,3.743040393295902e-09,0.0092761919165029
BMI_UKBB_Loh2018,mousebrain,DEINH3,HBSER5,1.2869255801902763e-08,5.473142194930368e-09,0.009352793427077231
BMI_UKBB_Loh2018,mousebrain,DEINH3,HBINH9,1.4160670833067954e-08,6.047272263661162e-09,0.00959903266435972
BMI_UKBB_Loh2018,mousebrain,DEINH3,SCINH2,3.0261785257532636e-08,1.3136620794784218e-08,0.01062198595470198
BMI_UKBB_Loh2018,mousebrain,DEINH3,OBNBL2,1.2937748604517072e-08,5.727796348837397e-09,0.011948988793137516
BMI_UKBB_Loh2018,mousebrain,DEINH3,TEINH15,9.915078144319659e-09,4.425355793005021e-09,0.01252873858122368
BMI_UKBB_Loh2018,mousebrain,DEINH3,TEGLU24,1.0160090638552619e-08,4.603151708790522e-09,0.013649937278829141
BMI_UKBB_Loh2018,mousebrain,DEINH3,TEGLU6,1.0380930270337506e-08,4.704699748002667e-09,0.013674428732989791
BMI_UKBB_Loh2018,mousebrain,DEINH3,DEGLU4,1.1167824784983456e-08,5.101353338234499e-09,0.014291565932967909
BMI_UKBB_Loh2018,mousebrain,DEINH3,HBGLU5,1.4145509533682153e-08,6.491267787039198e-09,0.014659901160901368
BMI_UKBB_Loh2018,mousebrain,DEINH3,DEINH5,1.6083090311550614e-08,7.597333614687247e-09,0.01713252104974759
BMI_UKBB_Loh2018,mousebrain,DEINH3,MEINH2,1.5772660378224546e-08,7.494361438689181e-09,0.017662912172742483
BMI_UKBB_Loh2018,mousebrain,DEINH3,HBCHO2,1.2602155396774296e-08,6.2736423601446975e-09,0.02228202698385572
BMI_UKBB_Loh2018,mousebrain,DEINH3,MBDOP1,2.6474040114552447e-08,1.3360694961813346e-08,0.023768356589663826
BMI_UKBB_Loh2018,mousebrain,DEINH3,ENT8,1.4748683539506093e-08,7.524358353698362e-09,0.024990586099342408
BMI_UKBB_Loh2018,mousebrain,DEINH3,TEINH4,1.0780241677608192e-08,5.534166588596538e-09,0.025710885329631627
BMI_UKBB_Loh2018,mousebrain,DEINH3,MEINH4,2.2953306812878046e-08,1.1885714284432935e-08,0.02673116216761913
BMI_UKBB_Loh2018,mousebrain,DEINH3,MEINH9,9.12477060531286e-09,4.7479522715024e-09,0.027313397237959048
BMI_UKBB_Loh2018,mousebrain,DEINH3,TEGLU5,8.704697312852471e-09,4.555190486403615e-09,0.028006123316887854
