dataset,annotation,turcot2018_s21_mendelian_obesity_genes.mapped,turcot2018_table1_rare_variants.mapped,yazdi2015_table1_mouse_obesity_genes.mapped,human_psd_genes.pers_hmg2016_table_s12,mouse_psd_genes.pers_hmg2016_table_s13,combined_rare_mendelian_obesity,locke_nearest,locke_associated
Mousebrain,HBINH3,0.00544468311935375,2.50427952103461e-4,0.125394743522326,1.88496275251558e-14,6.72186773307201e-26,2.85731312471366e-4,5.04351976516882e-5,1.31452204348178e-4
Mousebrain,HBINH4,0.215703317058565,0.145897240691461,0.187578705170988,7.83943320145719e-37,6.66387359938335e-44,0.134781830988255,5.81654652421625e-6,9.15430799178816e-4
Mousebrain,HBINH5,0.0508556447530153,3.38452121470789e-4,0.357007534221355,7.96567110162998e-37,9.7168629951449e-47,0.00315447248400224,5.59559837166365e-9,4.94952424001801e-5
Mousebrain,HBINH6,0.42280066860241,0.0395853288883908,0.358262322055114,4.97226049735982e-38,4.76274185676254e-40,0.103457943853407,2.12444701934336e-5,0.00123490342107875
Mousebrain,HBINH7,0.0999765809016589,0.344638738073805,0.670303092438158,3.8172539299784e-45,2.98407262424029e-39,0.133477830302733,0.00621681379795709,0.0864300842816193
Mousebrain,HBINH8,0.0469307670230568,0.0662824290150067,0.768834025347483,1.00161158848335e-34,4.67092678939739e-44,0.00846300603097329,3.67764389383927e-5,6.14028933342317e-4
Mousebrain,HBINH9,0.0337552133588113,2.12774996970159e-4,0.0040356805631354,1.11648864748677e-35,2.95121680509057e-53,0.00221120438557666,0.0136747570482797,0.0214318196076539
Mousebrain,HBNOR,3.8979981309309e-4,0.00206831399085225,0.10498183137154,4.32277945994437e-14,5.95400595725856e-25,8.01620797402491e-5,3.468777941483e-6,0.0246697350613118
Mousebrain,HBSER1,0.146029305784206,0.004413589776645,0.268192008291177,5.15169622450693e-49,1.63291588135241e-48,0.0141912098574989,4.53034093362207e-4,0.0107747868440471
Mousebrain,HBSER2,0.134252275216261,0.00934277222997221,0.192126953492558,7.63133429005496e-48,1.28329644631718e-52,0.0200590342332876,7.43765232779422e-5,0.0305751434794198
Mousebrain,HBSER3,0.00364038093813013,0.00752165331037933,0.346102391911002,2.25344363310376e-48,3.20466977533332e-51,2.79239523482744e-4,6.44409356767269e-5,0.00247077050282816
Mousebrain,HBSER4,1.24964632534585e-4,4.16519640052659e-4,0.169856491672983,1.92950885583762e-38,1.34584454511272e-46,5.18045039802078e-6,5.51088660913365e-4,0.0654084769037461
Mousebrain,HBSER5,0.029898417487869,0.0143349979825916,0.475969338667497,6.93380594748855e-47,1.36560168036615e-51,0.00805271746263229,1.40384040780698e-5,0.00254505462602598
Mousebrain,HYPEN,0.0583213935690228,0.820570496848983,0.93974203641615806,0.999992590367781,0.999982701791416,0.144007485007808,0.838168502130649,0.604934294355228
Mousebrain,HYPEP1,7.97935501670081e-5,0.00205717550205635,0.00420989305150131,3.18043621723093e-19,8.11875599561462e-28,2.21821917215996e-6,0.00774636637931537,0.0695976640323974
Mousebrain,HYPEP2,0.00263906319065123,0.155615318797169,0.0475954429563802,1.89103142404486e-13,6.28544759850799e-19,0.00321246723763169,0.189106060396092,0.203297894944263
Mousebrain,HYPEP3,0.00443733777365974,0.00656721133965777,2.11968233683408e-4,1.75870419359812e-46,1.17837866104078e-53,3.82048435002563e-4,0.0420131968151246,0.0305089369320166
Mousebrain,HYPEP4,1.45356428775263e-4,0.0731598015983309,0.00814466729176687,5.43733645886186e-17,2.96264626127285e-19,9.72404394388866e-5,0.628399131643023,0.807258035265967
Mousebrain,HYPEP5,0.00289446368398465,0.023832537151861,0.334414091603909,2.98288210976736e-6,1.16844748489211e-12,5.43784517434301e-4,0.707942732180097,0.631701219781134
Mousebrain,HYPEP6,0.0571024115842746,0.0438893977732705,0.0263573689332659,1.09239195657044e-21,1.31825788931925e-30,0.021770929555078,0.117172114080586,0.283490514255842
Mousebrain,HYPEP7,0.679274105513177,0.0461059154571111,0.00231138121274553,2.04888928817027e-5,8.17244950265044e-7,0.480733122736921,0.185695370202481,0.580378050550733
Mousebrain,HYPEP8,0.0468008624891427,0.246869992047916,0.416222701277793,0.0369433151155025,2.9018071633765e-4,0.0265147679342851,0.379712542138627,0.763315516472223
Mousebrain,MBCHO1,0.11040631685989,0.0387678434718751,0.0858625566436976,4.51581894488476e-47,4.62307455175904e-57,0.0300535371676644,0.197735617640772,0.225175916517766
Mousebrain,MBDOP1,1.98514138107959e-6,4.67861059899425e-5,2.27014734700343e-5,1.6294995734079e-11,1.34872935388426e-19,4.90818117738915e-8,0.00324359538668772,0.00402957399292048
Mousebrain,MBDOP2,0.021045216874908,0.0599604030538659,0.08600517776791,1.77631155277369e-51,2.45508531220357e-58,0.00293714595574097,8.73196096079088e-4,5.93279202316261e-4
Mousebrain,MEGLU1,6.1674726267517e-4,0.00140429522975826,0.265218734393146,1.36893693761165e-40,1.48806711161257e-43,2.87954824826339e-5,2.74163525020728e-5,8.02854034214174e-5
Mousebrain,MEGLU10,0.00264715674999461,0.0909409636145573,0.403846085007143,7.0606513265874e-35,1.08911458501191e-46,0.00279636058489641,5.79404368632756e-4,0.00422348768943967
Mousebrain,MEGLU11,0.036520616565807,0.0196778784730899,0.80812233694163,2.38483574857944e-42,6.76139931181827e-52,0.00638530807173193,1.83702480408931e-4,0.00257866127331148
Mousebrain,MEGLU14,0.00538436570640192,7.22152492688868e-4,0.0474736210345799,3.24321910137932e-36,2.22983596045391e-41,1.3728021525219e-4,0.0521475280070939,0.0635770970277228
Mousebrain,MEGLU2,4.9810946045602e-6,0.00190010317952547,0.0101841301330188,3.31888174102165e-41,8.40915938537915e-47,6.13968664655152e-7,0.00110954236281376,4.70967596284882e-4
Mousebrain,MEGLU3,0.0473901013104571,0.0014608109208971,0.706423463740513,1.80403349598258e-36,6.95332655190935e-45,0.00745689799660208,0.00988729978150339,0.0114292929039261
Mousebrain,MEGLU4,0.00380352385775306,0.251474673871968,0.70287176720788,1.69714198063389e-32,3.95919417027955e-46,0.00594341650926478,0.0190744702146522,0.0293285079766049
Mousebrain,MEGLU5,0.00271197032026102,0.365722979239419,0.558793666680168,1.39005517804053e-35,1.46226706002274e-43,0.00636858688112117,0.0720690651150855,0.348262541453943
Mousebrain,MEGLU6,5.5274928833591e-4,0.023333537729097,0.404834297613171,2.5218761732495e-47,5.71907626632372e-63,8.48621456999974e-5,0.00575972206756241,0.0105902928111748
Mousebrain,MEGLU7,0.0253019858382455,0.218340816382972,0.763452288628621,2.56514996352284e-40,2.27908587921349e-55,0.0273858292371609,0.133122546192769,0.0262868589571784
Mousebrain,MEGLU8,0.0457762228500608,0.15612511218401,0.219493103383066,6.30844432868631e-45,1.66170769333169e-67,0.0324488940290302,0.00699596564950437,0.0988650273693576
Mousebrain,MEGLU9,0.00286674730541238,0.11760987695887,0.463884720037565,9.96510734270459e-39,7.11017539841425e-53,0.00203614044169227,0.0254503824119294,0.0826821513499907
Mousebrain,MEINH1,0.613149364582476,0.864023599523816,0.957173313117564,3.66003394423042e-16,6.08727982575228e-16,0.763713893638677,0.22560677349712,0.234307404615284
Mousebrain,MEINH10,0.00437932447096053,0.0241787270951434,0.411817812621909,6.12859511298837e-22,1.58276323262472e-29,0.00225492484353838,0.0650992031761871,0.0346922395140128
Mousebrain,MEINH11,9.93076071165206e-4,0.0242303078130344,0.259402381918911,7.35936965677988e-32,1.93510751641935e-31,1.93181834798548e-4,0.265115392590794,0.105762302768302
Mousebrain,MEINH12,0.0033416824269304,0.039616195567042,0.0955307314071528,3.0954626826637e-30,4.12851883394634e-30,0.00511655856964957,0.0461188960467256,0.0493075186415609
Mousebrain,MEINH13,0.0150229897863305,2.2516497591103e-4,0.0258870231120939,1.34670221923149e-42,3.26772876756937e-47,2.19199619190406e-4,4.23147582164928e-4,1.13515784774846e-6
Mousebrain,MEINH14,0.00266528173861703,0.197101023856603,0.212313298842528,1.93734129254078e-10,7.78976976597184e-16,0.00656130640924747,0.183295382557915,0.0228696237440628
Mousebrain,MEINH2,0.0138355048849237,8.32589074256084e-5,0.172886808046952,3.73624449187424e-49,1.11597695921027e-50,3.80192885796055e-4,7.72849468421592e-5,2.56307878903702e-4
Mousebrain,MEINH3,0.120011128203636,0.00732428025769513,0.362720179759717,4.15800846521205e-49,2.60261610834594e-52,0.0303359480893761,0.00317337012020878,0.00444859055490205
Mousebrain,MEINH4,7.67999412477191e-5,0.00885313198019451,0.0122917420690902,4.15437693179694e-51,2.15412432357286e-51,3.57163783723899e-5,0.00199761186098998,0.0062196550950464596
Mousebrain,MEINH5,8.58919128631335e-4,0.426738265242523,0.16043638227465,2.39288326190273e-28,7.12873195812258e-28,0.00378568950304073,0.0130126736100134,0.0133884397047573
Mousebrain,MEINH6,0.248292325078279,0.37724912266026,0.718194693488077,5.39751827463109e-41,4.73252458249354e-41,0.179380018247741,0.0683866636987176,0.0262195705252353
Mousebrain,MEINH7,0.0789870691446838,0.078237109821475,0.474764944064772,2.32456442769451e-43,3.04126475755686e-45,0.0392471832170718,0.0021414622582041,0.0142097998840545
Mousebrain,MEINH8,0.0218207719450745,0.195272719947356,0.4114010634654,1.78292990093084e-10,8.56013846708964e-19,0.0260194217439075,0.0150960620031065,0.0147957330139128
Mousebrain,MEINH9,7.23503858273006e-4,0.009940680880117,0.2408226086139,2.47225380198131e-20,1.79956125455533e-20,2.0344795633235e-4,0.0100265927017678,0.00135400906668135
Mousebrain,MFOL1,0.993220912679043,0.132382068383707,0.843765895029463,0.561071809963721,0.940126550771935,0.925501441526922,0.388629649790101,0.755851057134505
Mousebrain,MFOL2,0.978057430399852,0.125453821770728,0.981258779233003,0.450716917228114,0.977534011669678,0.849504197304615,0.499931110419057,0.865120548361324
Mousebrain,MGL1,0.974585769617554,0.842867342946271,0.745279041292952,0.999984182278216,0.999986339091048,0.981833426556823,0.572519735125453,0.211446527081163
Mousebrain,MGL2,0.889334691073219,0.834236432383799,0.229560113226225,0.999978248987368,0.999937965739335,0.923379663323077,0.829594437974553,0.319580523383356
Mousebrain,MGL3,0.891374647239319,0.83657740823142,0.394188401999749,0.998939472795289,0.999823126077206,0.925434495656989,0.971365647189448,0.399071696668284
Mousebrain,MOL1,0.998102767766264,0.164018694192944,0.975680249016276,0.0515688973787681,0.796726286428431,0.97222421520897,0.696214711120527,0.624111326382107
Mousebrain,MOL2,0.993043408319342,0.247522171588926,0.954735485642273,0.195755980965288,0.786478735296432,0.952231084798343,0.806014230611465,0.952042960059579
Mousebrain,MOL3,0.962379030942395,0.559985748589472,0.998816664037423,0.00931884549141619,0.14929894844216,0.9308390796253,0.807866811209693,0.941469906459752
Mousebrain,MSN1,0.00935509879154589,0.205335438700614,0.838891917122063,4.48601129857403e-20,2.76664367830249e-40,0.00873955950811358,0.503309151485708,0.0207843780178339
Mousebrain,MSN2,0.0279140110670265,0.0852318162002436,0.905559893196985,1.38970529482262e-17,1.13708654776342e-37,0.0121771568598974,0.337763159458685,0.0609465164121615
Mousebrain,MSN3,0.00486220888211369,0.242727160676317,0.701006440266441,4.94354178386163e-17,1.2706653938057e-30,0.0125398750259871,0.385986716562732,0.260804728420528
Mousebrain,MSN4,0.00448553828324245,0.200627145795745,0.304979547520963,5.25978422913997e-22,3.78290506483496e-35,0.0127866854866384,0.226280707034803,0.19077255659805
Mousebrain,MSN5,0.0613347866262704,0.163379407823487,0.916476759962842,3.04914540077971e-19,1.56482382683929e-37,0.10154439537035,0.356466661532745,0.0734159309675235
Mousebrain,MSN6,0.48343292881243,0.0980361570150585,0.773823838376772,3.72665885211876e-6,1.80811515524556e-11,0.351258564697451,0.253871457676246,0.0549010399879231
Mousebrain,NFOL1,0.983615256741796,0.730770163366306,0.912911692218609,0.0187120175522688,0.0258846682910169,0.978795707950155,0.150952379109944,0.645235758683577
Mousebrain,NFOL2,0.9672549184394,0.124472654326534,0.734671189156284,2.26565251714021e-4,1.22730242951395e-4,0.817819666703238,0.130987228648175,0.581743744094632
Mousebrain,OBDOP1,0.127555516759702,0.0421556845464048,0.498841166395472,3.13145189991579e-8,5.31936335976877e-9,0.0219073258689295,0.61866786313622,0.143342033183882
Mousebrain,OBDOP2,0.262826518075478,0.13046874367255001,0.913714769731641,6.66840760060776e-20,7.40391832057344e-22,0.105929403307456,0.691469707447148,0.286051287977325
Mousebrain,OBINH1,0.682429038989947,0.711012571188963,0.96259654640994,4.49516577054849e-15,3.60532991266953e-29,0.718635806548203,0.582000151239994,0.0888200507038671
Mousebrain,OBINH2,0.0269033666668142,0.387288373319606,0.461483274855031,4.99923650443599e-18,2.4331950482585e-25,0.0436107939108114,0.273511871610226,0.00181830648676015
Mousebrain,OBINH3,0.731430591654027,0.725432502634805,0.795113872858358,6.35622775131198e-18,3.33982247254302e-26,0.76565791052965,0.777984197664995,0.0261574006040478
Mousebrain,OBINH4,0.711173813039238,0.340860615828038,0.982823162683318,0.00442434831854281,4.25707754974886e-4,0.567950382357794,0.81141882015218,0.116896509286073
Mousebrain,OBINH5,0.289927688520843,0.370197790753628,0.115567261748401,2.37204049300453e-24,1.1750261649542e-16,0.220177673082973,0.0349531242025649,0.00100428758695316
Mousebrain,OBNBL1,0.17685438250129,0.229148540018971,0.742056174480604,3.02591813209582e-36,6.22398089985797e-31,0.136143594453212,0.194666876842919,0.421589459941506
Mousebrain,OBNBL2,0.0939556048532147,0.22846840790996,0.521895741734709,1.25790204670755e-17,2.0983355748428e-14,0.0456840230076938,0.204368528573634,0.0342367694957942
Mousebrain,OBNBL3,0.91221490195915,0.542387468303173,0.96050720202331,0.921008183416561,0.144724814762017,0.866869963506754,0.397150773745285,0.455507069010767
Mousebrain,OBNBL4,0.46666653448975,0.210331609513467,0.189469668438595,0.41015446867363903,0.0830700856004935,0.281971195498328,0.0665127926143333,0.189406943821249
Mousebrain,OBNBL5,0.729744249759064,0.0257530448844793,0.335169303319682,0.0776593809682797,0.482933497631338,0.287907242090549,0.612715666996097,0.495577676664214
Mousebrain,OEC,0.680095982001755,0.969201812526139,0.749758923117461,0.999998522976693,0.999999999998261,0.885572967936777,0.726094167555428,0.557425029038616
Mousebrain,OPC,0.870102482442328,0.533001949801574,0.975870103825073,0.99856712942442,0.987183138761101,0.80583189215378,0.00754731274117639,0.212725085521573
Mousebrain,PER1,0.891694323968267,0.519151718699172,0.940198624888348,0.999964012697407,0.999998286765105,0.819512397916808,0.990715635040567,0.965054822281637
Mousebrain,PER2,0.851105770737808,0.72402861735866,0.973671814033929,0.987832009748831,0.986450733836025,0.847960737966456,0.976810180858512,0.960427392443948
