Name	Coefficient	Coefficient_std_error	Coefficient_P_value
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__mistyrose2	-3.05291730455e-08	2.72892258243e-08	0.868371526756
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__salmon1	-3.58355575923e-08	3.17343637729e-08	0.870600665687
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__indianred	-3.85465342841e-08	3.40484376e-08	0.871205642617
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__darkblue	-3.3082983572e-08	2.916694348e-08	0.871657868823
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__pink1	-2.80523310668e-08	2.41569179435e-08	0.877230803232
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__lightblue	-2.55012806713e-08	2.08742930898e-08	0.889081811127
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__firebrick	-4.55279731395e-08	3.62449983305e-08	0.895463296155
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__hotpink3	-3.09290434586e-08	2.43936276155e-08	0.897585825377
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__goldenrod3	-7.66083410208e-08	5.89441482694e-08	0.903144114597
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__wheat2	-1.27923613925e-07	9.77143715683e-08	0.904759690679
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__slateblue3	-4.73757350091e-08	3.61547335005e-08	0.904963046814
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__honeydew3	-3.60654679488e-08	2.70081930157e-08	0.909119558206
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__lightsteelblue	-6.37523879994e-08	4.76268364811e-08	0.909646475363
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__gold4	-8.38260938277e-08	6.02473727323e-08	0.917942634102
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__bisque2	-6.13410079781e-08	4.40737066287e-08	0.918005845276
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__palevioletred3	-5.05290399824e-08	3.51326670115e-08	0.924816341088
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__dodgerblue1	-4.69122424155e-08	3.18036668181e-08	0.929901479139
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__blanchedalmond	-5.39299315359e-08	3.50022987299e-08	0.938311664771
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__cadetblue	-4.55288770384e-08	2.87372430369e-08	0.943439098989
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__mediumpurple2	-5.69733106783e-08	3.5947670864e-08	0.943504988537
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__sienna1	-6.7671787731e-08	4.15524458722e-08	0.948299798065
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__violetred1	-2.59658955645e-08	1.5870307945e-08	0.949093865507
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__paleturquoise2	-4.03541003823e-08	2.44266282341e-08	0.950738192973
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__bisque4	-3.87010741836e-08	2.20996769819e-08	0.960044734183
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__hotpink2	-1.1126077896e-07	5.98490107789e-08	0.968488169053
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__wheat4	-4.91164347259e-08	2.52946532825e-08	0.973917610662
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__darkviolet	-4.8846648667e-08	2.49641637042e-08	0.974806903926
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__lightskyblue4	-6.39068864345e-08	3.08700202669e-08	0.980782842371
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__darkgoldenrod3	-8.69280950927e-08	4.17663284488e-08	0.981296592485
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__tan3	-9.46755142606e-08	4.4816176899e-08	0.982679488448
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__lightcoral	-6.0150818707e-08	2.77031920311e-08	0.985044218809
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__royalblue4	-5.38005369879e-08	2.23916502513e-08	0.991862851924
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__purple	-5.45194649734e-08	1.92527439873e-08	0.997685489265
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__darkgoldenrod1	-4.42596770552e-08	1.48186866699e-08	0.998590188027
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__palevioletred2	-7.54194640076e-08	2.51770009433e-08	0.998630337063
wgcna.mousebrain-190213.fdr_sign_celltypes.continuous__lightgoldenrod2	-9.29149555723e-08	2.9027576095e-08	0.999315052746
