dataset,annotation,turcot2018_s21_mendelian_obesity_genes.mapped,turcot2018_table1_rare_variants.mapped,yazdi2015_table1_mouse_obesity_genes.mapped,human_psd_genes.pers_hmg2016_table_s12,mouse_psd_genes.pers_hmg2016_table_s13,combined_rare_mendelian_obesity,locke_nearest,locke_associated
Mousebrain,NFOL1,0.983970226921331,0.604607048447826,0.830855326997643,0.227976726855776,0.362877563644617,0.970243414953404,0.156806121076078,0.779591813136693
Mousebrain,NFOL2,0.919243573504357,0.185187362501008,0.897199154726477,0.0359104964735808,0.00705656701651672,0.746128543545745,0.0694610930495345,0.411590390968852
Mousebrain,OBDOP1,0.867406471008045,0.0075819185508089,0.306527575634821,0.0555062706693543,0.0763272497616485,0.364441305447974,0.568354388392918,0.188579045089263
Mousebrain,OBDOP2,0.609660642492868,0.0705778327110145,0.845751214422124,5.47605219340499e-4,2.87861034624662e-7,0.273331514071908,0.49292939141074,0.232377316594165
Mousebrain,OBINH1,0.732407772951122,0.253732161216718,0.841750656624705,0.0040413308409394,4.22732056587529e-7,0.704909488717289,0.437441904060235,0.187911389706338
Mousebrain,OBINH2,0.281104786074284,0.527707095735464,0.742017208903682,4.88603163062948e-11,3.54157296229869e-14,0.268709160215285,0.491468527196638,0.0089145383759304
Mousebrain,OBINH3,0.94245896398783,0.667857227579003,0.779010495190888,1.03635282651875e-8,6.61273105752401e-16,0.933455765111154,0.613615718197271,0.0260583776537848
Mousebrain,OBINH4,0.889012804324568,0.280559207096445,0.949300350885402,0.679917563017733,0.128988935031007,0.752353573457535,0.798155981891097,0.364116310931859
Mousebrain,OBINH5,0.210892316324005,0.54055172739946,0.0239442716238916,3.4272333356497e-6,8.3961606824639e-5,0.22507449562388,0.00774117405889884,3.27701808615092e-4
Mousebrain,OBNBL1,0.579830031484844,0.369709591875819,0.530318663264555,1.93321713719977e-9,6.55626094577573e-12,0.457207160307776,0.129636575925642,0.357005352919564
Mousebrain,OBNBL2,0.571521855600519,0.0543099157487353,0.456862326030765,0.0100871764193267,0.06172083540844,0.22472172506227,0.059222115351757,0.591730950006039
Mousebrain,OBNBL3,0.954751072410786,0.520874367611672,0.942409388537893,0.986458416260114,0.553217219489525,0.9173372215669,0.351449031511858,0.441942971711605
Mousebrain,OBNBL4,0.775271085145391,0.154664497949015,0.123062948890223,0.99389153870189,0.934787781285235,0.527098356132877,0.0265118790318075,0.250403841055287
Mousebrain,OBNBL5,0.902349962878717,0.0148182622419906,0.367306010129112,0.877476715251312,0.987820713657923,0.475886139028056,0.580832055871198,0.346327755201979
Mousebrain,OEC,0.851513874015397,0.967815312504366,0.774457948034038,0.999999511934463,0.999999999999893,0.955939275451814,0.693129948918665,0.556721366356959
Mousebrain,OPC,0.86161646890558,0.63457359847881,0.965938156145847,0.999999891818107,0.999999128951759,0.83739222017346,0.0309248851246821,0.393850072929235
Mousebrain,PER1,0.835055264219551,0.586689117850286,0.834450453233035,0.999999625569521,0.999999936236001,0.785655849458755,0.980414203624167,0.929318085224638
Mousebrain,PER2,0.87294531396257,0.753714763673797,0.896140476538052,0.999064189600806,0.999214561588022,0.883494354690422,0.97476745925352,0.956680243992637
Mousebrain,PER3,0.551286385175176,0.394710954309846,0.773961645005663,0.999996920394248,0.999999999894417,0.443807623544845,0.922956098343005,0.968688880652539
Mousebrain,PSNF1,0.432731091466079,0.0411795460631017,0.854680270781971,3.97003221108103e-22,5.54580156540908e-14,0.119434951186678,0.860097761764863,0.929238326401075
Mousebrain,PSNF2,0.520805272893171,0.00643319430950901,0.822692496902339,3.16336867575939e-27,5.52114131775654e-15,0.257833552318643,0.586508790684011,0.432458316861295
Mousebrain,PSNF3,0.264244400862382,0.131012615610455,0.780576784679001,4.15017738311908e-25,7.18779617557968e-14,0.101887138368976,0.297388820694871,0.738167943071396
Mousebrain,PSNP1,0.785345989198103,0.585859404952866,0.858761135955382,4.39358530835875e-13,2.92180994625887e-9,0.814893513240897,0.575593696474451,0.563840371237147
Mousebrain,PSNP2,0.367030410151779,0.342606543917653,0.737338377764711,4.27053008901268e-10,5.3742723718e-6,0.37516947153156,0.489496557899697,0.744180458314316
Mousebrain,PSNP3,0.538927832907482,0.533606491002693,0.933824012317887,1.04919904122674e-14,1.33695151692969e-7,0.608550169927237,0.526730518764823,0.24467916487618
Mousebrain,PSNP4,0.183442564414643,0.241715970438471,0.943098747533146,1.25416058488205e-12,1.14028587784379e-6,0.182401656629905,0.443504484120415,0.731329001070876
Mousebrain,PSNP5,0.656375374710732,0.196762816867977,0.558452925451232,1.91920348206863e-16,1.86429196924082e-10,0.666006735621152,0.615698952177518,0.435615768400061
Mousebrain,PSNP6,0.0803692853107261,0.46940753974144,0.792658643767368,5.72845188461444e-15,1.81819263051897e-6,0.125518465634506,0.755109698516716,0.724678179382046
Mousebrain,PSPEP1,0.817075979879984,0.600247093353169,0.814452078383024,1.41998335210141e-20,1.99476737276739e-13,0.784760859292514,0.730248420074365,0.971071519579096
Mousebrain,PSPEP2,0.561575354845002,0.553636425521661,0.409652379690641,1.81723188327629e-16,1.02583470147274e-11,0.615091650208423,0.477889158852418,0.75817537417457
Mousebrain,PSPEP3,0.0428407130062256,0.461216292892937,0.0744820244608682,1.14290672196147e-12,1.60734792675634e-8,0.0801241482935248,0.499860905303994,0.549601532445252
Mousebrain,PSPEP4,0.178977673743785,0.860648451642197,0.191535996347355,1.37875699731706e-11,3.97025427695913e-8,0.33648206172115,0.463405520652194,0.442333172940002
Mousebrain,PSPEP5,0.114232580991293,0.730628584151072,0.432123173407526,1.17434387452584e-6,0.00310699426805235,0.190435010998062,0.531405301053324,0.775656161009278
Mousebrain,PSPEP6,0.47073599555131,0.474567079064241,0.217346397236662,1.14077095274254e-10,5.85389269745079e-10,0.562884720859996,0.806507307166036,0.988731689261634
Mousebrain,PSPEP7,0.52587345596455,0.790258468212884,0.629231178771426,8.51303001251429e-8,6.77053798065472e-8,0.632416709394281,0.639887033600376,0.546346243156914
Mousebrain,PSPEP8,0.579104279512619,0.297200245149401,0.545533918784412,6.88257192742907e-14,1.68685373869969e-8,0.554921103083648,0.332844785599053,0.397042249363882
Mousebrain,PVM1,0.999293772148888,0.869198214299322,0.943616750194424,0.999923758302059,0.999987564821443,0.99941870912593,0.913257643711529,0.826900609642129
Mousebrain,PVM2,0.998191471021801,0.842837030518357,0.815980320579141,0.999998489196999,0.999999383041242,0.998421211707843,0.7466752110448,0.727981241733644
Mousebrain,RGDG,0.544358864602877,0.917670531611242,0.2118788778861,0.993791360193382,0.999790928838131,0.753222644322374,0.86690283039353,0.740027897745558
Mousebrain,RGSZ,0.573457104502539,0.557808674820602,0.580440626264267,0.998087237250863,0.999999827122487,0.541220304936678,0.858375025044915,0.331020917909366
Mousebrain,SATG1,0.42948686857656,0.898397498439648,0.749581106524221,0.999646482825875,0.999999758703882,0.647546531256001,0.899918457795585,0.751618609369212
Mousebrain,SATG2,0.82425021921762,0.867660225452485,0.0217881561320134,0.360631488085073,0.975117694137145,0.892750814185321,0.466574622506104,0.788035814337296
Mousebrain,SCGLU1,0.0100469101254232,0.123951609773064,0.00668850356960239,0.130008120113703,0.0158589878826368,0.00312129321739442,0.0326811608257788,0.00267744114760674
